PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_eratoUnique_5thup.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_eratoUnique_5thup_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1353	Herato0821	965273	965775	+	0	NA	Intergenic	Intergenic	-41808	ID=evm.model.Herato0821.45-E1;Parent=evm.model.Herato0821.45								
3128	Herato1202	7350388	7350828	+	0	NA	Intergenic	Intergenic	-7335	ID=evm.model.Herato1202.292-E1;Parent=evm.model.Herato1202.292								
2585	Herato1505	1307801	1308178	+	0	NA	Intergenic	Intergenic	-1206	ID=evm.model.Herato1505.47-E1;Parent=evm.model.Herato1505.47								
4404	Herato1411	5654844	5655165	+	0	NA	Intergenic	Intergenic	-19613	ID=evm.model.Herato1411.196-E1;Parent=evm.model.Herato1411.196								
1624	Herato0901	5214789	5215508	+	0	NA	Intergenic	Intergenic	-30614	ID=evm.model.Herato0901.143-E1;Parent=evm.model.Herato0901.143								
4864	Herato0503	3878774	3879248	+	0	NA	Intergenic	Intergenic	1809	ID=evm.model.Herato0503.128.3-E1;Parent=evm.model.Herato0503.128.3								
4440	Herato1411	6693817	6694307	+	0	NA	Intergenic	Intergenic	14073	ID=evm.model.Herato1411.246.3-E2;Parent=evm.model.Herato1411.246.3								
2892	Herato0101	18901301	18901966	+	0	NA	Intergenic	Intergenic	-2653	ID=evm.model.Herato0101.746-E4;Parent=evm.model.Herato0101.746								
1695	Herato1202	20466285	20467075	+	0	NA	Intergenic	Intergenic	43763	ID=evm.model.Herato1202.824-E5;Parent=evm.model.Herato1202.824								
97	Herato0601	1717864	1718500	+	0	NA	Intergenic	Intergenic	10263	ID=evm.model.Herato0601.25-E10;Parent=evm.model.Herato0601.25								
2378	Herato1408	5934875	5935288	+	0	NA	Intergenic	Intergenic	-4290	ID=evm.model.Herato1408.236.1-E1;Parent=evm.model.Herato1408.236.1								
2983	Herato1202	2131230	2131876	+	0	NA	Intergenic	Intergenic	21489	ID=evm.model.Herato1202.72-E6;Parent=evm.model.Herato1202.72								
3645	Herato1301	3490111	3490619	+	0	NA	Intergenic	Intergenic	12742	ID=evm.model.Herato1301.97-E2;Parent=evm.model.Herato1301.97								
668	Herato0701	6749757	6750187	+	0	NA	Intergenic	Intergenic	5487	ID=evm.model.Herato0701.304-E2;Parent=evm.model.Herato0701.304								
774	Herato0701	9628928	9629162	+	0	NA	Intergenic	Intergenic	8978	ID=evm.model.Herato0701.398.1-E3;Parent=evm.model.Herato0701.398.1								
5602	Herato0411	2701026	2701531	+	0	NA	promoter-TSS (ID=evm.model.Herato0411.47-E16;Parent=evm.model.Herato0411.47)	-promoter-TSS (ID=evm.model.Herato0411.47-E16;Parent=evm.model.Herato0411.47)	-448	ID=evm.model.Herato0411.47.1-E15;Parent=evm.model.Herato0411.47.1								
5101	Herato1905	78109	78471	+	0	NA	Intergenic	Intergenic	-1155	ID=evm.model.Herato1905.8.1-E9;Parent=evm.model.Herato1905.8.1								
4306	Herato0401	2678500	2678800	+	0	NA	Intergenic	Intergenic	29791	ID=evm.model.Herato0401.69-E6;Parent=evm.model.Herato0401.69								
5711	Herato0310	9463979	9464666	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.289-E1;Parent=evm.model.Herato0310.289)	-promoter-TSS (ID=evm.model.Herato0310.289-E1;Parent=evm.model.Herato0310.289)	-884	ID=evm.model.Herato0310.289-E1;Parent=evm.model.Herato0310.289								
910	Herato1507	8268419	8268938	+	0	NA	Intergenic	Intergenic	-14496	ID=evm.model.Herato1507.297-E2;Parent=evm.model.Herato1507.297								
3463	Herato2001	11987215	11988035	+	0	NA	Intergenic	Intergenic	-2522	ID=evm.model.Herato2001.459-E7;Parent=evm.model.Herato2001.459								
1341	Herato1202	10734106	10734910	+	0	NA	Intergenic	Intergenic	12664	ID=evm.model.Herato1202.428.1-E1;Parent=evm.model.Herato1202.428.1								
693	Herato1108	4653471	4653700	+	0	NA	Intergenic	Intergenic	14226	ID=evm.model.Herato1108.179-E3;Parent=evm.model.Herato1108.179								
2701	Herato1507	2704210	2704435	+	0	NA	Intergenic	Intergenic	5357	ID=evm.model.Herato1507.81_evm.model.Herato1507.82-E1;Parent=evm.model.Herato1507.81_evm.model.Herato1507.82								
4601	Herato1701	4955257	4955435	+	0	NA	Intergenic	Intergenic	-7556	ID=evm.model.Herato1701.112-E1;Parent=evm.model.Herato1701.112								
5098	Herato1904	1115233	1115598	+	0	NA	Intergenic	Intergenic	-1950	ID=evm.model.Herato1904.42-E2;Parent=evm.model.Herato1904.42								
4123	Herato0503	4566350	4566722	+	0	NA	TTS (ID=evm.model.Herato0503.132-E2;Parent=evm.model.Herato0503.132)	-TTS (ID=evm.model.Herato0503.132-E2;Parent=evm.model.Herato0503.132)	387	ID=evm.model.Herato0503.132.2-E2;Parent=evm.model.Herato0503.132.2								
2684	Herato1507	1532273	1532500	+	0	NA	TTS (ID=evm.model.Herato1507.45-E6;Parent=evm.model.Herato1507.45)	-TTS (ID=evm.model.Herato1507.45-E6;Parent=evm.model.Herato1507.45)	996	ID=evm.model.Herato1507.45-E6;Parent=evm.model.Herato1507.45								
4799	Herato1703	1768920	1769378	+	0	NA	Intergenic	Intergenic	7005	ID=evm.model.Herato1703.30.2-E1;Parent=evm.model.Herato1703.30.2								
3424	Herato1301	20943398	20943702	+	0	NA	Intergenic	Intergenic	-25016	ID=evm.model.Herato1301.715-E1;Parent=evm.model.Herato1301.715								
893	Herato0701	14022849	14023491	+	0	NA	Intergenic	Intergenic	4986	ID=evm.model.Herato0701.634-E1;Parent=evm.model.Herato0701.634								
2309	Herato1007	1604674	1605038	+	0	NA	Intergenic	Intergenic	-10958	ID=evm.model.Herato1007.73-E1;Parent=evm.model.Herato1007.73								
3979	Herato1904	4844048	4844533	+	0	NA	TTS (ID=evm.model.Herato1904.167-E4;Parent=evm.model.Herato1904.167)	-TTS (ID=evm.model.Herato1904.167-E4;Parent=evm.model.Herato1904.167)	1021	ID=evm.model.Herato1904.167-E4;Parent=evm.model.Herato1904.167								
3959	Herato1301	18276751	18277222	+	0	NA	Intergenic	Intergenic	-39146	ID=evm.model.Herato1301.630-E1;Parent=evm.model.Herato1301.630								
4348	Herato2001	612873	613527	+	0	NA	Intergenic	Intergenic	5730	ID=evm.model.Herato2001.16-E1;Parent=evm.model.Herato2001.16								
4414	Herato1801	2981335	2981840	+	0	NA	Intergenic	Intergenic	10137	ID=evm.model.Herato1801.108.1-E2;Parent=evm.model.Herato1801.108.1								
5065	Herato1605	3599585	3599761	+	0	NA	Intergenic	Intergenic	-4361	ID=evm.model.Herato1605.106-E2;Parent=evm.model.Herato1605.106								
4859	Herato1910	3311372	3311752	+	0	NA	Intergenic	Intergenic	11389	ID=evm.model.Herato1910.158-E5;Parent=evm.model.Herato1910.158								
2558	Herato1108	3488686	3489449	+	0	NA	Intergenic	Intergenic	1340	ID=evm.model.Herato1108.116-E1;Parent=evm.model.Herato1108.116								
5210	Herato0101	6145743	6146048	+	0	NA	Intergenic	Intergenic	1302	ID=evm.model.Herato0101.179-E3;Parent=evm.model.Herato0101.179								
4851	Herato2101	13314771	13315130	+	0	NA	Intergenic	Intergenic	-28144	ID=evm.model.Herato2101.425-E1;Parent=evm.model.Herato2101.425								
1085	Herato0701	18043136	18043717	+	0	NA	Intergenic	Intergenic	24056	ID=evm.model.Herato0701.743-E1;Parent=evm.model.Herato0701.743								
755	Herato0701	8986907	8988215	+	0	NA	Intergenic	Intergenic	47598	ID=evm.model.Herato0701.375-E9;Parent=evm.model.Herato0701.375								
1714	Herato0901	9084390	9084979	+	0	NA	Intergenic	Intergenic	16970	ID=evm.model.Herato0901.297-E1;Parent=evm.model.Herato0901.297								
3942	Herato1505	3662351	3662681	+	0	NA	Intergenic	Intergenic	2570	ID=evm.model.Herato1505.157-E2;Parent=evm.model.Herato1505.157								
1403	Herato1202	13020354	13020800	+	0	NA	Intergenic	Intergenic	7440	ID=evm.model.Herato1202.478_evm.model.Herato1202.479-E1;Parent=evm.model.Herato1202.478_evm.model.Herato1202.479								
5394	Herato2101	7208994	7209511	+	0	NA	Intergenic	Intergenic	3776	ID=evm.model.Herato2101.259.1-E10;Parent=evm.model.Herato2101.259.1								
2268	Herato1007	539856	540056	+	0	NA	Intergenic	Intergenic	25451	ID=evm.model.Herato1007.8.1-E2;Parent=evm.model.Herato1007.8.1								
1497	Herato0901	1779380	1779702	+	0	NA	Intergenic	Intergenic	-24366	ID=evm.model.Herato0901.62-E1;Parent=evm.model.Herato0901.62								
497	Herato0701	771284	771774	+	0	NA	Intergenic	Intergenic	-4772	ID=evm.model.Herato0701.27-E1;Parent=evm.model.Herato0701.27								
4236	Herato0401	605571	605807	+	0	NA	Intergenic	Intergenic	71296	ID=evm.model.Herato0401.7-E9;Parent=evm.model.Herato0401.7								
5746	Herato0503	1335072	1335288	+	0	NA	Intergenic	Intergenic	-2535	ID=evm.model.Herato0503.43-E4;Parent=evm.model.Herato0503.43								
4615	Herato0310	1730529	1730792	+	0	NA	Intergenic	Intergenic	-5148	ID=evm.model.Herato0310.40-E1;Parent=evm.model.Herato0310.40								
411	Herato0101	9668094	9668258	+	0	NA	Intergenic	Intergenic	33115	ID=evm.model.Herato0101.286-E2;Parent=evm.model.Herato0101.286								
169	Herato0606	1273673	1273896	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.45-E12;Parent=evm.model.Herato0606.45)	-promoter-TSS (ID=evm.model.Herato0606.45-E12;Parent=evm.model.Herato0606.45)	-13	ID=evm.model.Herato0606.45.1-E14;Parent=evm.model.Herato0606.45.1								
2579	Herato1505	1127873	1128294	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.44-E2;Parent=evm.model.Herato1505.44)	-promoter-TSS (ID=evm.model.Herato1505.44-E2;Parent=evm.model.Herato1505.44)	-859	ID=evm.model.Herato1505.44.2-E2;Parent=evm.model.Herato1505.44.2								
398	Herato1007	1038529	1038766	+	0	NA	Intergenic	Intergenic	-8402	ID=evm.model.Herato1007.41-E2;Parent=evm.model.Herato1007.41								
2016	Herato1301	16344693	16345171	+	0	NA	TTS (ID=evm.model.Herato1301.588-E4;Parent=evm.model.Herato1301.588)	-TTS (ID=evm.model.Herato1301.588-E4;Parent=evm.model.Herato1301.588)	1127	ID=evm.model.Herato1301.588.1-E4;Parent=evm.model.Herato1301.588.1								
3182	Herato1605	1718915	1719668	+	0	NA	TTS (ID=evm.model.Herato1605.52-E3;Parent=evm.model.Herato1605.52)	-TTS (ID=evm.model.Herato1605.52-E3;Parent=evm.model.Herato1605.52)	226	ID=evm.model.Herato1605.52-E3;Parent=evm.model.Herato1605.52								
3934	Herato2101	17461042	17461345	+	0	NA	TTS (ID=evm.model.Herato2101.535-E4;Parent=evm.model.Herato2101.535)	-TTS (ID=evm.model.Herato2101.535-E4;Parent=evm.model.Herato2101.535)	154	ID=evm.model.Herato2101.535-E4;Parent=evm.model.Herato2101.535								
942	Herato0701	14793674	14794063	+	0	NA	Intergenic	Intergenic	-88965	ID=evm.model.Herato0701.666.3-E1;Parent=evm.model.Herato0701.666.3								
955	Herato0701	15291536	15291734	+	0	NA	Intergenic	Intergenic	-8715	ID=evm.model.Herato0701.673-E2;Parent=evm.model.Herato0701.673								
1376	Herato1202	11679099	11679327	+	0	NA	Intergenic	Intergenic	-3413	ID=evm.model.Herato1202.457-E2;Parent=evm.model.Herato1202.457								
1888	Herato1001	2287497	2287853	+	0	NA	Intergenic	Intergenic	-33761	ID=evm.model.Herato1001.81-E1;Parent=evm.model.Herato1001.81								
3267	Herato1202	12061765	12062290	+	0	NA	Intergenic	Intergenic	-2716	ID=evm.model.Herato1202.468-E1;Parent=evm.model.Herato1202.468								
4119	Herato1301	23430970	23431593	+	0	NA	Intergenic	Intergenic	-2323	ID=evm.model.Herato1301.786-E1;Parent=evm.model.Herato1301.786								
2369	Herato1408	5628089	5628307	+	0	NA	promoter-TSS (ID=evm.model.Herato1408.209-E2;Parent=evm.model.Herato1408.209)	-promoter-TSS (ID=evm.model.Herato1408.209-E2;Parent=evm.model.Herato1408.209)	61	ID=evm.model.Herato1408.209.1-E2;Parent=evm.model.Herato1408.209.1								
2647	Herato1505	3329907	3330325	+	0	NA	Intergenic	Intergenic	7084	ID=evm.model.Herato1505.142.1-E1;Parent=evm.model.Herato1505.142.1								
190	Herato1003	5449135	5450038	+	0	NA	Intergenic	Intergenic	22676	ID=evm.model.Herato1003.176.1-E6;Parent=evm.model.Herato1003.176.1								
2816	Herato1108	11279760	11280347	+	0	NA	Intergenic	Intergenic	-4100	ID=evm.model.Herato1108.485-E1;Parent=evm.model.Herato1108.485								
1808	Herato0904	203566	203984	+	0	NA	Intergenic	Intergenic	-2589	ID=evm.model.Herato0904.20-E1;Parent=evm.model.Herato0904.20								
1739	Herato1701	11432891	11433523	+	0	NA	Intergenic	Intergenic	9359	ID=evm.model.Herato1701.406.1-E4;Parent=evm.model.Herato1701.406.1								
601	Herato0701	4155399	4155786	+	0	NA	Intergenic	Intergenic	2954	ID=evm.model.Herato0701.198.2-E1;Parent=evm.model.Herato0701.198.2								
822	Herato0101	18426560	18426780	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.734-E3;Parent=evm.model.Herato0101.734)	-promoter-TSS (ID=evm.model.Herato0101.734-E3;Parent=evm.model.Herato0101.734)	-763	ID=evm.model.Herato0101.734-E3;Parent=evm.model.Herato0101.734								
2802	Herato1108	11004009	11004213	+	0	NA	Intergenic	Intergenic	1254	ID=evm.model.Herato1108.474-E1;Parent=evm.model.Herato1108.474								
231	Herato0606	2161933	2162202	+	0	NA	Intergenic	Intergenic	9673	ID=evm.model.Herato0606.66-E1;Parent=evm.model.Herato0606.66								
4700	Herato1603	2318117	2318599	+	0	NA	Intergenic	Intergenic	-37382	ID=evm.model.Herato1603.64-E1;Parent=evm.model.Herato1603.64								
551	Herato1106	25621	26122	+	0	NA	Intergenic	Intergenic	39478	ID=evm.model.Herato1106.2-E1;Parent=evm.model.Herato1106.2								
4720	Herato1507	9876847	9877263	+	0	NA	Intergenic	Intergenic	-2528	ID=evm.model.Herato1507.328_evm.model.Herato1507.327.4-E7;Parent=evm.model.Herato1507.328_evm.model.Herato1507.327.4								
504	Herato0701	849109	849827	+	0	NA	Intergenic	Intergenic	-8299	ID=evm.model.Herato0701.32-E2;Parent=evm.model.Herato0701.32								
3753	Herato1801	1285515	1286735	+	0	NA	Intergenic	Intergenic	35534	ID=evm.model.Herato1801.64-E2;Parent=evm.model.Herato1801.64								
2823	Herato1108	11410505	11410895	+	0	NA	Intergenic	Intergenic	-2234	ID=evm.model.Herato1108.490-E2;Parent=evm.model.Herato1108.490								
3894	Herato1301	14385773	14386236	+	0	NA	Intergenic	Intergenic	-11438	ID=evm.model.Herato1301.538-E1;Parent=evm.model.Herato1301.538								
3177	Herato2001	1897766	1898544	+	0	NA	Intergenic	Intergenic	8921	ID=evm.model.Herato2001.38-E2;Parent=evm.model.Herato2001.38								
3387	Herato1701	4155920	4156148	+	0	NA	Intergenic	Intergenic	7926	ID=evm.model.Herato1701.95.3-E1;Parent=evm.model.Herato1701.95.3								
4583	Herato1507	3376958	3377315	+	0	NA	Intergenic	Intergenic	31487	ID=evm.model.Herato1507.128-E1;Parent=evm.model.Herato1507.128								
1966	Herato0101	2227055	2227411	+	0	NA	TTS (ID=evm.model.Herato0101.61-E3;Parent=evm.model.Herato0101.61)	-TTS (ID=evm.model.Herato0101.61-E3;Parent=evm.model.Herato0101.61)	1592	ID=evm.model.Herato0101.61-E3;Parent=evm.model.Herato0101.61								
1665	Herato1701	8138180	8138589	+	0	NA	Intergenic	Intergenic	10452	ID=evm.model.Herato1701.248-E8;Parent=evm.model.Herato1701.248								
1782	Herato0901	11870165	11870560	+	0	NA	Intergenic	Intergenic	5473	ID=evm.model.Herato0901.366-E3;Parent=evm.model.Herato0901.366								
5446	Herato2101	7047079	7047278	+	0	NA	Intergenic	Intergenic	-1038	ID=evm.model.Herato2101.253-E30;Parent=evm.model.Herato2101.253								
3873	Herato1301	13813593	13813997	+	0	NA	Intergenic	Intergenic	10703	ID=evm.model.Herato1301.530-E1;Parent=evm.model.Herato1301.530								
2698	Herato1108	7582423	7582734	+	0	NA	Intergenic	Intergenic	31173	ID=evm.model.Herato1108.341.1-E10;Parent=evm.model.Herato1108.341.1								
2252	Herato1408	1050494	1050968	+	0	NA	Intergenic	Intergenic	120627	ID=evm.model.Herato1408.28-E4;Parent=evm.model.Herato1408.28								
5751	Herato1904	6556262	6556758	+	0	NA	Intergenic	Intergenic	-2756	ID=evm.model.Herato1904.237.1-E30;Parent=evm.model.Herato1904.237.1								
2506	Herato1108	841257	841671	+	0	NA	Intergenic	Intergenic	-1285	ID=evm.model.Herato1108.12-E1;Parent=evm.model.Herato1108.12								
3403	Herato1507	4555890	4556804	+	0	NA	Intergenic	Intergenic	15791	ID=evm.model.Herato1507.156.1-E2;Parent=evm.model.Herato1507.156.1								
792	Herato0701	9985868	9986049	+	0	NA	Intergenic	Intergenic	-4599	ID=evm.model.Herato0701.408-E1;Parent=evm.model.Herato0701.408								
3122	Herato0215	2265489	2266189	+	0	NA	Intergenic	Intergenic	-11483	ID=evm.model.Herato0215.81-E1;Parent=evm.model.Herato0215.81								
1248	Herato0801	4825027	4825229	+	0	NA	Intergenic	Intergenic	-2818	ID=evm.model.Herato0801.105.2-E1;Parent=evm.model.Herato0801.105.2								
4727	Herato1701	8771862	8772118	+	0	NA	Intergenic	Intergenic	-5034	ID=evm.model.Herato1701.271-E4;Parent=evm.model.Herato1701.271								
5076	Herato2101	11995297	11995847	+	0	NA	Intergenic	Intergenic	1859	ID=evm.model.Herato2101.399-E2;Parent=evm.model.Herato2101.399								
3368	Herato1701	3361427	3361954	+	0	NA	Intergenic	Intergenic	-11526	ID=evm.model.Herato1701.65-E1;Parent=evm.model.Herato1701.65								
4205	Herato1807	752895	753521	+	0	NA	Intergenic	Intergenic	-40324	ID=evm.model.Herato1807.12-E1;Parent=evm.model.Herato1807.12								
2401	Herato1807	3038083	3038326	+	0	NA	Intergenic	Intergenic	-42945	ID=evm.model.Herato1807.61-E1;Parent=evm.model.Herato1807.61								
3994	Herato1904	5240584	5241064	+	0	NA	Intergenic	Intergenic	-4999	ID=evm.model.Herato1904.185-E2;Parent=evm.model.Herato1904.185								
1516	Herato0901	2188563	2188760	+	0	NA	Intergenic	Intergenic	10952	ID=evm.model.Herato0901.75-E2;Parent=evm.model.Herato0901.75								
3733	Herato1801	610169	610501	+	0	NA	Intergenic	Intergenic	8494	ID=evm.model.Herato1801.31-E1;Parent=evm.model.Herato1801.31								
924	Herato0701	14535928	14536133	+	0	NA	Intergenic	Intergenic	13802	ID=evm.model.Herato0701.664.1-E2;Parent=evm.model.Herato0701.664.1								
2053	Herato1301	18363183	18363425	+	0	NA	Intergenic	Intergenic	-3906	ID=evm.model.Herato1301.631-E3;Parent=evm.model.Herato1301.631								
2462	Herato1102	312881	313136	+	0	NA	Intergenic	Intergenic	-11777	ID=evm.model.Herato1102.8-E3;Parent=evm.model.Herato1102.8								
5010	Herato2101	9023783	9024092	+	0	NA	Intergenic	Intergenic	-88321	ID=evm.model.Herato2101.309-E1;Parent=evm.model.Herato2101.309								
4064	Herato1507	7079334	7079514	+	0	NA	Intergenic	Intergenic	-42641	ID=evm.model.Herato1507.249.1-E1;Parent=evm.model.Herato1507.249.1								
4775	Herato1601	2460246	2460647	+	0	NA	Intergenic	Intergenic	-32574	ID=evm.model.Herato1601.55-E1;Parent=evm.model.Herato1601.55								
2301	Herato1408	2713883	2714188	+	0	NA	Intergenic	Intergenic	5890	ID=evm.model.Herato1408.74-E4;Parent=evm.model.Herato1408.74								
4162	Herato0310	8258829	8259135	+	0	NA	Intergenic	Intergenic	-22910	ID=evm.model.Herato0310.223-E1;Parent=evm.model.Herato0310.223								
2027	Herato1301	16720518	16720794	+	0	NA	Intergenic	Intergenic	57511	ID=evm.model.Herato1301.592-E2;Parent=evm.model.Herato1301.592								
2481	Herato1411	4163923	4164553	+	0	NA	Intergenic	Intergenic	20484	ID=evm.model.Herato1411.164-E18;Parent=evm.model.Herato1411.164								
4904	Herato0403	1026266	1026634	+	0	NA	Intergenic	Intergenic	3121	ID=evm.model.Herato0403.34-E2;Parent=evm.model.Herato0403.34								
172	Herato0606	1360375	1360851	+	0	NA	Intergenic	Intergenic	-45122	ID=evm.model.Herato0606.49-E1;Parent=evm.model.Herato0606.49								
3922	Herato1301	16542064	16542540	+	0	NA	Intergenic	Intergenic	44515	ID=evm.model.Herato1301.591-E3;Parent=evm.model.Herato1301.591								
4045	Herato1301	21348105	21348440	+	0	NA	Intergenic	Intergenic	-23351	ID=evm.model.Herato1301.726.1-E1;Parent=evm.model.Herato1301.726.1								
5431	Herato1703	2140900	2141702	+	0	NA	Intergenic	Intergenic	-14397	ID=evm.model.Herato1703.51-E1;Parent=evm.model.Herato1703.51								
1366	Herato0821	1279955	1280315	+	0	NA	promoter-TSS (ID=evm.model.Herato0821.53-E11;Parent=evm.model.Herato0821.53)	-promoter-TSS (ID=evm.model.Herato0821.53-E11;Parent=evm.model.Herato0821.53)	-146	ID=evm.model.Herato0821.53-E11;Parent=evm.model.Herato0821.53								
4252	Herato0401	1036730	1036938	+	0	NA	promoter-TSS (ID=evm.model.Herato0401.19-E5;Parent=evm.model.Herato0401.19)	-promoter-TSS (ID=evm.model.Herato0401.19-E5;Parent=evm.model.Herato0401.19)	107	ID=evm.model.Herato0401.19-E4;Parent=evm.model.Herato0401.19								
223	Herato0606	2019089	2020155	+	0	NA	Intergenic	Intergenic	12061	ID=evm.model.Herato0606.61.1-E2;Parent=evm.model.Herato0606.61.1								
1255	Herato0801	5319799	5320826	+	0	NA	promoter-TSS (ID=evm.model.Herato0801.118-E2;Parent=evm.model.Herato0801.118)	-promoter-TSS (ID=evm.model.Herato0801.118-E2;Parent=evm.model.Herato0801.118)	-274	ID=evm.model.Herato0801.118-E2;Parent=evm.model.Herato0801.118								
1043	Herato0701	17461225	17461587	+	0	NA	Intergenic	Intergenic	-7152	ID=evm.model.Herato0701.734.4-E1;Parent=evm.model.Herato0701.734.4								
4999	Herato1901	2062570	2062747	+	0	NA	TTS (ID=evm.model.Herato1901.58-E2;Parent=evm.model.Herato1901.58)	-TTS (ID=evm.model.Herato1901.58-E2;Parent=evm.model.Herato1901.58)	1882	ID=evm.model.Herato1901.59-E11;Parent=evm.model.Herato1901.59								
2660	Herato0215	727270	727638	+	0	NA	Intergenic	Intergenic	-20607	ID=evm.model.Herato0215.21.1-E1;Parent=evm.model.Herato0215.21.1								
4571	Herato1904	4945679	4946140	+	0	NA	Intergenic	Intergenic	-1530	ID=evm.model.Herato1904.170-E6;Parent=evm.model.Herato1904.170								
1852	Herato1301	6253894	6254510	+	0	NA	Intergenic	Intergenic	16824	ID=evm.model.Herato1301.220-E4;Parent=evm.model.Herato1301.220								
3548	Herato1301	1080144	1080719	+	0	NA	Intergenic	Intergenic	13225	ID=evm.model.Herato1301.33-E1;Parent=evm.model.Herato1301.33								
639	Herato0101	17833373	17833854	+	0	NA	Intergenic	Intergenic	11445	ID=evm.model.Herato0101.704-E3;Parent=evm.model.Herato0101.704								
3449	Herato1701	5963953	5964343	+	0	NA	Intergenic	Intergenic	2296	ID=evm.model.Herato1701.165-E6;Parent=evm.model.Herato1701.165								
