PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thdown_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_shared_5thdown_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
380	Hmel208021	543853	544712	+	0	NA	Intergenic	Intergenic	1177	ID=HMEL003447g1.t1-E1;Parent=HMEL003447g1.t1								
100	Hmel206009	3755614	3756270	+	0	NA	Intergenic	Intergenic	-13546	ID=HMEL014666g1.t1-E1;Parent=HMEL014666g1.t1								
965	Hmel212001	3119074	3119595	+	0	NA	Intergenic	Intergenic	-28039	ID=HMEL031381g1.t1-E1;Parent=HMEL031381g1.t1								
300	Hmel207021	709584	709737	+	0	NA	Intergenic	Intergenic	-4178	ID=HMEL016331g1.t1-E1;Parent=HMEL016331g1.t1								
1279	Hmel213065	648218	648592	+	0	NA	Intergenic	Intergenic	-26355	ID=HMEL032151g1.t1-E1;Parent=HMEL032151g1.t1								
1439	Hmel215008	39449	40479	+	0	NA	Intergenic	Intergenic	-14354	ID=HMEL032698g1.t1-E1;Parent=HMEL032698g1.t1								
2079	Hmel219003	7015125	7015295	+	0	NA	Intergenic	Intergenic	47807	ID=HMEL005995g1.t1-E1;Parent=HMEL005995g1.t1								
286	Hmel207011	346395	347134	+	0	NA	promoter-TSS (ID=HMEL037564g1.t1-E1;Parent=HMEL037564g1.t1)	-promoter-TSS (ID=HMEL037564g1.t1-E1;Parent=HMEL037564g1.t1)	66	ID=HMEL037564g1.t1-E1;Parent=HMEL037564g1.t1								
1395	Hmel202004	1276534	1277648	+	0	NA	Intergenic	Intergenic	-7614	ID=HMEL003562g1.t2-E1;Parent=HMEL003562g1.t2								
2405	Hmel221012	271269	271482	+	0	NA	Intergenic	Intergenic	-3044	ID=HMEL035550g1.t1-E1;Parent=HMEL035550g1.t1								
1075	Hmel212013	214351	214688	+	0	NA	Intergenic	Intergenic	20369	ID=HMEL017584g1.t1-E7;Parent=HMEL017584g1.t1								
2426	Hmel221012	2691187	2691726	+	0	NA	Intergenic	Intergenic	-19567	ID=HMEL035612g1.t1-E1;Parent=HMEL035612g1.t1								
800	Hmel211004	1479564	1479753	+	0	NA	Intergenic	Intergenic	-9459	ID=HMEL015193g1.t1-E1;Parent=HMEL015193g1.t1								
2232	Hmel220003	2383315	2383526	+	0	NA	Intergenic	Intergenic	-4270	ID=HMEL012555g1.t1-E1;Parent=HMEL012555g1.t1								
1365	Hmel202004	936558	937046	+	0	NA	Intergenic	Intergenic	18491	ID=HMEL007051g1.t1-E1;Parent=HMEL007051g1.t1								
2432	Hmel221012	3218382	3219085	+	0	NA	promoter-TSS (ID=HMEL013867g2.t1-E2;Parent=HMEL013867g2.t1)	-promoter-TSS (ID=HMEL013867g2.t1-E2;Parent=HMEL013867g2.t1)	-629	ID=HMEL013867g2.t3-E2;Parent=HMEL013867g2.t3								
1407	Hmel214029	1348479	1349181	+	0	NA	Intergenic	Intergenic	-12034	ID=HMEL032630g1.t1-E1;Parent=HMEL032630g1.t1								
496	Hmel209007	542738	543295	+	0	NA	Intergenic	Intergenic	4073	ID=HMEL030375g1.t1-E3;Parent=HMEL030375g1.t1								
605	Hmel210004	4461555	4461821	+	0	NA	Intergenic	Intergenic	-21714	ID=HMEL018082g1.t1-E1;Parent=HMEL018082g1.t1								
1779	Hmel218007	1289616	1290254	+	0	NA	Intergenic	Intergenic	-3762	ID=HMEL015332g1.t1-E1;Parent=HMEL015332g1.t1								
2581	Hmel204017	2153016	2153736	+	0	NA	Intergenic	Intergenic	13103	ID=HMEL014400g1.t1-E2;Parent=HMEL014400g1.t1								
1568	Hmel216015	933013	933348	+	0	NA	Intergenic	Intergenic	4468	ID=HMEL033643g1.t2-E1;Parent=HMEL033643g1.t2								
607	Hmel210004	4614722	4614891	+	0	NA	Intergenic	Intergenic	11092	ID=HMEL018073g1.t1-E1;Parent=HMEL018073g1.t1								
1807	Hmel218011	278747	279149	+	0	NA	Intergenic	Intergenic	2137	ID=HMEL034334g1.t1-E1;Parent=HMEL034334g1.t1								
1699	Hmel217018	584628	585079	+	0	NA	Intergenic	Intergenic	4618	ID=HMEL033970g1.t1-E2;Parent=HMEL033970g1.t1								
42	Hmel201009	599611	599844	+	0	NA	Intergenic	Intergenic	23585	ID=HMEL030129g1.t1-E2;Parent=HMEL030129g1.t1								
759	Hmel210011	4918070	4918671	+	0	NA	Intergenic	Intergenic	-3305	ID=HMEL006982g1.t3-E1;Parent=HMEL006982g1.t3								
2508	Hmel203067	631610	631887	+	0	NA	Intergenic	Intergenic	10581	ID=HMEL036144g1.t1-E1;Parent=HMEL036144g1.t1								
1228	Hmel213050	16059	17170	+	0	NA	NA	NA	NA	NA								
235	Hmel207002	6334131	6335268	+	0	NA	Intergenic	Intergenic	-3684	ID=HMEL037497g1.t1-E1;Parent=HMEL037497g1.t1								
1073	Hmel212013	205021	205540	+	0	NA	Intergenic	Intergenic	11130	ID=HMEL017584g1.t1-E7;Parent=HMEL017584g1.t1								
2291	Hmel220005	3256363	3257200	+	0	NA	Intergenic	Intergenic	2569	ID=HMEL035178g1.t1-E1;Parent=HMEL035178g1.t1								
2591	Hmel204017	2569984	2570683	+	0	NA	Intergenic	Intergenic	-1167	ID=HMEL022215g1.t1-E1;Parent=HMEL022215g1.t1								
2187	Hmel220003	780117	780403	+	0	NA	Intergenic	Intergenic	14033	ID=HMEL034988g1.t1-E3;Parent=HMEL034988g1.t1								
1931	Hmel218018	7528620	7529498	+	0	NA	Intergenic	Intergenic	7898	ID=HMEL034482g1.t1-E2;Parent=HMEL034482g1.t1								
694	Hmel201011	777057	777361	+	0	NA	Intergenic	Intergenic	-15190	ID=HMEL033023g1.t1-E1;Parent=HMEL033023g1.t1								
816	Hmel201011	1939724	1940026	+	0	NA	Intergenic	Intergenic	22016	ID=HMEL033062g1.t1-E3;Parent=HMEL033062g1.t1								
1103	Hmel212013	2395305	2395511	+	0	NA	Intergenic	Intergenic	7581	ID=HMEL031692g1.t1-E2;Parent=HMEL031692g1.t1								
2244	Hmel220005	528659	529007	+	0	NA	Intergenic	Intergenic	1467	ID=HMEL006220g1.t1-E2;Parent=HMEL006220g1.t1								
296	Hmel207014	240829	241184	+	0	NA	Intergenic	Intergenic	-4382	ID=HMEL037615g1.t1-E1;Parent=HMEL037615g1.t1								
265	Hmel207008	153571	153961	+	0	NA	Intergenic	Intergenic	2974	ID=HMEL037517g1.t1-E3;Parent=HMEL037517g1.t1								
1062	Hmel212011	1295201	1296567	+	0	NA	Intergenic	Intergenic	-2035	ID=HMEL031615g1.t1-E3;Parent=HMEL031615g1.t1								
171	Hmel207002	2097294	2098747	+	0	NA	Intergenic	Intergenic	17142	ID=HMEL037395g1.t3-E3;Parent=HMEL037395g1.t3								
1700	Hmel217018	593283	593490	+	0	NA	Intergenic	Intergenic	-3420	ID=HMEL033970g1.t1-E1;Parent=HMEL033970g1.t1								
2609	Hmel205005	690004	690329	+	0	NA	Intergenic	Intergenic	-1375	ID=HMEL016273g1.t1-E1;Parent=HMEL016273g1.t1								
445	Hmel209001	32745	33309	+	0	NA	Intergenic	Intergenic	-1146	ID=HMEL006085g1.t1-E2;Parent=HMEL006085g1.t1								
2131	Hmel219014	285756	286264	+	0	NA	Intergenic	Intergenic	4313	ID=HMEL014058g1.t1-E9;Parent=HMEL014058g1.t1								
2687	Hmel205020	898669	898957	+	0	NA	Intergenic	Intergenic	25071	ID=HMEL036807g1.t1-E1;Parent=HMEL036807g1.t1								
1339	Hmel202004	465791	466328	+	0	NA	Intergenic	Intergenic	-28908	ID=HMEL033196g1.t1-E1;Parent=HMEL033196g1.t1								
2338	Hmel220005	5732020	5732473	+	0	NA	Intergenic	Intergenic	-10586	ID=HMEL012769g1.t1-E1;Parent=HMEL012769g1.t1								
2012	Hmel219003	3368551	3368798	+	0	NA	Intergenic	Intergenic	13278	ID=HMEL034631g1.t1-E1;Parent=HMEL034631g1.t1								
582	Hmel201009	5895797	5896372	+	0	NA	Intergenic	Intergenic	-6019	ID=HMEL030294g1.t1-E1;Parent=HMEL030294g1.t1								
1884	Hmel218018	4392728	4393969	+	0	NA	Intergenic	Intergenic	-17770	ID=HMEL034424g1.t1-E1;Parent=HMEL034424g1.t1								
2120	Hmel219012	323946	324488	+	0	NA	Intergenic	Intergenic	-30321	ID=HMEL034766g1.t1-E1;Parent=HMEL034766g1.t1								
1858	Hmel218018	2055236	2055476	+	0	NA	promoter-TSS (ID=HMEL016189g1.t1-E12;Parent=HMEL016189g1.t1)	-promoter-TSS (ID=HMEL016189g1.t1-E12;Parent=HMEL016189g1.t1)	-533	ID=HMEL016189g1.t1-E12;Parent=HMEL016189g1.t1								
557	Hmel210001	583537	584008	+	0	NA	Intergenic	Intergenic	1735	ID=HMEL003546g1.t1-E3;Parent=HMEL003546g1.t1								
718	Hmel210011	2779141	2780489	+	0	NA	Intergenic	Intergenic	-17742	ID=HMEL030881g1.t1-E1;Parent=HMEL030881g1.t1								
2147	Hmel219014	916661	916899	+	0	NA	Intergenic	Intergenic	3251	ID=HMEL034791g1.t1-E2;Parent=HMEL034791g1.t1								
1581	Hmel217001	2756259	2757423	+	0	NA	exon (ID=HMEL033759g1.t1-E1;Parent=HMEL033759g1.t1, exon 1 of 1)	-exon (ID=HMEL033759g1.t1-E1;Parent=HMEL033759g1.t1, exon 1 of 1)	188	ID=HMEL033759g1.t1-E1;Parent=HMEL033759g1.t1								
1507	Hmel216011	181978	182597	+	0	NA	Intergenic	Intergenic	-9087	ID=HMEL033535g1.t1-E1;Parent=HMEL033535g1.t1								
1604	Hmel217004	1159594	1160528	+	0	NA	Intergenic	Intergenic	32565	ID=HMEL006591g1.t1-E1;Parent=HMEL006591g1.t1								
441	Hmel208051	1654724	1655657	+	0	NA	promoter-TSS (ID=HMEL038182g1.t1-E2;Parent=HMEL038182g1.t1)	-promoter-TSS (ID=HMEL038182g1.t1-E2;Parent=HMEL038182g1.t1)	-41	ID=HMEL038182g1.t1-E2;Parent=HMEL038182g1.t1								
868	Hmel211012	5957	6469	+	0	NA	promoter-TSS (ID=HMEL010362g1.t1-E12;Parent=HMEL010362g1.t1)	-promoter-TSS (ID=HMEL010362g1.t1-E12;Parent=HMEL010362g1.t1)	-661	ID=HMEL010362g1.t1-E12;Parent=HMEL010362g1.t1								
672	Hmel210009	415361	416282	+	0	NA	promoter-TSS (ID=HMEL005949g1.t1-E1;Parent=HMEL005949g1.t1)	-promoter-TSS (ID=HMEL005949g1.t1-E1;Parent=HMEL005949g1.t1)	-479	ID=HMEL005949g1.t1-E1;Parent=HMEL005949g1.t1								
1140	Hmel213004	1513317	1513507	+	0	NA	Intergenic	Intergenic	-3916	ID=HMEL013360-RA-E1;Parent=HMEL013360-RA								
983	Hmel212001	4206963	4207370	+	0	NA	Intergenic	Intergenic	-11920	ID=HMEL016567g1.t1-E1;Parent=HMEL016567g1.t1								
275	Hmel207008	723013	723280	+	0	NA	Intergenic	Intergenic	5116	ID=HMEL008560g1.t1-E2;Parent=HMEL008560g1.t1								
2035	Hmel219003	4642444	4642600	+	0	NA	Intergenic	Intergenic	-10995	ID=HMEL034652g1.t1-E1;Parent=HMEL034652g1.t1								
197	Hmel207002	4004959	4005538	+	0	NA	Intergenic	Intergenic	-5485	ID=HMEL015883g1.t1-E1;Parent=HMEL015883g1.t1								
2208	Hmel220003	1566365	1566535	+	0	NA	Intergenic	Intergenic	-2669	ID=HMEL034999g1.t1-E1;Parent=HMEL034999g1.t1								
1731	Hmel218003	1884141	1884502	+	0	NA	Intergenic	Intergenic	-52287	ID=HMEL034231g1.t1-E1;Parent=HMEL034231g1.t1								
853	Hmel211009	752761	753203	+	0	NA	Intergenic	Intergenic	-2888	ID=HMEL031182g1.t1-E1;Parent=HMEL031182g1.t1								
751	Hmel210011	4335897	4336127	+	0	NA	Intergenic	Intergenic	3206	ID=HMEL009080g1.t1-E3;Parent=HMEL009080g1.t1								
1500	Hmel216009	574827	574982	+	0	NA	Intergenic	Intergenic	9414	ID=HMEL004778g2.t1-E3;Parent=HMEL004778g2.t1								
1746	Hmel201002	2307995	2308515	+	0	NA	promoter-TSS (ID=HMEL014985g1.t1-E5;Parent=HMEL014985g1.t1)	-promoter-TSS (ID=HMEL014985g1.t1-E5;Parent=HMEL014985g1.t1)	-370	ID=HMEL014985g1.t1-E5;Parent=HMEL014985g1.t1								
2167	Hmel202006	5085235	5086499	+	0	NA	Intergenic	Intergenic	-25842	ID=HMEL006133g1.t1-E1;Parent=HMEL006133g1.t1								
2136	Hmel219014	482088	482228	+	0	NA	Intergenic	Intergenic	1477	ID=HMEL012859g2.t1-E1;Parent=HMEL012859g2.t1								
1980	Hmel218018	9209536	9210011	+	0	NA	Intergenic	Intergenic	16876	ID=HMEL034512g1.t2-E5;Parent=HMEL034512g1.t2								
2275	Hmel220005	2129805	2130220	+	0	NA	Intergenic	Intergenic	-2851	ID=HMEL035126g1.t1-E1;Parent=HMEL035126g1.t1								
2685	Hmel205020	889279	889648	+	0	NA	Intergenic	Intergenic	34421	ID=HMEL036807g1.t1-E1;Parent=HMEL036807g1.t1								
1295	Hmel213067	704387	704926	+	0	NA	Intergenic	Intergenic	-41586	ID=HMEL032194g1.t1-E1;Parent=HMEL032194g1.t1								
677	Hmel210011	118759	119048	+	0	NA	TTS (ID=HMEL013310g1.t1-E4;Parent=HMEL013310g1.t1)	-TTS (ID=HMEL013310g1.t1-E4;Parent=HMEL013310g1.t1)	763	ID=HMEL013310g1.t1-E4;Parent=HMEL013310g1.t1								
1111	Hmel212013	2901398	2901846	+	0	NA	Intergenic	Intergenic	-2462	ID=HMEL031700g1.t1-E1;Parent=HMEL031700g1.t1								
907	Hmel201011	2537197	2537473	+	0	NA	Intergenic	Intergenic	2213	ID=HMEL033076g1.t1-E1;Parent=HMEL033076g1.t1								
2238	Hmel220003	2926586	2927194	+	0	NA	Intergenic	Intergenic	14381	ID=HMEL035034g1.t1-E1;Parent=HMEL035034g1.t1								
1868	Hmel218018	2666821	2667459	+	0	NA	promoter-TSS (ID=HMEL034394g1.t1-E1;Parent=HMEL034394g1.t1)	-promoter-TSS (ID=HMEL034394g1.t1-E1;Parent=HMEL034394g1.t1)	-963	ID=HMEL034394g1.t1-E1;Parent=HMEL034394g1.t1								
590	Hmel201009	5942388	5942838	+	0	NA	Intergenic	Intergenic	5137	ID=HMEL030298g1.t1-E2;Parent=HMEL030298g1.t1								
1210	Hmel213044	616283	616966	+	0	NA	Intergenic	Intergenic	-10503	ID=HMEL032040g1.t1-E1;Parent=HMEL032040g1.t1								
664	Hmel210009	166585	167564	+	0	NA	Intergenic	Intergenic	-1309	ID=HMEL030795g1.t1-E1;Parent=HMEL030795g1.t1								
1790	Hmel218007	1382729	1383386	+	0	NA	Intergenic	Intergenic	1408	ID=HMEL034316g1.t1-E1;Parent=HMEL034316g1.t1								
1878	Hmel218018	3568282	3568763	+	0	NA	Intergenic	Intergenic	-3797	ID=HMEL010109g1.t1-E1;Parent=HMEL010109g1.t1								
2388	Hmel203012	88412	88690	+	0	NA	Intergenic	Intergenic	7251	ID=HMEL035996g1.t1-E2;Parent=HMEL035996g1.t1								
2264	Hmel220005	1769800	1770190	+	0	NA	TTS (ID=HMEL035106g1.t1-E2;Parent=HMEL035106g1.t1)	-TTS (ID=HMEL035106g1.t1-E2;Parent=HMEL035106g1.t1)	975	ID=HMEL035106g1.t1-E2;Parent=HMEL035106g1.t1								
1690	Hmel217018	552472	553823	+	0	NA	TTS (ID=HMEL033966g1.t1-E2;Parent=HMEL033966g1.t1)	-TTS (ID=HMEL033966g1.t1-E2;Parent=HMEL033966g1.t1)	1188	ID=HMEL033966g1.t1-E2;Parent=HMEL033966g1.t1								
617	Hmel210004	5930970	5931710	+	0	NA	Intergenic	Intergenic	-10443	ID=HMEL009013g1.t1-E2;Parent=HMEL009013g1.t1								
79	Hmel206009	2665882	2666711	+	0	NA	promoter-TSS (ID=HMEL037043g1.t1-E1;Parent=HMEL037043g1.t1)	-promoter-TSS (ID=HMEL037043g1.t1-E1;Parent=HMEL037043g1.t1)	-146	ID=HMEL037043g1.t1-E1;Parent=HMEL037043g1.t1								
1420	Hmel215006	1197367	1198170	+	0	NA	Intergenic	Intergenic	7698	ID=HMEL000025-RI-E9;Parent=HMEL000025-RI								
352	Hmel208008	564369	564659	+	0	NA	Intergenic	Intergenic	9283	ID=HMEL037832g1.t1-E1;Parent=HMEL037832g1.t1								
2502	Hmel203067	471627	472687	+	0	NA	Intergenic	Intergenic	-5749	ID=HMEL036140g1.t1-E1;Parent=HMEL036140g1.t1								
126	Hmel206012	1991460	1992290	+	0	NA	Intergenic	Intergenic	-1880	ID=HMEL037156g1.t1-E1;Parent=HMEL037156g1.t1								
251	Hmel207002	6557350	6557489	+	0	NA	Intergenic	Intergenic	23275	ID=HMEL037500g1.t1-E9;Parent=HMEL037500g1.t1								
1034	Hmel212009	163144	163528	+	0	NA	Intergenic	Intergenic	-29768	ID=HMEL031553g1.t1-E1;Parent=HMEL031553g1.t1								
1594	Hmel217004	896179	896513	+	0	NA	TTS (ID=HMEL007097g1.t1-E5;Parent=HMEL007097g1.t1)	-TTS (ID=HMEL007097g1.t1-E5;Parent=HMEL007097g1.t1)	561	ID=HMEL007097g1.t1-E5;Parent=HMEL007097g1.t1								
369	Hmel208019	422041	422257	+	0	NA	Intergenic	Intergenic	1862	ID=HMEL037914g1.t1-E2;Parent=HMEL037914g1.t1								
1533	Hmel216011	2019438	2019988	+	0	NA	Intergenic	Intergenic	1292	ID=HMEL004406g4.t1-E2;Parent=HMEL004406g4.t1								
1548	Hmel216012	331587	331887	+	0	NA	promoter-TSS (ID=HMEL033601g1.t1-E1;Parent=HMEL033601g1.t1)	-promoter-TSS (ID=HMEL033601g1.t1-E1;Parent=HMEL033601g1.t1)	-37	ID=HMEL033601g1.t1-E1;Parent=HMEL033601g1.t1								
651	Hmel210005	785746	786762	+	0	NA	promoter-TSS (ID=HMEL008542g1.t1-E5;Parent=HMEL008542g1.t1)	-promoter-TSS (ID=HMEL008542g1.t1-E5;Parent=HMEL008542g1.t1)	-51	ID=HMEL008542g1.t1-E5;Parent=HMEL008542g1.t1								
176	Hmel207002	2422835	2423621	+	0	NA	Intergenic	Intergenic	-10986	ID=HMEL008484g1.t1-E1;Parent=HMEL008484g1.t1								
947	Hmel212001	2125921	2127797	+	0	NA	Intergenic	Intergenic	8439	ID=HMEL016810g1.t1-E2;Parent=HMEL016810g1.t1								
256	Hmel201009	2354508	2354981	+	0	NA	Intergenic	Intergenic	8704	ID=HMEL030175g1.t1-E2;Parent=HMEL030175g1.t1								
1823	Hmel218018	26401	26972	+	0	NA	Intergenic	Intergenic	-17956	ID=HMEL017500-RA-E1;Parent=HMEL017500-RA								
2537	Hmel203069	2335465	2336031	+	0	NA	Intergenic	Intergenic	10760	ID=HMEL036264g1.t1-E5;Parent=HMEL036264g1.t1								
2267	Hmel220005	1774588	1775422	+	0	NA	Intergenic	Intergenic	-3390	ID=HMEL035106g1.t1-E1;Parent=HMEL035106g1.t1								
920	Hmel212001	586627	586827	+	0	NA	Intergenic	Intergenic	-2009	ID=HMEL031332g1.t1-E2;Parent=HMEL031332g1.t1								
428	Hmel208051	699965	700321	+	0	NA	Intergenic	Intergenic	-6299	ID=HMEL038154g1.t1-E1;Parent=HMEL038154g1.t1								
2305	Hmel202006	6106338	6106524	+	0	NA	TTS (ID=HMEL011686g1.t1-E2;Parent=HMEL011686g1.t1)	-TTS (ID=HMEL011686g1.t1-E2;Parent=HMEL011686g1.t1)	963	ID=HMEL011686g1.t1-E2;Parent=HMEL011686g1.t1								
887	Hmel211012	974774	975682	+	0	NA	Intergenic	Intergenic	4023	ID=HMEL015096g1.t1-E1;Parent=HMEL015096g1.t1								
72	Hmel206009	2510687	2511074	+	0	NA	Intergenic	Intergenic	-21454	ID=HMEL005357g1.t1-E1;Parent=HMEL005357g1.t1								
500	Hmel201009	4919131	4919297	+	0	NA	Intergenic	Intergenic	-12062	ID=HMEL030258g1.t1-E1;Parent=HMEL030258g1.t1								
1221	Hmel213049	425117	425899	+	0	NA	Intergenic	Intergenic	-17782	ID=HMEL032071g1.t1-E1;Parent=HMEL032071g1.t1								
1496	Hmel216009	385330	385989	+	0	NA	promoter-TSS (ID=HMEL003575g1.t1-E1;Parent=HMEL003575g1.t1)	-promoter-TSS (ID=HMEL003575g1.t1-E1;Parent=HMEL003575g1.t1)	53	ID=HMEL003575g1.t2-E1;Parent=HMEL003575g1.t2								
1200	Hmel213035	230084	231008	+	0	NA	Intergenic	Intergenic	-6126	ID=HMEL018021g1.t1-E1;Parent=HMEL018021g1.t1								
1757	Hmel218005	605680	605992	+	0	NA	Intergenic	Intergenic	2682	ID=HMEL034261g1.t1-E1;Parent=HMEL034261g1.t1								
918	Hmel201011	2720238	2720480	+	0	NA	Intergenic	Intergenic	-8963	ID=HMEL006157g5.t1-E1;Parent=HMEL006157g5.t1								
1682	Hmel217018	379202	379813	+	0	NA	TTS (ID=HMEL033960g1.t1-E3;Parent=HMEL033960g1.t1)	-TTS (ID=HMEL033960g1.t1-E3;Parent=HMEL033960g1.t1)	742	ID=HMEL033960g1.t1-E3;Parent=HMEL033960g1.t1								
1413	Hmel215006	666651	667226	+	0	NA	Intergenic	Intergenic	-1023	ID=HMEL032669g1.t1-E1;Parent=HMEL032669g1.t1								
2107	Hmel219011	112793	114382	+	0	NA	promoter-TSS (ID=HMEL003361g1.t1-E5;Parent=HMEL003361g1.t1)	-promoter-TSS (ID=HMEL003361g1.t1-E5;Parent=HMEL003361g1.t1)	62	ID=HMEL003361g1.t1-E5;Parent=HMEL003361g1.t1								
1108	Hmel212013	2475790	2476632	+	0	NA	Intergenic	Intergenic	14041	ID=HMEL011469g1.t1-E4;Parent=HMEL011469g1.t1								
1275	Hmel213065	623365	623625	+	0	NA	Intergenic	Intergenic	-1445	ID=HMEL032151g1.t1-E1;Parent=HMEL032151g1.t1								
2211	Hmel220003	1590683	1591883	+	0	NA	TTS (ID=HMEL035000g1.t1-E2;Parent=HMEL035000g1.t1)	-TTS (ID=HMEL035000g1.t1-E2;Parent=HMEL035000g1.t1)	202	ID=HMEL035000g1.t1-E2;Parent=HMEL035000g1.t1								
1598	Hmel217004	1119048	1120368	+	0	NA	promoter-TSS (ID=HMEL006590g1.t1-E1;Parent=HMEL006590g1.t1)	-promoter-TSS (ID=HMEL006590g1.t1-E1;Parent=HMEL006590g1.t1)	-128	ID=HMEL006590g1.t1-E1;Parent=HMEL006590g1.t1								
2282	Hmel220005	2595902	2596249	+	0	NA	promoter-TSS (ID=HMEL035144g1.t1-E1;Parent=HMEL035144g1.t1)	-promoter-TSS (ID=HMEL035144g1.t1-E1;Parent=HMEL035144g1.t1)	-854	ID=HMEL035144g1.t1-E1;Parent=HMEL035144g1.t1								
1014	Hmel212004	1463084	1463673	+	0	NA	Intergenic	Intergenic	9869	ID=HMEL012600g1.t1-E2;Parent=HMEL012600g1.t1								
843	Hmel211009	362969	363773	+	0	NA	promoter-TSS (ID=HMEL006560g2.t1-E1;Parent=HMEL006560g2.t1)	-promoter-TSS (ID=HMEL006560g2.t1-E1;Parent=HMEL006560g2.t1)	-109	ID=HMEL006560g2.t1-E1;Parent=HMEL006560g2.t1								
1856	Hmel218018	1894454	1894779	+	0	NA	Intergenic	Intergenic	15100	ID=HMEL016195g1.t1-E7;Parent=HMEL016195g1.t1								
2529	Hmel203069	1997699	1998559	+	0	NA	Intergenic	Intergenic	2710	ID=HMEL017405g1.t1-E1;Parent=HMEL017405g1.t1								
1491	Hmel216009	290122	290397	+	0	NA	Intergenic	Intergenic	-14420	ID=HMEL033486g1.t1-E1;Parent=HMEL033486g1.t1								
1362	Hmel214010	454563	454940	+	0	NA	Intergenic	Intergenic	14716	ID=HMEL032400g1.t2-E4;Parent=HMEL032400g1.t2								
1804	Hmel218011	249831	250003	+	0	NA	Intergenic	Intergenic	-10128	ID=HMEL034333g1.t1-E1;Parent=HMEL034333g1.t1								
2315	Hmel220005	4370859	4371394	+	0	NA	Intergenic	Intergenic	-12293	ID=HMEL035208g1.t1-E1;Parent=HMEL035208g1.t1								
632	Hmel210004	7120501	7120997	+	0	NA	Intergenic	Intergenic	2008	ID=HMEL004079g2.t1-E2;Parent=HMEL004079g2.t1								
2357	Hmel220011	118157	118471	+	0	NA	Intergenic	Intergenic	1762	ID=HMEL035267g1.t1-E3;Parent=HMEL035267g1.t1								
394	Hmel208026	82592	82953	+	0	NA	promoter-TSS (ID=HMEL002366g1.t1-E2;Parent=HMEL002366g1.t1)	-promoter-TSS (ID=HMEL002366g1.t1-E2;Parent=HMEL002366g1.t1)	-710	ID=HMEL002366g1.t1-E2;Parent=HMEL002366g1.t1								
1371	Hmel214019	824502	824957	+	0	NA	Intergenic	Intergenic	11266	ID=HMEL032465g1.t1-E2;Parent=HMEL032465g1.t1								
2484	Hmel203048	125753	126102	+	0	NA	promoter-TSS (ID=HMEL036085g1.t1-E4;Parent=HMEL036085g1.t1)	-promoter-TSS (ID=HMEL036085g1.t1-E4;Parent=HMEL036085g1.t1)	32	ID=HMEL036085g1.t2-E4;Parent=HMEL036085g1.t2								
2257	Hmel220005	1329782	1330213	+	0	NA	Intergenic	Intergenic	3050	ID=HMEL035082g1.t1-E1;Parent=HMEL035082g1.t1								
610	Hmel210004	4656104	4656528	+	0	NA	Intergenic	Intergenic	-10809	ID=HMEL030679g1.t1-E1;Parent=HMEL030679g1.t1								
514	Hmel209007	2163118	2164321	+	0	NA	Intergenic	Intergenic	-1071	ID=HMEL008474g1.t2-E24;Parent=HMEL008474g1.t2								
2659	Hmel205017	133802	134154	+	0	NA	TTS (ID=HMEL036720g1.t1-E3;Parent=HMEL036720g1.t1)	-TTS (ID=HMEL036720g1.t1-E3;Parent=HMEL036720g1.t1)	208	ID=HMEL036720g1.t1-E3;Parent=HMEL036720g1.t1								
2444	Hmel221044	517390	518517	+	0	NA	Intergenic	Intergenic	2708	ID=HMEL011561g1.t1-E2;Parent=HMEL011561g1.t1								
725	Hmel210011	3202962	3203188	+	0	NA	Intergenic	Intergenic	-1230	ID=HMEL015978g1.t1-E1;Parent=HMEL015978g1.t1								
513	Hmel209007	2162261	2162794	+	0	NA	TTS (ID=HMEL008474g1.t1-E24;Parent=HMEL008474g1.t1)	-TTS (ID=HMEL008474g1.t1-E24;Parent=HMEL008474g1.t1)	265	ID=HMEL008474g1.t1-E24;Parent=HMEL008474g1.t1								
50	Hmel206009	799309	799681	+	0	NA	Intergenic	Intergenic	16769	ID=HMEL017103g1.t1-E1;Parent=HMEL017103g1.t1								
2645	Hmel205012	1164834	1165421	+	0	NA	Intergenic	Intergenic	32665	ID=HMEL017899g1.t1-E1;Parent=HMEL017899g1.t1								
1519	Hmel216011	797322	797563	+	0	NA	Intergenic	Intergenic	-2825	ID=HMEL011147g1.t1-E1;Parent=HMEL011147g1.t1								
1994	Hmel219003	1787714	1788145	+	0	NA	promoter-TSS (ID=HMEL010658g1.t1-E1;Parent=HMEL010658g1.t1)	-promoter-TSS (ID=HMEL010658g1.t1-E1;Parent=HMEL010658g1.t1)	-8	ID=HMEL010658g1.t1-E1;Parent=HMEL010658g1.t1								
2633	Hmel205012	790676	791543	+	0	NA	Intergenic	Intergenic	-1317	ID=HMEL036668g1.t1-E1;Parent=HMEL036668g1.t1								
