PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_eratoUnique_5thdown.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_eratoUnique_5thdown_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3758	Herato1411	6597624	6597980	+	0	NA	Intergenic	Intergenic	-3122	ID=evm.model.Herato1411.244-E3;Parent=evm.model.Herato1411.244								
7576	Herato2101	3774235	3774434	+	0	NA	Intergenic	Intergenic	-13727	ID=evm.model.Herato2101.126-E1;Parent=evm.model.Herato2101.126								
500	Herato1005	2365501	2365951	+	0	NA	Intergenic	Intergenic	4426	ID=evm.model.Herato1005.116-E2;Parent=evm.model.Herato1005.116								
8562	Herato1805	9427549	9427696	+	0	NA	Intergenic	Intergenic	-10072	ID=evm.model.Herato1805.286-E1;Parent=evm.model.Herato1805.286								
5336	Herato1301	3266644	3267464	+	0	NA	Intergenic	Intergenic	-10942	ID=evm.model.Herato1301.90-E1;Parent=evm.model.Herato1301.90								
4386	Herato1910	835265	835447	+	0	NA	TTS (ID=evm.model.Herato1910.61.5-E2;Parent=evm.model.Herato1910.61.5)	-TTS (ID=evm.model.Herato1910.61.5-E2;Parent=evm.model.Herato1910.61.5)	393	ID=evm.model.Herato1910.61.5-E2;Parent=evm.model.Herato1910.61.5								
1275	Herato0701	9162555	9162822	+	0	NA	Intergenic	Intergenic	15206	ID=evm.model.Herato0701.388-E13;Parent=evm.model.Herato0701.388								
2211	Herato0901	2628347	2628696	+	0	NA	Intergenic	Intergenic	-5682	ID=evm.model.Herato0901.78-E2;Parent=evm.model.Herato0901.78								
6326	Herato1603	1938149	1938629	+	0	NA	Intergenic	Intergenic	-26665	ID=evm.model.Herato1603.58-E1;Parent=evm.model.Herato1603.58								
4941	Herato1202	15263081	15263361	+	0	NA	Intergenic	Intergenic	8792	ID=evm.model.Herato1202.579-E14;Parent=evm.model.Herato1202.579								
1362	Herato1507	3406458	3406851	+	0	NA	Intergenic	Intergenic	-3691	ID=evm.model.Herato1507.128-E2;Parent=evm.model.Herato1507.128								
4155	Herato1507	7035213	7035540	+	0	NA	Intergenic	Intergenic	20217	ID=evm.model.Herato1507.248-E2;Parent=evm.model.Herato1507.248								
2484	Herato1701	10405425	10405898	+	0	NA	Intergenic	Intergenic	3874	ID=evm.model.Herato1701.357.1-E3;Parent=evm.model.Herato1701.357.1								
8159	Herato0301	95689	96733	+	0	NA	Intergenic	Intergenic	-20217	ID=evm.model.Herato0301.2-E1;Parent=evm.model.Herato0301.2								
2659	Herato1001	532239	534110	+	0	NA	Intergenic	Intergenic	18817	ID=evm.model.Herato1001.27-E12;Parent=evm.model.Herato1001.27								
8044	Herato0310	425316	425762	+	0	NA	Intergenic	Intergenic	7510	ID=evm.model.Herato0310.10-E7;Parent=evm.model.Herato0310.10								
7017	Herato1701	1252623	1253060	+	0	NA	Intergenic	Intergenic	-67526	ID=evm.model.Herato1701.36.1-E1;Parent=evm.model.Herato1701.36.1								
513	Herato0606	5676259	5676682	+	0	NA	Intergenic	Intergenic	-3162	ID=evm.model.Herato0606.193-E14;Parent=evm.model.Herato0606.193								
50	Herato2101	7764991	7766193	+	0	NA	Intergenic	Intergenic	1572	ID=evm.model.Herato2101.274_evm.model.Herato2101.275-E13;Parent=evm.model.Herato2101.274_evm.model.Herato2101.275								
3938	Herato1505	3472805	3473487	+	0	NA	Intergenic	Intergenic	4311	ID=evm.model.Herato1505.153.1-E4;Parent=evm.model.Herato1505.153.1								
5903	Herato1805	3927360	3927939	+	0	NA	Intergenic	Intergenic	-60123	ID=evm.model.Herato1805.105-E1;Parent=evm.model.Herato1805.105								
8629	Herato2101	6111372	6111525	+	0	NA	Intergenic	Intergenic	-17672	ID=evm.model.Herato2101.212-E1;Parent=evm.model.Herato2101.212								
2633	Herato0904	472097	472739	+	0	NA	Intergenic	Intergenic	-1923	ID=evm.model.Herato0904.25-E2;Parent=evm.model.Herato0904.25								
797	Herato0609	684151	684466	+	0	NA	Intergenic	Intergenic	1600	ID=evm.model.Herato0609.51-E2;Parent=evm.model.Herato0609.51								
7246	Herato1807	3399513	3399912	+	0	NA	Intergenic	Intergenic	10285	ID=evm.model.Herato1807.65-E6;Parent=evm.model.Herato1807.65								
2459	Herato1202	20697707	20698578	+	0	NA	Intergenic	Intergenic	1943	ID=evm.model.Herato1202.830-E3;Parent=evm.model.Herato1202.830								
3543	Herato1807	2255556	2255787	+	0	NA	promoter-TSS (ID=evm.model.Herato1807.42-E1;Parent=evm.model.Herato1807.42)	-promoter-TSS (ID=evm.model.Herato1807.42-E1;Parent=evm.model.Herato1807.42)	-919	ID=evm.model.Herato1807.42.2-E1;Parent=evm.model.Herato1807.42.2								
5570	Herato2101	8226392	8226855	+	0	NA	Intergenic	Intergenic	1811	ID=evm.model.Herato2101.288.2-E8;Parent=evm.model.Herato2101.288.2								
6972	Herato1805	652353	652691	+	0	NA	Intergenic	Intergenic	-4827	ID=evm.model.Herato1805.43-E3;Parent=evm.model.Herato1805.43								
4318	Herato1601	501223	501462	+	0	NA	Intergenic	Intergenic	37983	ID=evm.model.Herato1601.23-E2;Parent=evm.model.Herato1601.23								
5207	Herato1701	9425326	9426021	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.307-E1;Parent=evm.model.Herato1701.307)	-promoter-TSS (ID=evm.model.Herato1701.307-E1;Parent=evm.model.Herato1701.307)	-81	ID=evm.model.Herato1701.307-E1;Parent=evm.model.Herato1701.307								
7645	Herato0301	3697902	3698127	+	0	NA	Intergenic	Intergenic	-5903	ID=evm.model.Herato0301.97.1-E1;Parent=evm.model.Herato0301.97.1								
5323	Herato1301	2970404	2971192	+	0	NA	Intergenic	Intergenic	-9291	ID=evm.model.Herato1301.75-E2;Parent=evm.model.Herato1301.75								
645	Herato0606	8685398	8685615	+	0	NA	Intergenic	Intergenic	-6179	ID=evm.model.Herato0606.270-E8;Parent=evm.model.Herato0606.270								
2566	Herato1703	1114887	1115037	+	0	NA	Intergenic	Intergenic	-3401	ID=evm.model.Herato1703.49-E1;Parent=evm.model.Herato1703.49								
6406	Herato0405	728731	728897	+	0	NA	Intergenic	Intergenic	18428	ID=evm.model.Herato0405.30-E11;Parent=evm.model.Herato0405.30								
1176	Herato0701	8248314	8248997	+	0	NA	Intergenic	Intergenic	8049	ID=evm.model.Herato0701.366-E6;Parent=evm.model.Herato0701.366								
1039	Herato0701	5291263	5291677	+	0	NA	Intergenic	Intergenic	-2262	ID=evm.model.Herato0701.242-E2;Parent=evm.model.Herato0701.242								
2881	Herato1801	4317472	4317733	+	0	NA	Intergenic	Intergenic	2293	ID=evm.model.Herato1801.151-E2;Parent=evm.model.Herato1801.151								
28	Herato0508	1159800	1160408	+	0	NA	Intergenic	Intergenic	-19806	ID=evm.model.Herato0508.58-E1;Parent=evm.model.Herato0508.58								
4723	Herato1202	9880508	9880752	+	0	NA	Intergenic	Intergenic	-35668	ID=evm.model.Herato1202.407-E1;Parent=evm.model.Herato1202.407								
2087	Herato1202	13400478	13400981	+	0	NA	Intergenic	Intergenic	11362	ID=evm.model.Herato1202.511-E6;Parent=evm.model.Herato1202.511								
3474	Herato1807	1062640	1062910	+	0	NA	Intergenic	Intergenic	8989	ID=evm.model.Herato1807.18-E14;Parent=evm.model.Herato1807.18								
3320	Herato1805	7259771	7260025	+	0	NA	TTS (ID=evm.model.Herato1805.212-E12;Parent=evm.model.Herato1805.212)	-TTS (ID=evm.model.Herato1805.212-E12;Parent=evm.model.Herato1805.212)	1200	ID=evm.model.Herato1805.212-E12;Parent=evm.model.Herato1805.212								
8332	Herato0503	8681828	8682283	+	0	NA	Intergenic	Intergenic	-114907	ID=evm.model.Herato0503.333-E1;Parent=evm.model.Herato0503.333								
5106	Herato0101	21053438	21053645	+	0	NA	Intergenic	Intergenic	6650	ID=evm.model.Herato0101.812.4-E3;Parent=evm.model.Herato0101.812.4								
8432	Herato0411	5178438	5178749	+	0	NA	Intergenic	Intergenic	5155	ID=evm.model.Herato0411.118-E1;Parent=evm.model.Herato0411.118								
2184	Herato1003	5669027	5669406	+	0	NA	Intergenic	Intergenic	-7062	ID=evm.model.Herato1003.186.1-E1;Parent=evm.model.Herato1003.186.1								
2298	Herato0901	4845146	4845408	+	0	NA	Intergenic	Intergenic	-1411	ID=evm.model.Herato0901.124-E7;Parent=evm.model.Herato0901.124								
3161	Herato0310	382623	382807	+	0	NA	Intergenic	Intergenic	-9597	ID=evm.model.Herato0310.9-E1;Parent=evm.model.Herato0310.9								
8341	Herato1904	7388304	7388649	+	0	NA	Intergenic	Intergenic	-114182	ID=evm.model.Herato1904.264-E1;Parent=evm.model.Herato1904.264								
6643	Herato0411	6229295	6229976	+	0	NA	Intergenic	Intergenic	-5259	ID=evm.model.Herato0411.146-E2;Parent=evm.model.Herato0411.146								
7936	Herato2001	14333459	14333747	+	0	NA	Intergenic	Intergenic	-2100	ID=evm.model.Herato2001.564-E3;Parent=evm.model.Herato2001.564								
8113	Herato2001	13835358	13835598	+	0	NA	Intergenic	Intergenic	3881	ID=evm.model.Herato2001.550-E6;Parent=evm.model.Herato2001.550								
5465	Herato1301	7333724	7334094	+	0	NA	Intergenic	Intergenic	9027	ID=evm.model.Herato1301.279-E2;Parent=evm.model.Herato1301.279								
1344	Herato0701	10315930	10316625	+	0	NA	Intergenic	Intergenic	-5933	ID=evm.model.Herato0701.426-E2;Parent=evm.model.Herato0701.426								
2494	Herato0901	9862414	9862762	+	0	NA	TTS (ID=evm.model.Herato0901.307-E1;Parent=evm.model.Herato0901.307)	-TTS (ID=evm.model.Herato0901.307-E1;Parent=evm.model.Herato0901.307)	604	ID=evm.model.Herato0901.307-E1;Parent=evm.model.Herato0901.307								
3840	Herato1108	3999022	3999610	+	0	NA	Intergenic	Intergenic	26559	ID=evm.model.Herato1108.153.1-E12;Parent=evm.model.Herato1108.153.1								
7849	Herato2001	12445127	12445416	+	0	NA	Intergenic	Intergenic	-47278	ID=evm.model.Herato2001.468-E1;Parent=evm.model.Herato2001.468								
2329	Herato1202	18386969	18387431	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.746-E7;Parent=evm.model.Herato1202.746)	-promoter-TSS (ID=evm.model.Herato1202.746-E7;Parent=evm.model.Herato1202.746)	-555	ID=evm.model.Herato1202.746-E7;Parent=evm.model.Herato1202.746								
3338	Herato0310	5648300	5648989	+	0	NA	Intergenic	Intergenic	12271	ID=evm.model.Herato0310.131-E3;Parent=evm.model.Herato0310.131								
4437	Herato1202	3258761	3259386	+	0	NA	Intergenic	Intergenic	-13299	ID=evm.model.Herato1202.113.1-E3;Parent=evm.model.Herato1202.113.1								
6150	Herato0310	8798345	8798578	+	0	NA	TTS (ID=evm.model.Herato0310.241-E10;Parent=evm.model.Herato0310.241)	-TTS (ID=evm.model.Herato0310.241-E10;Parent=evm.model.Herato0310.241)	127	ID=evm.model.Herato0310.241.3-E9;Parent=evm.model.Herato0310.241.3								
8483	Herato0101	5958315	5959089	+	0	NA	Intergenic	Intergenic	-1304	ID=evm.model.Herato0101.171.1-E2;Parent=evm.model.Herato0101.171.1								
620	Herato0606	8320212	8320493	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.267-E2;Parent=evm.model.Herato0606.267)	-promoter-TSS (ID=evm.model.Herato0606.267-E2;Parent=evm.model.Herato0606.267)	-454	ID=evm.model.Herato0606.267-E2;Parent=evm.model.Herato0606.267								
5477	Herato1708	2469066	2469552	+	0	NA	Intergenic	Intergenic	2856	ID=evm.model.Herato1708.150-E4;Parent=evm.model.Herato1708.150								
5565	Herato1301	11223329	11223671	+	0	NA	Intergenic	Intergenic	-25297	ID=evm.model.Herato1301.446-E1;Parent=evm.model.Herato1301.446								
8389	Herato2101	1109645	1109861	+	0	NA	Intergenic	Intergenic	5461	ID=evm.model.Herato2101.42-E2;Parent=evm.model.Herato2101.42								
4194	Herato1507	7768032	7768631	+	0	NA	Intergenic	Intergenic	3951	ID=evm.model.Herato1507.273-E5;Parent=evm.model.Herato1507.273								
7240	Herato2101	14041669	14042113	+	0	NA	Intergenic	Intergenic	-1258	ID=evm.model.Herato2101.447-E1;Parent=evm.model.Herato2101.447								
937	Herato0701	3175370	3175834	+	0	NA	Intergenic	Intergenic	-26397	ID=evm.model.Herato0701.167-E4;Parent=evm.model.Herato0701.167								
3266	Herato1805	5877850	5878371	+	0	NA	Intergenic	Intergenic	-14580	ID=evm.model.Herato1805.158-E1;Parent=evm.model.Herato1805.158								
3833	Herato1904	909971	910581	+	0	NA	Intergenic	Intergenic	-4662	ID=evm.model.Herato1904.28_evm.model.Herato1904.29-E2;Parent=evm.model.Herato1904.28_evm.model.Herato1904.29								
2311	Herato0101	14093856	14094122	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.507-E3;Parent=evm.model.Herato0101.507)	-promoter-TSS (ID=evm.model.Herato0101.507-E3;Parent=evm.model.Herato0101.507)	2	ID=evm.model.Herato0101.507-E3;Parent=evm.model.Herato0101.507								
3631	Herato1807	4078491	4078893	+	0	NA	Intergenic	Intergenic	-9038	ID=evm.model.Herato1807.86-E1;Parent=evm.model.Herato1807.86								
5002	Herato1202	16472787	16472941	+	0	NA	Intergenic	Intergenic	-10973	ID=evm.model.Herato1202.656-E2;Parent=evm.model.Herato1202.656								
2556	Herato0901	11561036	11561430	+	0	NA	Intergenic	Intergenic	10882	ID=evm.model.Herato0901.347-E1;Parent=evm.model.Herato0901.347								
6399	Herato0214	979193	979589	+	0	NA	promoter-TSS (ID=evm.model.Herato0214.54-E1;Parent=evm.model.Herato0214.54)	-promoter-TSS (ID=evm.model.Herato0214.54-E1;Parent=evm.model.Herato0214.54)	14	ID=evm.model.Herato0214.54-E1;Parent=evm.model.Herato0214.54								
1786	Herato0101	12333820	12333941	+	0	NA	Intergenic	Intergenic	3535	ID=evm.model.Herato0101.408.2-E1;Parent=evm.model.Herato0101.408.2								
6057	Herato1701	7844902	7845436	+	0	NA	Intergenic	Intergenic	6816	ID=evm.model.Herato1701.233.1.1-E6;Parent=evm.model.Herato1701.233.1.1								
8110	Herato0310	9340963	9342576	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.285.1-E1;Parent=evm.model.Herato0310.285.1)	-promoter-TSS (ID=evm.model.Herato0310.285.1-E1;Parent=evm.model.Herato0310.285.1)	-367	ID=evm.model.Herato0310.285.5-E1;Parent=evm.model.Herato0310.285.5								
2320	Herato0901	5290707	5291206	+	0	NA	Intergenic	Intergenic	32583	ID=evm.model.Herato0901.145-E5;Parent=evm.model.Herato0901.145								
2440	Herato1202	20364153	20364531	+	0	NA	Intergenic	Intergenic	-8491	ID=evm.model.Herato1202.823.2-E1;Parent=evm.model.Herato1202.823.2								
5257	Herato1703	567084	567523	+	0	NA	Intergenic	Intergenic	12511	ID=evm.model.Herato1703.3.1-E1;Parent=evm.model.Herato1703.3.1								
6924	Herato1910	3157487	3157907	+	0	NA	promoter-TSS (ID=evm.model.Herato1910.157-E1;Parent=evm.model.Herato1910.157)	-promoter-TSS (ID=evm.model.Herato1910.157-E1;Parent=evm.model.Herato1910.157)	-775	ID=evm.model.Herato1910.157-E1;Parent=evm.model.Herato1910.157								
7789	Herato0310	5988035	5988184	+	0	NA	Intergenic	Intergenic	1259	ID=evm.model.Herato0310.148-E1;Parent=evm.model.Herato0310.148								
93	Herato0601	1037950	1038628	+	0	NA	Intergenic	Intergenic	-80802	ID=evm.model.Herato0601.11-E1;Parent=evm.model.Herato0601.11								
5735	Herato2101	14787977	14788165	+	0	NA	Intergenic	Intergenic	10959	ID=evm.model.Herato2101.477-E4;Parent=evm.model.Herato2101.477								
3055	Herato1003	4930760	4930968	+	0	NA	promoter-TSS (ID=evm.model.Herato1003.153-E1;Parent=evm.model.Herato1003.153)	-promoter-TSS (ID=evm.model.Herato1003.153-E1;Parent=evm.model.Herato1003.153)	-961	ID=evm.model.Herato1003.153-E1;Parent=evm.model.Herato1003.153								
6807	Herato2001	9785655	9786314	+	0	NA	Intergenic	Intergenic	-49901	ID=evm.model.Herato2001.394-E1;Parent=evm.model.Herato2001.394								
7839	Herato0503	3468730	3469174	+	0	NA	Intergenic	Intergenic	-3130	ID=evm.model.Herato0503.117-E1;Parent=evm.model.Herato0503.117								
2429	Herato0101	21206118	21206848	+	0	NA	Intergenic	Intergenic	2229	ID=evm.model.Herato0101.818-E3;Parent=evm.model.Herato0101.818								
2790	Herato1801	1845506	1846754	+	0	NA	TTS (ID=evm.model.Herato1801.79-E2;Parent=evm.model.Herato1801.79)	-TTS (ID=evm.model.Herato1801.79-E2;Parent=evm.model.Herato1801.79)	401	ID=evm.model.Herato1801.79-E2;Parent=evm.model.Herato1801.79								
3876	Herato1108	4623475	4623981	+	0	NA	Intergenic	Intergenic	-13737	ID=evm.model.Herato1108.179-E2;Parent=evm.model.Herato1108.179								
3688	Herato1411	3394702	3394920	+	0	NA	Intergenic	Intergenic	7486	ID=evm.model.Herato1411.136-E1;Parent=evm.model.Herato1411.136								
4576	Herato1202	6471598	6471838	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.268-E3;Parent=evm.model.Herato1202.268)	-promoter-TSS (ID=evm.model.Herato1202.268-E3;Parent=evm.model.Herato1202.268)	-125	ID=evm.model.Herato1202.268-E3;Parent=evm.model.Herato1202.268								
8426	Herato0503	5297322	5297794	+	0	NA	Intergenic	Intergenic	-5237	ID=evm.model.Herato0503.170.1-E1;Parent=evm.model.Herato0503.170.1								
7388	Herato1703	576311	576742	+	0	NA	Intergenic	Intergenic	3288	ID=evm.model.Herato1703.3.1-E1;Parent=evm.model.Herato1703.3.1								
1328	Herato0701	10113695	10114095	+	0	NA	Intergenic	Intergenic	-5265	ID=evm.model.Herato0701.410-E2;Parent=evm.model.Herato0701.410								
3097	Herato1003	5451296	5451540	+	0	NA	Intergenic	Intergenic	20844	ID=evm.model.Herato1003.176.1-E6;Parent=evm.model.Herato1003.176.1								
3767	Herato1108	2557518	2557784	+	0	NA	Intergenic	Intergenic	-2810	ID=evm.model.Herato1108.77-E10;Parent=evm.model.Herato1108.77								
409	Herato0606	3977753	3978345	+	0	NA	Intergenic	Intergenic	-38874	ID=evm.model.Herato0606.122-E1;Parent=evm.model.Herato0606.122								
4049	Herato1507	4452328	4452736	+	0	NA	Intergenic	Intergenic	22653	ID=evm.model.Herato1507.156-E15;Parent=evm.model.Herato1507.156								
5353	Herato1301	3497173	3497587	+	0	NA	Intergenic	Intergenic	5727	ID=evm.model.Herato1301.97-E2;Parent=evm.model.Herato1301.97								
7858	Herato0419	1988112	1988309	+	0	NA	Intergenic	Intergenic	157419	ID=evm.model.Herato0419.68-E3;Parent=evm.model.Herato0419.68								
7137	Herato1807	1295093	1295448	+	0	NA	Intergenic	Intergenic	-9066	ID=evm.model.Herato1807.24-E1;Parent=evm.model.Herato1807.24								
1958	Herato0807	105045	105799	+	0	NA	Intergenic	Intergenic	12289	ID=evm.model.Herato0807.1-E9;Parent=evm.model.Herato0807.1								
812	Herato0101	10194848	10195020	+	0	NA	Intergenic	Intergenic	3828	ID=evm.model.Herato0101.296-E2;Parent=evm.model.Herato0101.296								
8275	Herato1904	6703767	6704395	+	0	NA	Intergenic	Intergenic	5264	ID=evm.model.Herato1904.242-E1;Parent=evm.model.Herato1904.242								
585	Herato0606	7374866	7375317	+	0	NA	Intergenic	Intergenic	-1199	ID=evm.model.Herato0606.253.1-E1;Parent=evm.model.Herato0606.253.1								
3711	Herato1102	1087507	1087867	+	0	NA	promoter-TSS (ID=evm.model.Herato1102.17-E1;Parent=evm.model.Herato1102.17)	-promoter-TSS (ID=evm.model.Herato1102.17-E1;Parent=evm.model.Herato1102.17)	-45	ID=evm.model.Herato1102.17.2-E1;Parent=evm.model.Herato1102.17.2								
4633	Herato1605	729321	729728	+	0	NA	Intergenic	Intergenic	-58341	ID=evm.model.Herato1605.31.1-E1;Parent=evm.model.Herato1605.31.1								
732	Herato1007	2361194	2361546	+	0	NA	Intergenic	Intergenic	9531	ID=novel_model_133-E1;Parent=novel_model_133								
5480	Herato1301	7611143	7612279	+	0	NA	Intergenic	Intergenic	6030	ID=evm.model.Herato1301.307-E3;Parent=evm.model.Herato1301.307								
6906	Herato1904	7672970	7674298	+	0	NA	Intergenic	Intergenic	16796	ID=evm.model.Herato1904.267-E7;Parent=evm.model.Herato1904.267								
8023	Herato1703	540386	540715	+	0	NA	TTS (ID=evm.model.Herato1703.3-E2;Parent=evm.model.Herato1703.3)	-TTS (ID=evm.model.Herato1703.3-E2;Parent=evm.model.Herato1703.3)	1095	ID=evm.model.Herato1703.3.1-E2;Parent=evm.model.Herato1703.3.1								
4653	Herato1605	1066552	1067074	+	0	NA	Intergenic	Intergenic	3490	ID=evm.model.Herato1605.35-E1;Parent=evm.model.Herato1605.35								
6831	Herato0503	925213	925554	+	0	NA	Intergenic	Intergenic	3091	ID=evm.model.Herato0503.28.1-E11;Parent=evm.model.Herato0503.28.1								
6961	Herato1701	7551590	7552151	+	0	NA	Intergenic	Intergenic	9507	ID=evm.model.Herato1701.220-E5;Parent=evm.model.Herato1701.220								
2381	Herato0901	6970308	6970563	+	0	NA	Intergenic	Intergenic	5324	ID=evm.model.Herato0901.237-E1;Parent=evm.model.Herato0901.237								
1416	Herato1108	9209402	9209625	+	0	NA	Intergenic	Intergenic	7600	ID=evm.model.Herato1108.395-E1;Parent=evm.model.Herato1108.395								
2771	Herato2101	6910347	6910538	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.244-E3;Parent=evm.model.Herato2101.244)	-promoter-TSS (ID=evm.model.Herato2101.244-E3;Parent=evm.model.Herato2101.244)	-482	ID=evm.model.Herato2101.244.1-E3;Parent=evm.model.Herato2101.244.1								
1658	Herato0701	17625236	17625405	+	0	NA	Intergenic	Intergenic	-25885	ID=evm.model.Herato0701.739.1-E1;Parent=evm.model.Herato0701.739.1								
1635	Herato0701	16763077	16763295	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.715-E4;Parent=evm.model.Herato0701.715)	-promoter-TSS (ID=evm.model.Herato0701.715-E4;Parent=evm.model.Herato0701.715)	30	ID=evm.model.Herato0701.715-E4;Parent=evm.model.Herato0701.715								
1237	Herato0701	8833168	8833545	+	0	NA	Intergenic	Intergenic	-81053	ID=evm.model.Herato0701.374.1-E1;Parent=evm.model.Herato0701.374.1								
6937	Herato2001	12426699	12427013	+	0	NA	Intergenic	Intergenic	-28863	ID=evm.model.Herato2001.468-E1;Parent=evm.model.Herato2001.468								
5315	Herato1301	2885630	2885827	+	0	NA	Intergenic	Intergenic	-7048	ID=evm.model.Herato1301.71-E2;Parent=evm.model.Herato1301.71								
5691	Herato1301	14178536	14178728	+	0	NA	Intergenic	Intergenic	-102423	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
2490	Herato1701	10572714	10573144	+	0	NA	Intergenic	Intergenic	3970	ID=evm.model.Herato1701.363-E18;Parent=evm.model.Herato1701.363								
7823	Herato1701	6505486	6505980	+	0	NA	Intergenic	Intergenic	-16708	ID=evm.model.Herato1701.185-E1;Parent=evm.model.Herato1701.185								
5000	Herato2001	9939379	9939727	+	0	NA	Intergenic	Intergenic	2818	ID=evm.model.Herato2001.396-E1;Parent=evm.model.Herato2001.396								
8780	Herato1901	514537	515408	+	0	NA	Intergenic	Intergenic	-2297	ID=evm.model.Herato1901.19-E11;Parent=evm.model.Herato1901.19								
