PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_melpUnique_5thup.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_melpUnique_5thup_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2017	Hmel208028	7714	9177	+	0	NA	promoter-TSS (ID=HMEL007649g1.t1-E2;Parent=HMEL007649g1.t1)	-promoter-TSS (ID=HMEL007649g1.t1-E2;Parent=HMEL007649g1.t1)	-63	ID=HMEL007649g1.t1-E2;Parent=HMEL007649g1.t1								
4322	Hmel216009	670371	670685	+	0	NA	Intergenic	Intergenic	-4544	ID=HMEL033496g1.t1-E1;Parent=HMEL033496g1.t1								
4031	Hmel215006	1131515	1132338	+	0	NA	Intergenic	Intergenic	-1253	ID=HMEL000020g1.t1-E4;Parent=HMEL000020g1.t1								
3023	Hmel212001	1459793	1460044	+	0	NA	Intergenic	Intergenic	10845	ID=HMEL007958g1.t1-E5;Parent=HMEL007958g1.t1								
2661	Hmel210011	4686831	4688008	+	0	NA	Intergenic	Intergenic	1821	ID=HMEL009058g1.t1-E1;Parent=HMEL009058g1.t1								
2884	Hmel211004	4105222	4106103	+	0	NA	Intergenic	Intergenic	2799	ID=HMEL015696g2.t1-E3;Parent=HMEL015696g2.t1								
5712	Hmel220005	4924824	4925400	+	0	NA	Intergenic	Intergenic	15659	ID=HMEL035220g1.t1-E6;Parent=HMEL035220g1.t1								
3841	Hmel214008	1925826	1926006	+	0	NA	promoter-TSS (ID=HMEL032362g1.t1-E1;Parent=HMEL032362g1.t1)	-promoter-TSS (ID=HMEL032362g1.t1-E1;Parent=HMEL032362g1.t1)	-904	ID=HMEL032362g1.t1-E1;Parent=HMEL032362g1.t1								
1324	Hmel206007	243433	244176	+	0	NA	Intergenic	Intergenic	15521	ID=HMEL006756g1.t1-E2;Parent=HMEL006756g1.t1								
3077	Hmel212001	2933255	2934227	+	0	NA	Intergenic	Intergenic	13866	ID=HMEL031377g1.t1-E1;Parent=HMEL031377g1.t1								
3305	Hmel212013	3070470	3071634	+	0	NA	Intergenic	Intergenic	14578	ID=HMEL031703g1.t1-E1;Parent=HMEL031703g1.t1								
3433	Hmel213012	230907	231199	+	0	NA	Intergenic	Intergenic	9024	ID=HMEL031820g1.t1-E1;Parent=HMEL031820g1.t1								
5496	Hmel219019	161858	163013	+	0	NA	Intergenic	Intergenic	2450	ID=HMEL013379-RA-E2;Parent=HMEL013379-RA								
5021	Hmel218018	2237323	2237577	+	0	NA	promoter-TSS (ID=HmIR93a_1-E13;Parent=HmIR93a_1)	-promoter-TSS (ID=HmIR93a_1-E13;Parent=HmIR93a_1)	163	ID=HmIR93a_1-E12;Parent=HmIR93a_1								
4202	Hmel215047	2191233	2191505	+	0	NA	Intergenic	Intergenic	1609	ID=HMEL005629g1.t1-E8;Parent=HMEL005629g1.t1								
459	Hmel202006	630778	630943	+	0	NA	promoter-TSS (ID=HMEL010201g2.t1-E1;Parent=HMEL010201g2.t1)	-promoter-TSS (ID=HMEL010201g2.t1-E1;Parent=HMEL010201g2.t1)	-729	ID=HMEL010201g2.t1-E1;Parent=HMEL010201g2.t1								
3477	Hmel213020	848550	848972	+	0	NA	TTS (ID=HMEL031894g1.t1-E1;Parent=HMEL031894g1.t1)	-TTS (ID=HMEL031894g1.t1-E1;Parent=HMEL031894g1.t1)	325	ID=HMEL031894g1.t1-E3;Parent=HMEL031894g1.t1								
4267	Hmel216006	27141	27441	+	0	NA	Intergenic	Intergenic	-7961	ID=HMEL013766g1.t1-E1;Parent=HMEL013766g1.t1								
3715	Hmel213067	531902	532549	+	0	NA	Intergenic	Intergenic	13595	ID=HMEL032192g1.t1-E2;Parent=HMEL032192g1.t1								
1495	Hmel206012	463208	463444	+	0	NA	Intergenic	Intergenic	7464	ID=HMEL015997g1.t1-E6;Parent=HMEL015997g1.t1								
1753	Hmel207015	96519	97698	+	0	NA	Intergenic	Intergenic	-10809	ID=HMEL037636g1.t1-E1;Parent=HMEL037636g1.t1								
6138	Hmel221047	68404	69061	+	0	NA	Intergenic	Intergenic	4106	ID=HMEL035846g1.t1-E2;Parent=HMEL035846g1.t1								
3187	Hmel212009	167802	168931	+	0	NA	Intergenic	Intergenic	-24738	ID=HMEL031553g1.t1-E1;Parent=HMEL031553g1.t1								
2688	Hmel210011	5338696	5339699	+	0	NA	Intergenic	Intergenic	4542	ID=HMEL030944g1.t1-E2;Parent=HMEL030944g1.t1								
4367	Hmel216011	755268	756295	+	0	NA	Intergenic	Intergenic	-44486	ID=HMEL011147g1.t1-E1;Parent=HMEL011147g1.t1								
5055	Hmel218018	3849266	3849534	+	0	NA	Intergenic	Intergenic	42431	ID=HMEL006054g1.t1-E21;Parent=HMEL006054g1.t1								
1938	Hmel208017	165285	165568	+	0	NA	Intergenic	Intergenic	-10874	ID=HMEL006975g1.t1-E1;Parent=HMEL006975g1.t1								
1919	Hmel208015	60873	61233	+	0	NA	Intergenic	Intergenic	14748	ID=HMEL037865g1.t1-E2;Parent=HMEL037865g1.t1								
2756	Hmel211002	355269	355521	+	0	NA	Intergenic	Intergenic	-16413	ID=HMEL010855g2.t1-E1;Parent=HMEL010855g2.t1								
4244	Hmel216001	617232	617833	+	0	NA	Intergenic	Intergenic	-1015	ID=HMEL014309g1.t1-E1;Parent=HMEL014309g1.t1								
5545	Hmel220003	1104153	1104422	+	0	NA	promoter-TSS (ID=HMEL017014g1.t1-E6;Parent=HMEL017014g1.t1)	-promoter-TSS (ID=HMEL017014g1.t1-E6;Parent=HMEL017014g1.t1)	-287	ID=HMEL017014g1.t2-E6;Parent=HMEL017014g1.t2								
3107	Hmel212001	4599311	4599531	+	0	NA	promoter-TSS (ID=HMEL005537g1.t1-E3;Parent=HMEL005537g1.t1)	-promoter-TSS (ID=HMEL005537g1.t1-E3;Parent=HMEL005537g1.t1)	96	ID=HMEL005537g1.t1-E3;Parent=HMEL005537g1.t1								
5277	Hmel219003	3952751	3953397	+	0	NA	Intergenic	Intergenic	-7642	ID=HMEL013179g1.t1-E1;Parent=HMEL013179g1.t1								
3441	Hmel213014	12162	12543	+	0	NA	Intergenic	Intergenic	-6562	ID=HMEL005325g1.t1-E1;Parent=HMEL005325g1.t1								
404	Hmel201019	1597394	1597940	+	0	NA	Intergenic	Intergenic	3531	ID=HMEL014025g1.t1-E4;Parent=HMEL014025g1.t1								
516	Hmel202006	2072326	2073038	+	0	NA	Intergenic	Intergenic	-7700	ID=HMEL014361g2.t1-E2;Parent=HMEL014361g2.t1								
2004	Hmel208022	997	1402	+	0	NA	Intergenic	Intergenic	-9722	ID=HMEL037984g1.t1-E1;Parent=HMEL037984g1.t1								
1813	Hmel207021	1477762	1477945	+	0	NA	Intergenic	Intergenic	25399	ID=HMEL037701g1.t1-E1;Parent=HMEL037701g1.t1								
4754	Hmel217018	2216627	2217257	+	0	NA	Intergenic	Intergenic	1513	ID=HMEL034019g1.t1-E1;Parent=HMEL034019g1.t1								
3861	Hmel214010	268162	268934	+	0	NA	TTS (ID=HMEL020644g1.t1-E10;Parent=HMEL020644g1.t1)	-TTS (ID=HMEL020644g1.t1-E10;Parent=HMEL020644g1.t1)	242	ID=HMEL020644g1.t1-E11;Parent=HMEL020644g1.t1								
6128	Hmel221045	37983	39134	+	0	NA	Intergenic	Intergenic	-9671	ID=HMEL035805g1.t1-E1;Parent=HMEL035805g1.t1								
702	Hmel203045	506896	507116	+	0	NA	Intergenic	Intergenic	-19348	ID=HMEL002459g1.t1-E1;Parent=HMEL002459g1.t1								
5649	Hmel220005	1035852	1036297	+	0	NA	Intergenic	Intergenic	-8532	ID=HMEL012280g1.t1-E1;Parent=HMEL012280g1.t1								
4383	Hmel216011	1780404	1780636	+	0	NA	Intergenic	Intergenic	-1695	ID=HMEL010245g1.t2-E1;Parent=HMEL010245g1.t2								
2297	Hmel209007	4650184	4650315	+	0	NA	Intergenic	Intergenic	-2027	ID=HMEL030492g1.t1-E1;Parent=HMEL030492g1.t1								
2163	Hmel209005	940059	940719	+	0	NA	Intergenic	Intergenic	1887	ID=HMEL012970g1.t1-E1;Parent=HMEL012970g1.t1								
2214	Hmel209007	422797	423357	+	0	NA	Intergenic	Intergenic	-2330	ID=HMEL007474g1.t1-E1;Parent=HMEL007474g1.t1								
357	Hmel201019	36582	36855	+	0	NA	Intergenic	Intergenic	-2427	ID=HMEL033098g1.t1-E1;Parent=HMEL033098g1.t1								
4679	Hmel217014	483299	484397	+	0	NA	Intergenic	Intergenic	-4078	ID=HMEL033910g1.t1-E2;Parent=HMEL033910g1.t1								
3236	Hmel212011	1205180	1205498	+	0	NA	Intergenic	Intergenic	-30513	ID=HMEL003590g1.t1-E1;Parent=HMEL003590g1.t1								
1941	Hmel208018	14030	14675	+	0	NA	Intergenic	Intergenic	-3603	ID=HMEL037902g1.t1-E1;Parent=HMEL037902g1.t1								
4008	Hmel215006	565114	566253	+	0	NA	promoter-TSS (ID=HMEL005803g2.t1-E4;Parent=HMEL005803g2.t1)	-promoter-TSS (ID=HMEL005803g2.t1-E4;Parent=HMEL005803g2.t1)	-79	ID=HMEL005803g2.t1-E4;Parent=HMEL005803g2.t1								
2826	Hmel211004	1470763	1470919	+	0	NA	promoter-TSS (ID=HMEL015193g1.t1-E1;Parent=HMEL015193g1.t1)	-promoter-TSS (ID=HMEL015193g1.t1-E1;Parent=HMEL015193g1.t1)	-642	ID=HMEL015193g1.t1-E1;Parent=HMEL015193g1.t1								
455	Hmel202006	485420	485751	+	0	NA	Intergenic	Intergenic	4525	ID=HMEL008336g1.t2-E1;Parent=HMEL008336g1.t2								
5395	Hmel219014	1218018	1218305	+	0	NA	promoter-TSS (ID=HMEL010460g1.t1-E1;Parent=HMEL010460g1.t1)	-promoter-TSS (ID=HMEL010460g1.t1-E1;Parent=HMEL010460g1.t1)	-724	ID=HMEL010460g1.t1-E1;Parent=HMEL010460g1.t1								
4895	Hmel218005	592587	593480	+	0	NA	Intergenic	Intergenic	-6740	ID=HMEL034261g1.t1-E2;Parent=HMEL034261g1.t1								
4472	Hmel216015	703241	703525	+	0	NA	Intergenic	Intergenic	-8383	ID=HMEL033638g1.t1-E1;Parent=HMEL033638g1.t1								
2132	Hmel209001	1542003	1542536	+	0	NA	Intergenic	Intergenic	51109	ID=HMEL004103g1.t1-E1;Parent=HMEL004103g1.t1								
3181	Hmel212006	251187	251375	+	0	NA	promoter-TSS (ID=HMEL002725g1.t1-E3;Parent=HMEL002725g1.t1)	-promoter-TSS (ID=HMEL002725g1.t1-E3;Parent=HMEL002725g1.t1)	442	ID=HMEL002725g1.t1-E2;Parent=HMEL002725g1.t1								
2612	Hmel210011	3279700	3279837	+	0	NA	Intergenic	Intergenic	-19361	ID=HMEL030894g1.t1-E1;Parent=HMEL030894g1.t1								
5180	Hmel218020	38623	38891	+	0	NA	Intergenic	Intergenic	-2030	ID=HMEL017112g1.t1-E4;Parent=HMEL017112g1.t1								
6115	Hmel221044	412120	412658	+	0	NA	Intergenic	Intergenic	-8268	ID=HMEL011562g1.t1-E1;Parent=HMEL011562g1.t1								
5537	Hmel220003	876443	877812	+	0	NA	Intergenic	Intergenic	-1010	ID=HMEL034991g1.t1-E3;Parent=HMEL034991g1.t1								
3751	Hmel213069	1202535	1202961	+	0	NA	Intergenic	Intergenic	3897	ID=HMEL016100g3.t1-E2;Parent=HMEL016100g3.t1								
1889	Hmel215010	21056	21614	+	0	NA	Intergenic	Intergenic	2245	ID=HMEL032709g1.t1-E1;Parent=HMEL032709g1.t1								
2272	Hmel209007	3435388	3437587	+	0	NA	Intergenic	Intergenic	-2175	ID=HMEL006916g1.t1-E1;Parent=HMEL006916g1.t1								
2692	Hmel210011	5439701	5440103	+	0	NA	Intergenic	Intergenic	13067	ID=HMEL009183g1.t1-E5;Parent=HMEL009183g1.t1								
5674	Hmel220005	2009538	2010008	+	0	NA	Intergenic	Intergenic	-2677	ID=HMEL005034g1.t1-E1;Parent=HMEL005034g1.t1								
2646	Hmel210011	4268830	4269796	+	0	NA	TTS (ID=HMEL009083g1.t1-E1;Parent=HMEL009083g1.t1)	-TTS (ID=HMEL009083g1.t1-E1;Parent=HMEL009083g1.t1)	1226	ID=HMEL009083g1.t1-E1;Parent=HMEL009083g1.t1								
10	Hmel201002	1051186	1051739	+	0	NA	Intergenic	Intergenic	-3415	ID=HMEL030026g1.t1-E3;Parent=HMEL030026g1.t1								
4762	Hmel217019	744743	746791	+	0	NA	Intergenic	Intergenic	-4979	ID=HMEL010146g1.t1-E2;Parent=HMEL010146g1.t1								
550	Hmel202006	4476365	4477125	+	0	NA	Intergenic	Intergenic	2655	ID=HMEL014040g1.t1-E1;Parent=HMEL014040g1.t1								
2083	Hmel208051	1682303	1682599	+	0	NA	Intergenic	Intergenic	-2194	ID=HMEL038185g1.t1-E3;Parent=HMEL038185g1.t1								
5574	Hmel220003	1569000	1570048	+	0	NA	TTS (ID=HMEL034999g1.t1-E1;Parent=HMEL034999g1.t1)	-TTS (ID=HMEL034999g1.t1-E1;Parent=HMEL034999g1.t1)	405	ID=HMEL034999g1.t1-E1;Parent=HMEL034999g1.t1								
1081	Hmel205012	807283	807680	+	0	NA	promoter-TSS (ID=HMEL036668g1.t1-E4;Parent=HMEL036668g1.t1)	-promoter-TSS (ID=HMEL036668g1.t1-E4;Parent=HMEL036668g1.t1)	-804	ID=HMEL036668g1.t1-E4;Parent=HMEL036668g1.t1								
4769	Hmel217019	320851	322055	+	0	NA	Intergenic	Intergenic	-9616	ID=HMEL014831g1.t2-E1;Parent=HMEL014831g1.t2								
1736	Hmel207011	978202	978427	+	0	NA	promoter-TSS (ID=HMEL006634g1.t1-E4;Parent=HMEL006634g1.t1)	-promoter-TSS (ID=HMEL006634g1.t1-E4;Parent=HMEL006634g1.t1)	-23	ID=HMEL006634g1.t1-E4;Parent=HMEL006634g1.t1								
958	Hmel204017	2728751	2728993	+	0	NA	promoter-TSS (ID=HMEL009923g2.t1-E1;Parent=HMEL009923g2.t1)	-promoter-TSS (ID=HMEL009923g2.t1-E1;Parent=HMEL009923g2.t1)	69	ID=HMEL009923g2.t1-E1;Parent=HMEL009923g2.t1								
592	Hmel202006	6268936	6269333	+	0	NA	TTS (ID=HMEL011679g1.t1-E1;Parent=HMEL011679g1.t1)	-TTS (ID=HMEL011679g1.t1-E1;Parent=HMEL011679g1.t1)	2883	ID=HMEL011679g1.t1-E1;Parent=HMEL011679g1.t1								
3299	Hmel212013	2860806	2861560	+	0	NA	Intergenic	Intergenic	3074	ID=HMEL012645g1.t1-E18;Parent=HMEL012645g1.t1								
5445	Hmel219018	237220	237647	+	0	NA	Intergenic	Intergenic	1322	ID=HMEL016611g1.t1-E2;Parent=HMEL016611g1.t1								
4420	Hmel216012	504536	505004	+	0	NA	Intergenic	Intergenic	-9525	ID=HMEL033603g1.t1-E1;Parent=HMEL033603g1.t1								
4111	Hmel215034	512820	513112	+	0	NA	Intergenic	Intergenic	-6560	ID=HMEL032805g1.t1-E1;Parent=HMEL032805g1.t1								
4903	Hmel218005	951534	951782	+	0	NA	promoter-TSS (ID=HMEL034266g1.t1-E4;Parent=HMEL034266g1.t1)	-promoter-TSS (ID=HMEL034266g1.t1-E4;Parent=HMEL034266g1.t1)	-4	ID=HMEL034266g1.t1-E4;Parent=HMEL034266g1.t1								
1978	Hmel208021	541202	541686	+	0	NA	Intergenic	Intergenic	4015	ID=HMEL003447g1.t1-E1;Parent=HMEL003447g1.t1								
2364	Hmel210004	1518445	1518970	+	0	NA	Intergenic	Intergenic	10835	ID=HMEL002880g1.t1-E4;Parent=HMEL002880g1.t1								
1640	Hmel207002	4457133	4457274	+	0	NA	Intergenic	Intergenic	42503	ID=HMEL037452g1.t1-E2;Parent=HMEL037452g1.t1								
4118	Hmel215044	264529	265029	+	0	NA	Intergenic	Intergenic	-1480	ID=HMEL032833g1.t1-E2;Parent=HMEL032833g1.t1								
173	Hmel201009	2873831	2874172	+	0	NA	promoter-TSS (ID=HMEL017209g1.t1-E9;Parent=HMEL017209g1.t1)	-promoter-TSS (ID=HMEL017209g1.t1-E9;Parent=HMEL017209g1.t1)	-48	ID=HMEL017209g1.t1-E9;Parent=HMEL017209g1.t1								
66	Hmel201007	535025	535277	+	0	NA	Intergenic	Intergenic	-56669	ID=HMEL014538g1.t1-E1;Parent=HMEL014538g1.t1								
2709	Hmel210012	65801	67265	+	0	NA	Intergenic	Intergenic	6310	ID=HMEL030953g1.t1-E4;Parent=HMEL030953g1.t1								
2026	Hmel208029	121339	121798	+	0	NA	Intergenic	Intergenic	-16350	ID=HMEL038040g1.t1-E1;Parent=HMEL038040g1.t1								
5272	Hmel219003	3670799	3670952	+	0	NA	Intergenic	Intergenic	13069	ID=HMEL034635g1.t1-E1;Parent=HMEL034635g1.t1								
3130	Hmel212001	5880488	5881758	+	0	NA	Intergenic	Intergenic	-4150	ID=HMEL031453g1.t1-E2;Parent=HMEL031453g1.t1								
793	Hmel203069	615135	616169	+	0	NA	promoter-TSS (ID=HmelGSTu1-E3;Parent=HmelGSTu1)	-promoter-TSS (ID=HmelGSTu1-E3;Parent=HmelGSTu1)	-159	ID=HmelGSTu1-E3;Parent=HmelGSTu1								
1205	Hmel205022	543424	544250	+	0	NA	promoter-TSS (ID=HMEL003620g1.t1-E1;Parent=HMEL003620g1.t1)	-promoter-TSS (ID=HMEL003620g1.t1-E1;Parent=HMEL003620g1.t1)	-278	ID=HMEL003620g1.t1-E1;Parent=HMEL003620g1.t1								
1696	Hmel207004	7531	9103	+	0	NA	promoter-TSS (ID=HMEL002312g1.t1-E3;Parent=HMEL002312g1.t1)	-promoter-TSS (ID=HMEL002312g1.t1-E3;Parent=HMEL002312g1.t1)	212	ID=HMEL002312g1.t1-E2;Parent=HMEL002312g1.t1								
3168	Hmel212004	1570455	1570710	+	0	NA	Intergenic	Intergenic	20636	ID=HMEL012591g2.t1-E2;Parent=HMEL012591g2.t1								
3674	Hmel213062	821801	822035	+	0	NA	promoter-TSS (ID=HMEL032118g1.t1-E1;Parent=HMEL032118g1.t1)	-promoter-TSS (ID=HMEL032118g1.t1-E1;Parent=HMEL032118g1.t1)	646	ID=HMEL032119g1.t1-E6;Parent=HMEL032119g1.t1								
5486	Hmel219018	2224091	2224726	+	0	NA	Intergenic	Intergenic	23772	ID=HMEL034926g1.t1-E2;Parent=HMEL034926g1.t1								
3469	Hmel213020	257479	258212	+	0	NA	Intergenic	Intergenic	1987	ID=HMEL004894g1.t1-E8;Parent=HMEL004894g1.t1								
3625	Hmel213049	694934	696094	+	0	NA	Intergenic	Intergenic	9882	ID=HMEL032076g1.t1-E1;Parent=HMEL032076g1.t1								
5580	Hmel220003	1801887	1802673	+	0	NA	Intergenic	Intergenic	-4447	ID=HMEL035007g1.t1-E1;Parent=HMEL035007g1.t1								
59	Hmel201007	427672	428696	+	0	NA	Intergenic	Intergenic	1219	ID=HMEL014545g3.t2-E2;Parent=HMEL014545g3.t2								
4728	Hmel217018	1145858	1146591	+	0	NA	Intergenic	Intergenic	1612	ID=HMEL014519-RA-E10;Parent=HMEL014519-RA								
4572	Hmel217004	682291	683070	+	0	NA	Intergenic	Intergenic	-25940	ID=HMEL006217g3.t1-E1;Parent=HMEL006217g3.t1								
4546	Hmel217001	2361952	2363250	+	0	NA	Intergenic	Intergenic	20022	ID=HMEL033746g1.t1-E2;Parent=HMEL033746g1.t1								
3388	Hmel213004	1391689	1392113	+	0	NA	promoter-TSS (ID=HMEL031784g1.t1-E3;Parent=HMEL031784g1.t1)	-promoter-TSS (ID=HMEL031784g1.t1-E3;Parent=HMEL031784g1.t1)	292	ID=HMEL031784g1.t1-E2;Parent=HMEL031784g1.t1								
2091	Hmel208051	1725244	1725616	+	0	NA	exon (ID=HMEL038188g1.t1-E4;Parent=HMEL038188g1.t1, exon 1 of 1)	-exon (ID=HMEL038188g1.t1-E4;Parent=HMEL038188g1.t1, exon 1 of 1)	223	ID=HMEL038188g1.t1-E4;Parent=HMEL038188g1.t1								
3329	Hmel212014	235853	236644	+	0	NA	Intergenic	Intergenic	1911	ID=HMEL031714g1.t1-E1;Parent=HMEL031714g1.t1								
5951	Hmel221010	80693	81039	+	0	NA	Intergenic	Intergenic	-1719	ID=HMEL003978g1.t1-E3;Parent=HMEL003978g1.t1								
4161	Hmel215047	651982	653209	+	0	NA	Intergenic	Intergenic	-1194	ID=HMEL014177g1.t1-E1;Parent=HMEL014177g1.t1								
1971	Hmel208019	684481	684742	+	0	NA	Intergenic	Intergenic	-1208	ID=HMEL037922g1.t1-E3;Parent=HMEL037922g1.t1								
6103	Hmel221038	121982	122503	+	0	NA	TTS (ID=HMEL013400g1.t1-E1;Parent=HMEL013400g1.t1)	-TTS (ID=HMEL013400g1.t1-E1;Parent=HMEL013400g1.t1)	795	ID=HMEL013400g1.t1-E1;Parent=HMEL013400g1.t1								
5939	Hmel221009	248149	248778	+	0	NA	promoter-TSS (ID=HMEL002816g1.t1-E4;Parent=HMEL002816g1.t1)	-promoter-TSS (ID=HMEL002816g1.t1-E4;Parent=HMEL002816g1.t1)	43	ID=HMEL002816g1.t1-E4;Parent=HMEL002816g1.t1								
5316	Hmel219003	6279062	6279355	+	0	NA	Intergenic	Intergenic	-18243	ID=HMEL034692g1.t1-E1;Parent=HMEL034692g1.t1								
2358	Hmel210004	1080039	1080205	+	0	NA	TTS (ID=HMEL011109g1.t1-E5;Parent=HMEL011109g1.t1)	-TTS (ID=HMEL011109g1.t1-E5;Parent=HMEL011109g1.t1)	896	ID=HMEL011109g1.t1-E5;Parent=HMEL011109g1.t1								
1226	Hmel205024	209659	209952	+	0	NA	Intergenic	Intergenic	-22463	ID=HMEL036850g1.t1-E1;Parent=HMEL036850g1.t1								
1949	Hmel208017	359506	359957	+	0	NA	promoter-TSS (ID=HMEL037893g1.t1-E5;Parent=HMEL037893g1.t1)	-promoter-TSS (ID=HMEL037893g1.t1-E5;Parent=HMEL037893g1.t1)	46	ID=HMEL037893g1.t1-E5;Parent=HMEL037893g1.t1								
1256	Hmel206001	30655	31446	+	0	NA	Intergenic	Intergenic	-5121	ID=HMEL007334g2.t1-E1;Parent=HMEL007334g2.t1								
2498	Hmel210009	734012	735510	+	0	NA	Intergenic	Intergenic	-1823	ID=HMEL002391g1.t1-E1;Parent=HMEL002391g1.t1								
2247	Hmel209007	2011106	2011562	+	0	NA	Intergenic	Intergenic	8998	ID=HMEL030413g1.t1-E4;Parent=HMEL030413g1.t1								
5927	Hmel221005	311357	312328	+	0	NA	Intergenic	Intergenic	-5360	ID=HMEL035486g1.t1-E1;Parent=HMEL035486g1.t1								
5739	Hmel220006	34892	35112	+	0	NA	Intergenic	Intergenic	3957	ID=HMEL035243g1.t1-E17;Parent=HMEL035243g1.t1								
1853	Hmel207023	276217	276979	+	0	NA	Intergenic	Intergenic	-12863	ID=HMEL037738g1.t2-E1;Parent=HMEL037738g1.t2								
4958	Hmel218015	14228	15407	+	0	NA	Intergenic	Intergenic	-27439	ID=HMEL034345g1.t1-E1;Parent=HMEL034345g1.t1								
1016	Hmel205004	151199	151722	+	0	NA	Intergenic	Intergenic	7467	ID=HMEL036608g1.t1-E1;Parent=HMEL036608g1.t1								
219	Hmel201009	4816931	4817750	+	0	NA	Intergenic	Intergenic	4881	ID=HMEL030257g1.t1-E3;Parent=HMEL030257g1.t1								
2300	Hmel209007	4861905	4862136	+	0	NA	Intergenic	Intergenic	3513	ID=HMEL009672g1.t1-E1;Parent=HMEL009672g1.t1								
2480	Hmel210009	206413	206912	+	0	NA	promoter-TSS (ID=HMEL005933-RA-E1;Parent=HMEL005933-RA)	-promoter-TSS (ID=HMEL005933-RA-E1;Parent=HMEL005933-RA)	-418	ID=HMEL005933-RA-E1;Parent=HMEL005933-RA								
799	Hmel203069	1040202	1040447	+	0	NA	Intergenic	Intergenic	-13641	ID=HMEL006902g1.t1-E1;Parent=HMEL006902g1.t1								
3734	Hmel213069	275851	276144	+	0	NA	Intergenic	Intergenic	-7073	ID=HMEL032210g1.t1-E1;Parent=HMEL032210g1.t1								
925	Hmel204017	528034	528353	+	0	NA	Intergenic	Intergenic	-19534	ID=HMEL036423g1.t1-E1;Parent=HMEL036423g1.t1								
5657	Hmel220005	1435937	1436243	+	0	NA	TTS (ID=HMEL016140g1.t1-E3;Parent=HMEL016140g1.t1)	-TTS (ID=HMEL016140g1.t1-E3;Parent=HMEL016140g1.t1)	203	ID=HMEL016140g1.t1-E3;Parent=HMEL016140g1.t1								
390	Hmel201019	807539	808483	+	0	NA	Intergenic	Intergenic	-4993	ID=HMEL006992g1.t1-E1;Parent=HMEL006992g1.t1								
5319	Hmel219003	6614391	6615063	+	0	NA	Intergenic	Intergenic	-2672	ID=HMEL002683g1.t1-E2;Parent=HMEL002683g1.t1								
1515	Hmel206012	1738735	1739189	+	0	NA	Intergenic	Intergenic	6884	ID=HMEL037149g1.t1-E1;Parent=HMEL037149g1.t1								
2368	Hmel210004	1734950	1735307	+	0	NA	Intergenic	Intergenic	-3799	ID=HMEL002901-RA-E1;Parent=HMEL002901-RA								
3357	Hmel213004	731185	732059	+	0	NA	Intergenic	Intergenic	1409	ID=HMEL011789g1.t2-E11;Parent=HMEL011789g1.t2								
1955	Hmel208019	78249	78770	+	0	NA	Intergenic	Intergenic	12543	ID=HMEL037903g1.t1-E2;Parent=HMEL037903g1.t1								
5866	Hmel221001	1995000	1995769	+	0	NA	promoter-TSS (ID=HMEL007279g1.t1-E1;Parent=HMEL007279g1.t1)	-promoter-TSS (ID=HMEL007279g1.t1-E1;Parent=HMEL007279g1.t1)	18	ID=HMEL007279g1.t1-E1;Parent=HMEL007279g1.t1								
945	Hmel204017	1701889	1702377	+	0	NA	promoter-TSS (ID=HMEL016507g1.t1-E3;Parent=HMEL016507g1.t1)	-promoter-TSS (ID=HMEL016507g1.t1-E3;Parent=HMEL016507g1.t1)	-574	ID=HMEL016507g1.t4-E3;Parent=HMEL016507g1.t4								
2784	Hmel211004	308701	309526	+	0	NA	TTS (ID=HMEL015236g1.t1-E1;Parent=HMEL015236g1.t1)	-TTS (ID=HMEL015236g1.t1-E1;Parent=HMEL015236g1.t1)	231	ID=HMEL015236g1.t1-E1;Parent=HMEL015236g1.t1								
5543	Hmel220003	979496	979678	+	0	NA	Intergenic	Intergenic	-14981	ID=HMEL017007g1.t1-E2;Parent=HMEL017007g1.t1								
5153	Hmel218018	8231393	8231615	+	0	NA	Intergenic	Intergenic	-7307	ID=HMEL034489g1.t1-E1;Parent=HMEL034489g1.t1								
206	Hmel201009	4028557	4029238	+	0	NA	promoter-TSS (ID=HMEL030236g1.t1-E1;Parent=HMEL030236g1.t1)	-promoter-TSS (ID=HMEL030236g1.t1-E1;Parent=HMEL030236g1.t1)	-321	ID=HMEL030236g1.t1-E1;Parent=HMEL030236g1.t1								
959	Hmel204017	2731280	2732159	+	0	NA	Intergenic	Intergenic	1855	ID=HMEL009923g2.t1-E2;Parent=HMEL009923g2.t1								
3791	Hmel214008	168880	169139	+	0	NA	Intergenic	Intergenic	12744	ID=HMEL032314g1.t1-E1;Parent=HMEL032314g1.t1								
3194	Hmel212009	716423	716948	+	0	NA	Intergenic	Intergenic	-9665	ID=HMEL011901g1.t1-E1;Parent=HMEL011901g1.t1								
5516	Hmel220003	203391	204231	+	0	NA	Intergenic	Intergenic	-4722	ID=HMEL003912g1.t1-E2;Parent=HMEL003912g1.t1								
