PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thdown_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_shared_5thdown_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1035	Herato1202	12221687	12222414	+	0	NA	Intergenic	Intergenic	-4770	ID=evm.model.Herato1202.469-E1;Parent=evm.model.Herato1202.469								
2617	Herato0503	1449266	1449615	+	0	NA	Intergenic	Intergenic	1619	ID=evm.model.Herato0503.47-E10;Parent=evm.model.Herato0503.47								
452	Herato0901	646153	646633	+	0	NA	Intergenic	Intergenic	14228	ID=evm.model.Herato0901.30-E2;Parent=evm.model.Herato0901.30								
579	Herato1001	4866806	4867434	+	0	NA	Intergenic	Intergenic	21117	ID=evm.model.Herato1001.165-E3;Parent=evm.model.Herato1001.165								
295	Herato0701	12308795	12309153	+	0	NA	Intergenic	Intergenic	-1347	ID=evm.model.Herato0701.569-E1;Parent=evm.model.Herato0701.569								
1894	Herato1807	645526	645760	+	0	NA	Intergenic	Intergenic	1139	ID=evm.model.Herato1807.12-E4;Parent=evm.model.Herato1807.12								
535	Herato0101	14632233	14633674	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.518-E2;Parent=evm.model.Herato0101.518)	-promoter-TSS (ID=evm.model.Herato0101.518-E2;Parent=evm.model.Herato0101.518)	-259	ID=evm.model.Herato0101.518.1-E2;Parent=evm.model.Herato0101.518.1								
1618	Herato1701	6234784	6235186	+	0	NA	Intergenic	Intergenic	-36579	ID=evm.model.Herato1701.174.1-E1;Parent=evm.model.Herato1701.174.1								
77	Herato0606	3974520	3974759	+	0	NA	Intergenic	Intergenic	-35464	ID=evm.model.Herato0606.122-E1;Parent=evm.model.Herato0606.122								
683	Herato1005	2613426	2614581	+	0	NA	Intergenic	Intergenic	-6674	ID=evm.model.Herato1005.129-E3;Parent=evm.model.Herato1005.129								
2260	Herato2001	6521216	6521901	+	0	NA	TTS (ID=evm.model.Herato2001.238-E2;Parent=evm.model.Herato2001.238)	-TTS (ID=evm.model.Herato2001.238-E2;Parent=evm.model.Herato2001.238)	260	ID=evm.model.Herato2001.238-E3;Parent=evm.model.Herato2001.238								
541	Herato0901	11155309	11155593	+	0	NA	Intergenic	Intergenic	-10339	ID=evm.model.Herato0901.332-E1;Parent=evm.model.Herato0901.332								
1215	Herato1301	12275489	12275772	+	0	NA	Intergenic	Intergenic	46128	ID=evm.model.Herato1301.483.1-E8;Parent=evm.model.Herato1301.483.1								
1712	Herato1801	861645	862159	+	0	NA	TTS (ID=evm.model.Herato1801.43-E5;Parent=evm.model.Herato1801.43)	-TTS (ID=evm.model.Herato1801.43-E5;Parent=evm.model.Herato1801.43)	123	ID=evm.model.Herato1801.44.1-E1;Parent=evm.model.Herato1801.44.1								
2344	Herato2001	11952931	11954599	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.456-E8;Parent=evm.model.Herato2001.456)	-promoter-TSS (ID=evm.model.Herato2001.456-E8;Parent=evm.model.Herato2001.456)	-143	ID=evm.model.Herato2001.456-E8;Parent=evm.model.Herato2001.456								
765	Herato1007	4851362	4851708	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.194-E3;Parent=evm.model.Herato1007.194)	-promoter-TSS (ID=evm.model.Herato1007.194-E3;Parent=evm.model.Herato1007.194)	-229	ID=evm.model.Herato1007.194.1-E3;Parent=evm.model.Herato1007.194.1								
2552	Herato0401	1705573	1706015	+	0	NA	Intergenic	Intergenic	6680	ID=evm.model.Herato0401.42-E2;Parent=evm.model.Herato0401.42								
2521	Herato0310	7300768	7301386	+	0	NA	Intergenic	Intergenic	-1946	ID=evm.model.Herato0310.180-E1;Parent=evm.model.Herato0310.180								
897	Herato1108	12375606	12375791	+	0	NA	Intergenic	Intergenic	-12729	ID=evm.model.Herato1108.520-E3;Parent=evm.model.Herato1108.520								
312	Herato0701	15876791	15877615	+	0	NA	Intergenic	Intergenic	3611	ID=evm.model.Herato0701.691-E3;Parent=evm.model.Herato0701.691								
1628	Herato1701	7369723	7369939	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.218-E11;Parent=evm.model.Herato1701.218)	-promoter-TSS (ID=evm.model.Herato1701.218-E11;Parent=evm.model.Herato1701.218)	-395	ID=evm.model.Herato1701.218.1-E10;Parent=evm.model.Herato1701.218.1								
2435	Herato2101	11007184	11007676	+	0	NA	Intergenic	Intergenic	-21766	ID=evm.model.Herato2101.382-E1;Parent=evm.model.Herato2101.382								
1002	Herato1202	9574405	9575092	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.397-E1;Parent=evm.model.Herato1202.397)	-promoter-TSS (ID=evm.model.Herato1202.397-E1;Parent=evm.model.Herato1202.397)	-826	ID=evm.model.Herato1202.397-E1;Parent=evm.model.Herato1202.397								
237	Herato0701	8744647	8745056	+	0	NA	Intergenic	Intergenic	5050	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
2584	Herato0411	4672296	4672526	+	0	NA	Intergenic	Intergenic	130139	ID=evm.model.Herato0411.102-E3;Parent=evm.model.Herato0411.102								
370	Herato0801	4547149	4547651	+	0	NA	Intergenic	Intergenic	-13508	ID=evm.model.Herato0801.100-E1;Parent=evm.model.Herato0801.100								
2371	Herato2001	14286244	14287387	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.563-E2;Parent=evm.model.Herato2001.563)	-promoter-TSS (ID=evm.model.Herato2001.563-E2;Parent=evm.model.Herato2001.563)	-534	ID=evm.model.Herato2001.563-E2;Parent=evm.model.Herato2001.563								
2519	Herato0310	5976089	5977647	+	0	NA	Intergenic	Intergenic	-3085	ID=evm.model.Herato0310.148-E3;Parent=evm.model.Herato0310.148								
2610	Herato0503	981977	982409	+	0	NA	Intergenic	Intergenic	-1537	ID=evm.model.Herato0503.28.1-E1;Parent=evm.model.Herato0503.28.1								
567	Herato1001	2896705	2898808	+	0	NA	TTS (ID=evm.model.Herato1001.106.2-E1;Parent=evm.model.Herato1001.106.2)	-TTS (ID=evm.model.Herato1001.106.2-E1;Parent=evm.model.Herato1001.106.2)	338	ID=evm.model.Herato1001.106.3-E1;Parent=evm.model.Herato1001.106.3								
416	Herato0821	1012936	1013285	+	0	NA	Intergenic	Intergenic	76039	ID=evm.model.Herato0821.46-E12;Parent=evm.model.Herato0821.46								
914	Herato1108	14134409	14135260	+	0	NA	Intergenic	Intergenic	12583	ID=evm.model.Herato1108.602.1-E3;Parent=evm.model.Herato1108.602.1								
380	Herato0801	5816299	5817223	+	0	NA	Intergenic	Intergenic	1117	ID=evm.model.Herato0801.157-E3;Parent=evm.model.Herato0801.157								
100	Herato0606	5466096	5466969	+	0	NA	Intergenic	Intergenic	-3016	ID=evm.model.Herato0606.182.1-E2;Parent=evm.model.Herato0606.182.1								
965	Herato1202	3660015	3660356	+	0	NA	Intergenic	Intergenic	-18574	ID=evm.model.Herato1202.123.3-E3;Parent=evm.model.Herato1202.123.3								
300	Herato0701	14500354	14500539	+	0	NA	Intergenic	Intergenic	-4284	ID=evm.model.Herato0701.664-E1;Parent=evm.model.Herato0701.664								
1279	Herato1301	18253399	18253829	+	0	NA	Intergenic	Intergenic	-15774	ID=evm.model.Herato1301.630-E1;Parent=evm.model.Herato1301.630								
1439	Herato1505	3053264	3054624	+	0	NA	Intergenic	Intergenic	9212	ID=evm.model.Herato1505.132-E1;Parent=evm.model.Herato1505.132								
2079	Herato1904	5757491	5757727	+	0	NA	Intergenic	Intergenic	52221	ID=evm.model.Herato1904.210-E2;Parent=evm.model.Herato1904.210								
286	Herato0701	11099237	11100111	+	0	NA	Intergenic	Intergenic	-19238	ID=evm.model.Herato0701.472-E1;Parent=evm.model.Herato0701.472								
1395	Herato0206	98482	100011	+	0	NA	Intergenic	Intergenic	-8317	ID=evm.model.Herato0206.4.2-E1;Parent=evm.model.Herato0206.4.2								
2405	Herato2101	5918128	5918344	+	0	NA	Intergenic	Intergenic	-1701	ID=evm.model.Herato2101.205-E1;Parent=evm.model.Herato2101.205								
1075	Herato1202	15949668	15950123	+	0	NA	Intergenic	Intergenic	22859	ID=evm.model.Herato1202.617-E1;Parent=evm.model.Herato1202.617								
2426	Herato2101	8940145	8941009	+	0	NA	Intergenic	Intergenic	-28570	ID=evm.model.Herato2101.308-E1;Parent=evm.model.Herato2101.308								
800	Herato1108	4605045	4605326	+	0	NA	Intergenic	Intergenic	9576	ID=evm.model.Herato1108.179-E1;Parent=evm.model.Herato1108.179								
2232	Herato2001	3387914	3388126	+	0	NA	Intergenic	Intergenic	4942	ID=evm.model.Herato2001.100-E1;Parent=evm.model.Herato2001.100								
1365	Herato0204	1324658	1325290	+	0	NA	Intergenic	Intergenic	7614	ID=evm.model.Herato0204.50-E4;Parent=evm.model.Herato0204.50								
2432	Herato2101	9609445	9610060	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.328-E2;Parent=evm.model.Herato2101.328)	-promoter-TSS (ID=evm.model.Herato2101.328-E2;Parent=evm.model.Herato2101.328)	-622	ID=evm.model.Herato2101.328-E2;Parent=evm.model.Herato2101.328								
1407	Herato1411	6725811	6726367	+	0	NA	Intergenic	Intergenic	-5244	ID=evm.model.Herato1411.246.3-E1;Parent=evm.model.Herato1411.246.3								
496	Herato0901	5340770	5341151	+	0	NA	Intergenic	Intergenic	-58308	ID=evm.model.Herato0901.146-E1;Parent=evm.model.Herato0901.146								
605	Herato1003	2208086	2208814	+	0	NA	TTS (ID=evm.model.Herato1003.68-E4;Parent=evm.model.Herato1003.68)	-TTS (ID=evm.model.Herato1003.68-E4;Parent=evm.model.Herato1003.68)	575	ID=evm.model.Herato1003.68-E4;Parent=evm.model.Herato1003.68								
1779	Herato1805	863362	864037	+	0	NA	Intergenic	Intergenic	-3886	ID=evm.model.Herato1805.54-E1;Parent=evm.model.Herato1805.54								
2581	Herato0411	4426429	4427138	+	0	NA	Intergenic	Intergenic	15182	ID=evm.model.Herato0411.101-E2;Parent=evm.model.Herato0411.101								
1568	Herato1605	4276802	4277147	+	0	NA	Intergenic	Intergenic	-8476	ID=evm.model.Herato1605.126-E1;Parent=evm.model.Herato1605.126								
607	Herato1003	2391181	2391362	+	0	NA	Intergenic	Intergenic	14971	ID=evm.model.Herato1003.74-E1;Parent=evm.model.Herato1003.74								
1807	Herato1805	1997162	1997569	+	0	NA	Intergenic	Intergenic	5097	ID=evm.model.Herato1805.81-E1;Parent=evm.model.Herato1805.81								
1699	Herato1703	1071497	1071903	+	0	NA	Intergenic	Intergenic	4680	ID=evm.model.Herato1703.48-E3;Parent=evm.model.Herato1703.48								
42	Herato0101	8839193	8839549	+	0	NA	Intergenic	Intergenic	13138	ID=evm.model.Herato0101.263-E2;Parent=evm.model.Herato0101.263								
759	Herato1007	3696875	3697582	+	0	NA	Intergenic	Intergenic	-4418	ID=evm.model.Herato1007.139.1.2-E3;Parent=evm.model.Herato1007.139.1.2								
2508	Herato0310	5381149	5381356	+	0	NA	Intergenic	Intergenic	-62660	ID=evm.model.Herato0310.128-E1;Parent=evm.model.Herato0310.128								
1228	Herato1301	14079445	14080596	+	0	NA	Intergenic	Intergenic	-201035	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
235	Herato0701	8719999	8720982	+	0	NA	Intergenic	Intergenic	29411	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
1073	Herato1202	15938481	15939152	+	0	NA	Intergenic	Intergenic	11780	ID=evm.model.Herato1202.617-E1;Parent=evm.model.Herato1202.617								
2291	Herato2001	8565169	8565725	+	0	NA	Intergenic	Intergenic	-15815	ID=evm.model.Herato2001.362_evm.model.Herato2001.364-E1;Parent=evm.model.Herato2001.362_evm.model.Herato2001.364								
2591	Herato0411	4957528	4958187	+	0	NA	TTS (ID=evm.model.Herato0411.109-E1;Parent=evm.model.Herato0411.109)	-TTS (ID=evm.model.Herato0411.109-E1;Parent=evm.model.Herato0411.109)	648	ID=evm.model.Herato0411.109-E1;Parent=evm.model.Herato0411.109								
2187	Herato2001	1302523	1302874	+	0	NA	Intergenic	Intergenic	17834	ID=evm.model.Herato2001.22.1-E3;Parent=evm.model.Herato2001.22.1								
1931	Herato1807	2188702	2189599	+	0	NA	Intergenic	Intergenic	-23738	ID=evm.model.Herato1807.41.4-E1;Parent=evm.model.Herato1807.41.4								
694	Herato0101	16643346	16643654	+	0	NA	Intergenic	Intergenic	119920	ID=evm.model.Herato0101.644.1.1-E9;Parent=evm.model.Herato0101.644.1.1								
816	Herato0101	18082374	18083210	+	0	NA	Intergenic	Intergenic	-51135	ID=evm.model.Herato0101.719-E1;Parent=evm.model.Herato0101.719								
1103	Herato1202	18751010	18751205	+	0	NA	Intergenic	Intergenic	13818	ID=evm.model.Herato1202.758-E1;Parent=evm.model.Herato1202.758								
2244	Herato2001	4887019	4887523	+	0	NA	Intergenic	Intergenic	-1961	ID=evm.model.Herato2001.168-E3;Parent=evm.model.Herato2001.168								
296	Herato0701	12391010	12391247	+	0	NA	Intergenic	Intergenic	-1557	ID=evm.model.Herato0701.583-E1;Parent=evm.model.Herato0701.583								
265	Herato0701	9662580	9663161	+	0	NA	Intergenic	Intergenic	-4179	ID=evm.model.Herato0701.400-E1;Parent=evm.model.Herato0701.400								
1062	Herato1202	15307312	15308728	+	0	NA	Intergenic	Intergenic	-24419	ID=evm.model.Herato1202.579-E1;Parent=evm.model.Herato1202.579								
171	Herato0701	3194574	3196015	+	0	NA	Intergenic	Intergenic	18378	ID=evm.model.Herato0701.167-E3;Parent=evm.model.Herato0701.167								
1700	Herato1703	1080424	1080640	+	0	NA	Intergenic	Intergenic	-3268	ID=evm.model.Herato1703.48-E1;Parent=evm.model.Herato1703.48								
2609	Herato0503	961449	961845	+	0	NA	Intergenic	Intergenic	-2034	ID=evm.model.Herato0503.28.2-E1;Parent=evm.model.Herato0503.28.2								
445	Herato0901	64186	65011	+	0	NA	TTS (ID=evm.model.Herato0901.3-E1;Parent=evm.model.Herato0901.3)	-TTS (ID=evm.model.Herato0901.3-E1;Parent=evm.model.Herato0901.3)	212	ID=evm.model.Herato0901.3-E1;Parent=evm.model.Herato0901.3								
2131	Herato1908	18141	18637	+	0	NA	Intergenic	Intergenic	3246	ID=evm.model.Herato1908.2-E1;Parent=evm.model.Herato1908.2								
2687	Herato0503	8735630	8735979	+	0	NA	Intergenic	Intergenic	-61158	ID=evm.model.Herato0503.333-E1;Parent=evm.model.Herato0503.333								
1339	Herato0204	715538	716044	+	0	NA	Intergenic	Intergenic	-64886	ID=evm.model.Herato0204.27.3-E1;Parent=evm.model.Herato0204.27.3								
2338	Herato2001	11641691	11642036	+	0	NA	Intergenic	Intergenic	-11541	ID=evm.model.Herato2001.441.1-E2;Parent=evm.model.Herato2001.441.1								
2012	Herato1904	875228	875554	+	0	NA	Intergenic	Intergenic	22911	ID=evm.model.Herato1904.28_evm.model.Herato1904.29-E1;Parent=evm.model.Herato1904.28_evm.model.Herato1904.29								
582	Herato0101	15445782	15446610	+	0	NA	Intergenic	Intergenic	-17018	ID=evm.model.Herato0101.568-E1;Parent=evm.model.Herato0101.568								
1884	Herato1805	8617291	8618163	+	0	NA	Intergenic	Intergenic	-3056	ID=evm.model.Herato1805.255.1-E1;Parent=evm.model.Herato1805.255.1								
2120	Herato1906	877669	878554	+	0	NA	Intergenic	Intergenic	5640	ID=evm.model.Herato1906.27-E2;Parent=evm.model.Herato1906.27								
1858	Herato1805	5210822	5211277	+	0	NA	promoter-TSS (ID=evm.model.Herato1805.135-E16;Parent=evm.model.Herato1805.135)	-promoter-TSS (ID=evm.model.Herato1805.135-E16;Parent=evm.model.Herato1805.135)	-777	ID=evm.model.Herato1805.135-E16;Parent=evm.model.Herato1805.135								
557	Herato1001	799872	800392	+	0	NA	Intergenic	Intergenic	1847	ID=evm.model.Herato1001.39.1-E4;Parent=evm.model.Herato1001.39.1								
718	Herato1007	1022469	1023750	+	0	NA	Intergenic	Intergenic	-6340	ID=evm.model.Herato1007.41-E1;Parent=evm.model.Herato1007.41								
2147	Herato1908	931673	932037	+	0	NA	Intergenic	Intergenic	3854	ID=evm.model.Herato1908.29-E5;Parent=evm.model.Herato1908.29								
1581	Herato1701	3657133	3658284	+	0	NA	Intergenic	Intergenic	-1652	ID=evm.model.Herato1701.86-E1;Parent=evm.model.Herato1701.86								
1507	Herato1603	1460464	1461136	+	0	NA	Intergenic	Intergenic	1619	ID=evm.model.Herato1603.127-E2;Parent=evm.model.Herato1603.127								
1604	Herato1701	5522802	5523822	+	0	NA	Intergenic	Intergenic	37618	ID=evm.model.Herato1701.148-E2;Parent=evm.model.Herato1701.148								
441	Herato0821	3330559	3332102	+	0	NA	Intergenic	Intergenic	-17791	ID=novel_model_96-E1;Parent=novel_model_96								
868	Herato1108	10677268	10678267	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.466.1-E10;Parent=evm.model.Herato1108.466.1)	-promoter-TSS (ID=evm.model.Herato1108.466.1-E10;Parent=evm.model.Herato1108.466.1)	-408	ID=evm.model.Herato1108.466.1-E10;Parent=evm.model.Herato1108.466.1								
672	Herato1005	1262603	1263425	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.76-E2;Parent=evm.model.Herato1005.76)	-promoter-TSS (ID=evm.model.Herato1005.76-E2;Parent=evm.model.Herato1005.76)	-370	ID=evm.model.Herato1005.76.1-E2;Parent=evm.model.Herato1005.76.1								
1140	Herato1301	2492934	2493105	+	0	NA	Intergenic	Intergenic	-5274	ID=evm.model.Herato1301.61-E3;Parent=evm.model.Herato1301.61								
983	Herato1202	5025764	5026158	+	0	NA	Intergenic	Intergenic	-7388	ID=evm.model.Herato1202.191_evm.model.Herato1202.192-E1;Parent=evm.model.Herato1202.191_evm.model.Herato1202.192								
275	Herato0701	10415090	10415473	+	0	NA	Intergenic	Intergenic	5724	ID=evm.model.Herato0701.433-E2;Parent=evm.model.Herato0701.433								
2035	Herato1904	2646846	2646979	+	0	NA	Intergenic	Intergenic	-74467	ID=evm.model.Herato1904.88-E1;Parent=evm.model.Herato1904.88								
197	Herato0701	5617229	5617724	+	0	NA	Intergenic	Intergenic	-7427	ID=evm.model.Herato0701.259-E1;Parent=evm.model.Herato0701.259								
2208	Herato2001	2256201	2256375	+	0	NA	Intergenic	Intergenic	-3940	ID=evm.model.Herato2001.58-E1;Parent=evm.model.Herato2001.58								
1731	Herato1801	2791755	2791987	+	0	NA	Intergenic	Intergenic	-41094	ID=evm.model.Herato1801.96-E1;Parent=evm.model.Herato1801.96								
853	Herato1108	9803843	9804121	+	0	NA	Intergenic	Intergenic	-8907	ID=evm.model.Herato1108.431-E1;Parent=evm.model.Herato1108.431								
751	Herato1007	2929373	2929651	+	0	NA	Intergenic	Intergenic	6797	ID=evm.model.Herato1007.106-E3;Parent=evm.model.Herato1007.106								
1500	Herato1601	5007362	5007570	+	0	NA	Intergenic	Intergenic	3213	ID=evm.model.Herato1601.106-E2;Parent=evm.model.Herato1601.106								
1746	Herato0101	3007211	3007742	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.101-E5;Parent=evm.model.Herato0101.101)	-promoter-TSS (ID=evm.model.Herato0101.101-E5;Parent=evm.model.Herato0101.101)	-367	ID=evm.model.Herato0101.101-E5;Parent=evm.model.Herato0101.101								
2167	Herato0215	1722556	1723827	+	0	NA	Intergenic	Intergenic	-21015	ID=evm.model.Herato0215.59-E1;Parent=evm.model.Herato0215.59								
2136	Herato1908	285528	285701	+	0	NA	Intergenic	Intergenic	1839	ID=evm.model.Herato1908.15.1-E1;Parent=evm.model.Herato1908.15.1								
1980	Herato1807	4253072	4253415	+	0	NA	promoter-TSS (ID=evm.model.Herato1807.90-E1;Parent=evm.model.Herato1807.90)	-promoter-TSS (ID=evm.model.Herato1807.90-E1;Parent=evm.model.Herato1807.90)	55	ID=evm.model.Herato1807.90-E1;Parent=evm.model.Herato1807.90								
2275	Herato2001	7019185	7019683	+	0	NA	Intergenic	Intergenic	5789	ID=evm.model.Herato2001.265.1-E5;Parent=evm.model.Herato2001.265.1								
2685	Herato0503	8718834	8719101	+	0	NA	Intergenic	Intergenic	-77995	ID=evm.model.Herato0503.333-E1;Parent=evm.model.Herato0503.333								
1295	Herato1301	19584315	19584827	+	0	NA	Intergenic	Intergenic	-76245	ID=evm.model.Herato1301.673-E1;Parent=evm.model.Herato1301.673								
677	Herato1005	2290194	2290598	+	0	NA	TTS (ID=evm.model.Herato1005.114-E5;Parent=evm.model.Herato1005.114)	-TTS (ID=evm.model.Herato1005.114-E5;Parent=evm.model.Herato1005.114)	723	ID=evm.model.Herato1005.114.1-E5;Parent=evm.model.Herato1005.114.1								
1111	Herato1202	19298700	19299428	+	0	NA	Intergenic	Intergenic	-18247	ID=evm.model.Herato1202.781-E3;Parent=evm.model.Herato1202.781								
907	Herato0101	18831184	18831570	+	0	NA	Intergenic	Intergenic	2764	ID=evm.model.Herato0101.746-E1;Parent=evm.model.Herato0101.746								
2238	Herato2001	4099047	4099728	+	0	NA	Intergenic	Intergenic	50641	ID=evm.model.Herato2001.133-E6;Parent=evm.model.Herato2001.133								
1868	Herato1805	5905344	5905920	+	0	NA	Intergenic	Intergenic	4345	ID=evm.model.Herato1805.158-E5;Parent=evm.model.Herato1805.158								
590	Herato0101	15505943	15506484	+	0	NA	Intergenic	Intergenic	17835	ID=evm.model.Herato0101.571-E8;Parent=evm.model.Herato0101.571								
1210	Herato1301	12077703	12078504	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.480-E4;Parent=evm.model.Herato1301.480)	-promoter-TSS (ID=evm.model.Herato1301.480-E4;Parent=evm.model.Herato1301.480)	-143	ID=evm.model.Herato1301.480-E4;Parent=evm.model.Herato1301.480								
664	Herato1005	945813	946838	+	0	NA	Intergenic	Intergenic	11306	ID=evm.model.Herato1005.59.1-E1;Parent=evm.model.Herato1005.59.1								
1790	Herato1805	961459	962253	+	0	NA	Intergenic	Intergenic	15455	ID=evm.model.Herato1805.55-E5;Parent=evm.model.Herato1805.55								
1878	Herato1805	7245078	7245689	+	0	NA	Intergenic	Intergenic	2383	ID=evm.model.Herato1805.211-E1;Parent=evm.model.Herato1805.211								
2388	Herato0301	159269	159538	+	0	NA	Intergenic	Intergenic	40788	ID=evm.model.Herato0301.2-E5;Parent=evm.model.Herato0301.2								
2264	Herato2001	6557694	6558167	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.239-E3;Parent=evm.model.Herato2001.239)	-promoter-TSS (ID=evm.model.Herato2001.239-E3;Parent=evm.model.Herato2001.239)	58	ID=evm.model.Herato2001.239-E3;Parent=evm.model.Herato2001.239								
1690	Herato1703	1037000	1038852	+	0	NA	Intergenic	Intergenic	4339	ID=evm.model.Herato1703.47-E3;Parent=evm.model.Herato1703.47								
617	Herato1003	4257351	4258359	+	0	NA	Intergenic	Intergenic	-12381	ID=evm.model.Herato1003.128-E2;Parent=evm.model.Herato1003.128								
79	Herato0606	4053117	4053998	+	0	NA	Intergenic	Intergenic	-43219	ID=evm.model.Herato0606.123-E1;Parent=evm.model.Herato0606.123								
1420	Herato1505	2060114	2061044	+	0	NA	Intergenic	Intergenic	13781	ID=evm.model.Herato1505.85-E9;Parent=evm.model.Herato1505.85								
352	Herato0801	1412412	1412778	+	0	NA	Intergenic	Intergenic	9892	ID=evm.model.Herato0801.21-E2;Parent=evm.model.Herato0801.21								
