PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thup_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_shared_5thup_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
907	Herato0101	2065068	2065796	+	0	NA	Intergenic	Intergenic	9009	ID=evm.model.Herato0101.51_evm.model.Herato0101.50-E2;Parent=evm.model.Herato0101.51_evm.model.Herato0101.50								
1868	Herato0101	3635258	3635612	+	0	NA	Intergenic	Intergenic	-25984	ID=evm.model.Herato0101.116-E1;Parent=evm.model.Herato0101.116								
590	Herato1007	1772863	1773557	+	0	NA	Intergenic	Intergenic	7374	ID=evm.model.Herato1007.76-E10;Parent=evm.model.Herato1007.76								
1210	Herato1507	7108915	7109145	+	0	NA	Intergenic	Intergenic	-13035	ID=evm.model.Herato1507.249.1-E1;Parent=evm.model.Herato1507.249.1								
664	Herato1108	4251839	4252737	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.157-E6;Parent=evm.model.Herato1108.157)	-promoter-TSS (ID=evm.model.Herato1108.157-E6;Parent=evm.model.Herato1108.157)	-302	ID=evm.model.Herato1108.157-E6;Parent=evm.model.Herato1108.157								
1790	Herato2001	8613610	8613953	+	0	NA	Intergenic	Intergenic	-21075	ID=evm.model.Herato2001.365-E1;Parent=evm.model.Herato2001.365								
1878	Herato2101	5375698	5376040	+	0	NA	Intergenic	Intergenic	-11399	ID=evm.model.Herato2101.185-E1;Parent=evm.model.Herato2101.185								
1690	Herato1910	463608	464433	+	0	NA	Intergenic	Intergenic	5738	ID=evm.model.Herato1910.43.6-E7;Parent=evm.model.Herato1910.43.6								
617	Herato1007	3922661	3923356	+	0	NA	Intergenic	Intergenic	-35699	ID=evm.model.Herato1007.146-E1;Parent=evm.model.Herato1007.146								
79	Herato0101	9051531	9051939	+	0	NA	Intergenic	Intergenic	-2482	ID=evm.model.Herato0101.273-E2;Parent=evm.model.Herato0101.273								
1420	Herato1801	4441053	4442538	+	0	NA	Intergenic	Intergenic	22794	ID=evm.model.Herato1801.152-E2;Parent=evm.model.Herato1801.152								
352	Herato0801	5355159	5355903	+	0	NA	Intergenic	Intergenic	2078	ID=evm.model.Herato0801.121.1-E1;Parent=evm.model.Herato0801.121.1								
126	Herato0101	9821106	9821811	+	0	NA	Intergenic	Intergenic	-65288	ID=evm.model.Herato0101.287-E1;Parent=evm.model.Herato0101.287								
251	Herato0701	12522542	12523783	+	0	NA	Intergenic	Intergenic	3872	ID=evm.model.Herato0701.591-E3;Parent=evm.model.Herato0701.591								
1034	Herato1301	14496980	14499426	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.545-E9;Parent=evm.model.Herato1301.545)	-promoter-TSS (ID=evm.model.Herato1301.545-E9;Parent=evm.model.Herato1301.545)	583	ID=evm.model.Herato1301.545-E8;Parent=evm.model.Herato1301.545								
1594	Herato1901	2551827	2552228	+	0	NA	TTS (ID=evm.model.Herato1901.83-E8;Parent=evm.model.Herato1901.83)	-TTS (ID=evm.model.Herato1901.83-E8;Parent=evm.model.Herato1901.83)	127	ID=evm.model.Herato1901.83-E8;Parent=evm.model.Herato1901.83								
369	Herato0821	907323	908319	+	0	NA	Intergenic	Intergenic	15895	ID=evm.model.Herato0821.45-E1;Parent=evm.model.Herato0821.45								
1533	Herato1807	415835	416930	+	0	NA	Intergenic	Intergenic	-1952	ID=evm.model.Herato1807.7-E2;Parent=evm.model.Herato1807.7								
1548	Herato1807	1282527	1283132	+	0	NA	Intergenic	Intergenic	3045	ID=evm.model.Herato1807.24-E2;Parent=evm.model.Herato1807.24								
651	Herato1108	2920759	2921561	+	0	NA	TTS (ID=evm.model.Herato1108.89-E2;Parent=evm.model.Herato1108.89)	-TTS (ID=evm.model.Herato1108.89-E2;Parent=evm.model.Herato1108.89)	404	ID=evm.model.Herato1108.89-E2;Parent=evm.model.Herato1108.89								
176	Herato0701	2669578	2670376	+	0	NA	Intergenic	Intergenic	-5409	ID=evm.model.Herato0701.151_evm.model.Herato0701.150-E1;Parent=evm.model.Herato0701.151_evm.model.Herato0701.150								
947	Herato1301	1960396	1960697	+	0	NA	Intergenic	Intergenic	-12394	ID=evm.model.Herato1301.52-E4;Parent=evm.model.Herato1301.52								
256	Herato0701	14033732	14033949	+	0	NA	Intergenic	Intergenic	2542	ID=evm.model.Herato0701.635-E11;Parent=evm.model.Herato0701.635								
1823	Herato2001	13201499	13201991	+	0	NA	Intergenic	Intergenic	-1548	ID=evm.model.Herato2001.531.1-E7;Parent=evm.model.Herato2001.531.1								
920	Herato1202	19660399	19660662	+	0	NA	Intergenic	Intergenic	9719	ID=evm.model.Herato1202.798-E6;Parent=evm.model.Herato1202.798								
428	Herato0901	5346949	5347831	+	0	NA	Intergenic	Intergenic	-51878	ID=evm.model.Herato0901.146-E1;Parent=evm.model.Herato0901.146								
887	Herato1202	16462868	16463791	+	0	NA	Intergenic	Intergenic	-1438	ID=evm.model.Herato1202.656-E2;Parent=evm.model.Herato1202.656								
72	Herato0606	3123623	3123909	+	0	NA	Intergenic	Intergenic	-29970	ID=evm.model.Herato0606.100-E1;Parent=evm.model.Herato0606.100								
500	Herato1003	5644357	5644869	+	0	NA	TTS (ID=evm.model.Herato1003.184-E2;Parent=evm.model.Herato1003.184)	-TTS (ID=evm.model.Herato1003.184-E2;Parent=evm.model.Herato1003.184)	1974	ID=evm.model.Herato1003.184.1-E2;Parent=evm.model.Herato1003.184.1								
1221	Herato1507	9644939	9645483	+	0	NA	TTS (ID=evm.model.Herato1507.324-E6;Parent=evm.model.Herato1507.324)	-TTS (ID=evm.model.Herato1507.324-E6;Parent=evm.model.Herato1507.324)	689	ID=evm.model.Herato1507.324-E6;Parent=evm.model.Herato1507.324								
1496	Herato1805	5302439	5302727	+	0	NA	Intergenic	Intergenic	2197	ID=evm.model.Herato1805.135.1-E1;Parent=evm.model.Herato1805.135.1								
1200	Herato1507	6438423	6438832	+	0	NA	Intergenic	Intergenic	-21135	ID=evm.model.Herato1507.230-E2;Parent=evm.model.Herato1507.230								
1757	Herato2001	4981501	4981977	+	0	NA	Intergenic	Intergenic	-26326	ID=evm.model.Herato2001.170-E1;Parent=evm.model.Herato2001.170								
918	Herato1202	19647199	19647630	+	0	NA	Intergenic	Intergenic	-3112	ID=evm.model.Herato1202.798-E5;Parent=evm.model.Herato1202.798								
1682	Herato1908	2046262	2046681	+	0	NA	Intergenic	Intergenic	5371	ID=evm.model.Herato1908.68-E14;Parent=evm.model.Herato1908.68								
1413	Herato1801	4185254	4185777	+	0	NA	promoter-TSS (ID=evm.model.Herato1801.146-E4;Parent=evm.model.Herato1801.146)	-promoter-TSS (ID=evm.model.Herato1801.146-E4;Parent=evm.model.Herato1801.146)	-852	ID=evm.model.Herato1801.146-E4;Parent=evm.model.Herato1801.146								
2107	Herato0503	7747074	7747303	+	0	NA	Intergenic	Intergenic	1782	ID=evm.model.Herato0503.294-E3;Parent=evm.model.Herato0503.294								
1108	Herato1408	2748890	2749293	+	0	NA	promoter-TSS (ID=evm.model.Herato1408.74-E7;Parent=evm.model.Herato1408.74)	-promoter-TSS (ID=evm.model.Herato1408.74-E7;Parent=evm.model.Herato1408.74)	794	ID=evm.model.Herato1408.74-E6;Parent=evm.model.Herato1408.74								
1275	Herato1605	646422	648412	+	0	NA	Intergenic	Intergenic	5230	ID=evm.model.Herato1605.30-E5;Parent=evm.model.Herato1605.30								
1598	Herato1901	2949318	2949803	+	0	NA	promoter-TSS (ID=evm.model.Herato1901.95-E1;Parent=evm.model.Herato1901.95)	-promoter-TSS (ID=evm.model.Herato1901.95-E1;Parent=evm.model.Herato1901.95)	-29	ID=evm.model.Herato1901.95-E1;Parent=evm.model.Herato1901.95								
1014	Herato1301	12124847	12125544	+	0	NA	Intergenic	Intergenic	27893	ID=evm.model.Herato1301.479-E1;Parent=evm.model.Herato1301.479								
843	Herato1202	12231582	12232322	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.469-E8;Parent=evm.model.Herato1202.469)	-promoter-TSS (ID=evm.model.Herato1202.469-E8;Parent=evm.model.Herato1202.469)	148	ID=evm.model.Herato1202.469-E7;Parent=evm.model.Herato1202.469								
1856	Herato2101	1978414	1979134	+	0	NA	TTS (ID=evm.model.Herato2101.66-E2;Parent=evm.model.Herato2101.66)	-TTS (ID=evm.model.Herato2101.66-E2;Parent=evm.model.Herato2101.66)	1068	ID=evm.model.Herato2101.66.1-E2;Parent=evm.model.Herato2101.66.1								
1491	Herato1805	4102850	4103384	+	0	NA	Intergenic	Intergenic	-15675	ID=evm.model.Herato1805.106.1-E2;Parent=evm.model.Herato1805.106.1								
1362	Herato1703	903763	904160	+	0	NA	Intergenic	Intergenic	-8591	ID=evm.model.Herato1703.16.2-E2;Parent=evm.model.Herato1703.16.2								
1804	Herato2001	11418822	11420985	+	0	NA	Intergenic	Intergenic	-4505	ID=evm.model.Herato2001.440.10-E15;Parent=evm.model.Herato2001.440.10								
632	Herato1102	393669	394012	+	0	NA	exon (ID=evm.model.Herato1102.10.4-E1;Parent=evm.model.Herato1102.10.4, exon 1 of 1)	-exon (ID=evm.model.Herato1102.10.4-E1;Parent=evm.model.Herato1102.10.4, exon 1 of 1)	295	ID=evm.model.Herato1102.10.4-E1;Parent=evm.model.Herato1102.10.4								
394	Herato0901	1586241	1586631	+	0	NA	Intergenic	Intergenic	-8647	ID=evm.model.Herato0901.58-E2;Parent=evm.model.Herato0901.58								
1371	Herato1703	1163372	1163760	+	0	NA	Intergenic	Intergenic	7153	ID=evm.model.Herato1703.19-E2;Parent=evm.model.Herato1703.19								
610	Herato1007	3405484	3406670	+	0	NA	Intergenic	Intergenic	-1080	ID=evm.model.Herato1007.126-E1;Parent=evm.model.Herato1007.126								
514	Herato1003	7058975	7059305	+	0	NA	Intergenic	Intergenic	1620	ID=evm.model.Herato1003.256-E3;Parent=evm.model.Herato1003.256								
725	Herato1108	11496944	11497880	+	0	NA	Intergenic	Intergenic	-5501	ID=evm.model.Herato1108.493-E1;Parent=evm.model.Herato1108.493								
513	Herato1003	7054316	7054883	+	0	NA	exon (ID=evm.model.Herato1003.256-E2;Parent=evm.model.Herato1003.256, exon 1 of 1)	-exon (ID=evm.model.Herato1003.256-E2;Parent=evm.model.Herato1003.256, exon 1 of 1)	439	ID=evm.model.Herato1003.256-E2;Parent=evm.model.Herato1003.256								
50	Herato0606	1630170	1630910	+	0	NA	Intergenic	Intergenic	7234	ID=evm.model.Herato0606.50.2.1-E1;Parent=evm.model.Herato0606.50.2.1								
1519	Herato1805	9336728	9337298	+	0	NA	Intergenic	Intergenic	-1229	ID=evm.model.Herato1805.284-E2;Parent=evm.model.Herato1805.284								
1994	Herato0310	7450789	7452394	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.191-E4;Parent=evm.model.Herato0310.191)	-promoter-TSS (ID=evm.model.Herato0310.191-E4;Parent=evm.model.Herato0310.191)	-235	ID=evm.model.Herato0310.191-E4;Parent=evm.model.Herato0310.191								
797	Herato1202	4073002	4073939	+	0	NA	Intergenic	Intergenic	-17549	ID=evm.model.Herato1202.143-E2;Parent=evm.model.Herato1202.143								
1136	Herato0206	46043	46878	+	0	NA	Intergenic	Intergenic	4061	ID=evm.model.Herato0206.2-E2;Parent=evm.model.Herato0206.2								
1175	Herato1505	3069018	3069425	+	0	NA	Intergenic	Intergenic	-7229	ID=evm.model.Herato1505.132.1-E1;Parent=evm.model.Herato1505.132.1								
1236	Herato0209	958954	959614	+	0	NA	Intergenic	Intergenic	-6536	ID=evm.model.Herato0209.64-E2;Parent=evm.model.Herato0209.64								
1683	Herato1908	2146733	2147834	+	0	NA	Intergenic	Intergenic	-8301	ID=evm.model.Herato1908.110-E1;Parent=evm.model.Herato1908.110								
645	Herato0101	17735717	17736504	+	0	NA	Intergenic	Intergenic	44140	ID=evm.model.Herato0101.702.2-E14;Parent=evm.model.Herato0101.702.2								
1326	Herato1701	6096951	6097712	+	0	NA	Intergenic	Intergenic	22386	ID=evm.model.Herato1701.167-E1;Parent=evm.model.Herato1701.167								
1382	Herato0101	2926892	2927894	+	0	NA	Intergenic	Intergenic	-12675	ID=evm.model.Herato0101.93-E3;Parent=evm.model.Herato0101.93								
1176	Herato1505	3137037	3137630	+	0	NA	Intergenic	Intergenic	-30919	ID=evm.model.Herato1505.136-E1;Parent=evm.model.Herato1505.136								
1452	Herato1805	2490939	2491455	+	0	NA	Intergenic	Intergenic	-119923	ID=evm.model.Herato1805.86-E1;Parent=evm.model.Herato1805.86								
1039	Herato1301	16844922	16845685	+	0	NA	Intergenic	Intergenic	3063	ID=evm.model.Herato1301.593-E2;Parent=evm.model.Herato1301.593								
1815	Herato2001	11762384	11762775	+	0	NA	TTS (ID=evm.model.Herato2001.443-E1;Parent=evm.model.Herato2001.443)	-TTS (ID=evm.model.Herato2001.443-E1;Parent=evm.model.Herato2001.443)	1135	ID=evm.model.Herato2001.443-E1;Parent=evm.model.Herato2001.443								
1005	Herato1301	11177437	11177807	+	0	NA	Intergenic	Intergenic	-12409	ID=evm.model.Herato1301.445-E1;Parent=evm.model.Herato1301.445								
28	Herato0601	3241658	3242290	+	0	NA	Intergenic	Intergenic	1988	ID=evm.model.Herato0601.76-E4;Parent=evm.model.Herato0601.76								
2089	Herato0503	4852695	4853196	+	0	NA	Intergenic	Intergenic	-8381	ID=evm.model.Herato0503.141-E1;Parent=evm.model.Herato0503.141								
589	Herato1007	1765678	1767489	+	0	NA	TTS (ID=evm.model.Herato1007.76-E10;Parent=evm.model.Herato1007.76)	-TTS (ID=evm.model.Herato1007.76-E10;Parent=evm.model.Herato1007.76)	747	ID=evm.model.Herato1007.76-E10;Parent=evm.model.Herato1007.76								
2087	Herato0503	4570361	4570955	+	0	NA	Intergenic	Intergenic	4509	ID=evm.model.Herato0503.132.2-E2;Parent=evm.model.Herato0503.132.2								
1337	Herato1701	6892468	6892896	+	0	NA	Intergenic	Intergenic	-11566	ID=evm.model.Herato1701.201-E1;Parent=evm.model.Herato1701.201								
215	Herato0701	8264049	8264840	+	0	NA	Intergenic	Intergenic	-10388	ID=evm.model.Herato0701.366-E7;Parent=evm.model.Herato0701.366								
687	Herato1108	7094772	7095344	+	0	NA	Intergenic	Intergenic	-7354	ID=evm.model.Herato1108.316.6-E2;Parent=evm.model.Herato1108.316.6								
2098	Herato0101	7563959	7564518	+	0	NA	Intergenic	Intergenic	47637	ID=evm.model.Herato0101.231-E1;Parent=evm.model.Herato0101.231								
150	Herato0701	1313341	1313764	+	0	NA	Intergenic	Intergenic	2731	ID=evm.model.Herato0701.51-E1;Parent=evm.model.Herato0701.51								
245	Herato0701	12315525	12316396	+	0	NA	TTS (ID=evm.model.Herato0701.571-E1;Parent=evm.model.Herato0701.571)	-TTS (ID=evm.model.Herato0701.571-E1;Parent=evm.model.Herato0701.571)	121	ID=evm.model.Herato0701.571-E2;Parent=evm.model.Herato0701.571								
826	Herato0101	20195914	20196123	+	0	NA	Intergenic	Intergenic	2118	ID=evm.model.Herato0101.776-E3;Parent=evm.model.Herato0101.776								
1344	Herato1701	8847089	8847407	+	0	NA	Intergenic	Intergenic	11034	ID=evm.model.Herato1701.272-E16;Parent=evm.model.Herato1701.272								
332	Herato0101	12134291	12135298	+	0	NA	Intergenic	Intergenic	-8687	ID=evm.model.Herato0101.389-E1;Parent=evm.model.Herato0101.389								
1099	Herato1408	1460109	1460420	+	0	NA	Intergenic	Intergenic	-14181	ID=evm.model.Herato1408.47.1-E1;Parent=evm.model.Herato1408.47.1								
1965	Herato0310	3725297	3725608	+	0	NA	Intergenic	Intergenic	6510	ID=evm.model.Herato0310.90-E1;Parent=evm.model.Herato0310.90								
745	Herato1108	13310088	13310895	+	0	NA	Intergenic	Intergenic	-20053	ID=evm.model.Herato1108.568-E1;Parent=evm.model.Herato1108.568								
34	Herato0601	3403698	3405528	+	0	NA	promoter-TSS (ID=evm.model.Herato0601.80-E2;Parent=evm.model.Herato0601.80)	-promoter-TSS (ID=evm.model.Herato0601.80-E2;Parent=evm.model.Herato0601.80)	-817	ID=evm.model.Herato0601.80-E2;Parent=evm.model.Herato0601.80								
2082	Herato0503	4203240	4203809	+	0	NA	Intergenic	Intergenic	-10776	ID=evm.model.Herato0503.130-E2;Parent=evm.model.Herato0503.130								
620	Herato1007	4224933	4225780	+	0	NA	Intergenic	Intergenic	8692	ID=evm.model.Herato1007.172-E2;Parent=evm.model.Herato1007.172								
1410	Herato1801	3906422	3906696	+	0	NA	Intergenic	Intergenic	-1784	ID=evm.model.Herato1801.134-E1;Parent=evm.model.Herato1801.134								
1434	Herato1805	773746	774440	+	0	NA	Intergenic	Intergenic	17179	ID=evm.model.Herato1805.51-E3;Parent=evm.model.Herato1805.51								
1547	Herato1807	1251232	1252764	+	0	NA	Intergenic	Intergenic	14732	ID=evm.model.Herato1807.24-E3;Parent=evm.model.Herato1807.24								
937	Herato1301	1050099	1050563	+	0	NA	Intergenic	Intergenic	-18643	ID=evm.model.Herato1301.33-E2;Parent=evm.model.Herato1301.33								
1045	Herato1301	17184802	17185677	+	0	NA	Intergenic	Intergenic	5785	ID=evm.model.Herato1301.612-E1;Parent=evm.model.Herato1301.612								
1619	Herato1904	1178879	1179170	+	0	NA	Intergenic	Intergenic	3832	ID=evm.model.Herato1904.42-E1;Parent=evm.model.Herato1904.42								
730	Herato0101	18758280	18758459	+	0	NA	Intergenic	Intergenic	14977	ID=evm.model.Herato0101.743-E11;Parent=evm.model.Herato0101.743								
16	Herato0601	1091316	1092934	+	0	NA	Intergenic	Intergenic	-26966	ID=evm.model.Herato0601.11-E1;Parent=evm.model.Herato0601.11								
921	Herato1202	19667578	19667991	+	0	NA	Intergenic	Intergenic	16973	ID=evm.model.Herato1202.798-E6;Parent=evm.model.Herato1202.798								
1069	Herato1301	19597790	19598034	+	0	NA	Intergenic	Intergenic	-62904	ID=evm.model.Herato1301.673-E1;Parent=evm.model.Herato1301.673								
1224	Herato1601	2585229	2585891	+	0	NA	Intergenic	Intergenic	-7320	ID=evm.model.Herato1601.58-E2;Parent=evm.model.Herato1601.58								
368	Herato0821	845335	845986	+	0	NA	Intergenic	Intergenic	7972	ID=evm.model.Herato0821.45.1-E3;Parent=evm.model.Herato0821.45.1								
994	Herato1301	7553014	7553485	+	0	NA	Intergenic	Intergenic	-4634	ID=evm.model.Herato1301.300-E3;Parent=evm.model.Herato1301.300								
611	Herato1007	3432406	3433242	+	0	NA	Intergenic	Intergenic	-1637	ID=evm.model.Herato1007.127.1-E3;Parent=evm.model.Herato1007.127.1								
1786	Herato2001	8550446	8551727	+	0	NA	Intergenic	Intergenic	-10201	ID=evm.model.Herato2001.361-E1;Parent=evm.model.Herato2001.361								
1849	Herato2001	17617583	17618020	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.676-E10;Parent=evm.model.Herato2001.676)	-promoter-TSS (ID=evm.model.Herato2001.676-E10;Parent=evm.model.Herato2001.676)	-11	ID=evm.model.Herato2001.676-E9;Parent=evm.model.Herato2001.676								
849	Herato1202	13181390	13181838	+	0	NA	Intergenic	Intergenic	-4180	ID=evm.model.Herato1202.496-E1;Parent=evm.model.Herato1202.496								
492	Herato1003	4252225	4252793	+	0	NA	Intergenic	Intergenic	-7035	ID=evm.model.Herato1003.128-E2;Parent=evm.model.Herato1003.128								
208	Herato0701	7977148	7977878	+	0	NA	Intergenic	Intergenic	-2882	ID=evm.model.Herato0701.361.4-E4;Parent=evm.model.Herato0701.361.4								
1523	Herato1805	9932400	9932722	+	0	NA	Intergenic	Intergenic	10257	ID=evm.model.Herato1805.291-E2;Parent=evm.model.Herato1805.291								
93	Herato0606	4156814	4157586	+	0	NA	Intergenic	Intergenic	-3108	ID=evm.model.Herato0606.128-E1;Parent=evm.model.Herato0606.128								
292	Herato0701	16294842	16295216	+	0	NA	Intergenic	Intergenic	-94990	ID=evm.model.Herato0701.700-E1;Parent=evm.model.Herato0701.700								
291	Herato0701	16292236	16292692	+	0	NA	Intergenic	Intergenic	-97555	ID=evm.model.Herato0701.700-E1;Parent=evm.model.Herato0701.700								
374	Herato0821	1063470	1064156	+	0	NA	Intergenic	Intergenic	25336	ID=evm.model.Herato0821.46-E12;Parent=evm.model.Herato0821.46								
114	Herato0606	7609914	7610423	+	0	NA	Intergenic	Intergenic	-1033	ID=evm.model.Herato0606.259.1-E1;Parent=evm.model.Herato0606.259.1								
429	Herato0901	5855568	5856584	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.181-E2;Parent=evm.model.Herato0901.181)	-promoter-TSS (ID=evm.model.Herato0901.181-E2;Parent=evm.model.Herato0901.181)	34	ID=evm.model.Herato0901.181-E2;Parent=evm.model.Herato0901.181								
1306	Herato1701	1801588	1802727	+	0	NA	Intergenic	Intergenic	-20443	ID=evm.model.Herato1701.55-E1;Parent=evm.model.Herato1701.55								
1939	Herato0301	4321050	4321460	+	0	NA	Intergenic	Intergenic	72716	ID=evm.model.Herato0301.106-E2;Parent=evm.model.Herato0301.106								
1328	Herato1701	6210581	6211000	+	0	NA	Intergenic	Intergenic	-12384	ID=evm.model.Herato1701.174.1-E1;Parent=evm.model.Herato1701.174.1								
73	Herato0606	3127613	3128246	+	0	NA	Intergenic	Intergenic	-25807	ID=evm.model.Herato0606.100-E1;Parent=evm.model.Herato0606.100								
409	Herato0901	2681359	2681838	+	0	NA	Intergenic	Intergenic	6611	ID=evm.model.Herato0901.78-E5;Parent=evm.model.Herato0901.78								
1091	Herato1301	22853932	22854283	+	0	NA	Intergenic	Intergenic	48298	ID=evm.model.Herato1301.769-E9;Parent=evm.model.Herato1301.769								
67	Herato0606	2983338	2983723	+	0	NA	Intergenic	Intergenic	-1764	ID=evm.model.Herato0606.93-E2;Parent=evm.model.Herato0606.93								
812	Herato1202	7413742	7415284	+	0	NA	Intergenic	Intergenic	-16087	ID=evm.model.Herato1202.294-E1;Parent=evm.model.Herato1202.294								
241	Herato0701	11211287	11211848	+	0	NA	TTS (ID=evm.model.Herato0701.475-E2;Parent=evm.model.Herato0701.475)	-TTS (ID=evm.model.Herato0701.475-E2;Parent=evm.model.Herato0701.475)	109	ID=evm.model.Herato0701.475-E3;Parent=evm.model.Herato0701.475								
1958	Herato0310	1973058	1973696	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.44-E2;Parent=evm.model.Herato0310.44)	-promoter-TSS (ID=evm.model.Herato0310.44-E2;Parent=evm.model.Herato0310.44)	260	ID=evm.model.Herato0310.44.1-E1;Parent=evm.model.Herato0310.44.1								
1962	Herato0310	3360114	3361214	+	0	NA	Intergenic	Intergenic	2781	ID=evm.model.Herato0310.68.1.1-E2;Parent=evm.model.Herato0310.68.1.1								
489	Herato1003	4192519	4193206	+	0	NA	Intergenic	Intergenic	-1955	ID=evm.model.Herato1003.125-E3;Parent=evm.model.Herato1003.125								
585	Herato1007	1241705	1242709	+	0	NA	Intergenic	Intergenic	26116	ID=evm.model.Herato1007.46-E2;Parent=evm.model.Herato1007.46								
327	Herato0801	88336	90218	+	0	NA	Intergenic	Intergenic	-2544	ID=evm.model.Herato0801.5-E4;Parent=evm.model.Herato0801.5								
1392	Herato1801	2150749	2151175	+	0	NA	Intergenic	Intergenic	18281	ID=evm.model.Herato1801.88-E2;Parent=evm.model.Herato1801.88								
1970	Herato0310	5057271	5057571	+	0	NA	Intergenic	Intergenic	5084	ID=evm.model.Herato0310.123-E1;Parent=evm.model.Herato0310.123								
