PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thup_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_shared_5thup_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2049	Hmel204036	447618	447931	+	0	NA	Intergenic	Intergenic	-4722	ID=HMEL036563g1.t1-E1;Parent=HMEL036563g1.t1								
1658	Hmel219005	53267	53559	+	0	NA	Intergenic	Intergenic	7140	ID=HMEL009277g2.t2-E1;Parent=HMEL009277g2.t2								
104	Hmel201002	603435	604019	+	0	NA	Intergenic	Intergenic	-36007	ID=HMEL003783g1.t1-E1;Parent=HMEL003783g1.t1								
2057	Hmel205005	584240	585151	+	0	NA	Intergenic	Intergenic	28239	ID=HmIR143a_1-E1;Parent=HmIR143a_1								
1558	Hmel218018	7477514	7478794	+	0	NA	Intergenic	Intergenic	14000	ID=HMEL034481g1.t1-E1;Parent=HMEL034481g1.t1								
1237	Hmel216011	41016	41608	+	0	NA	Intergenic	Intergenic	22037	ID=HMEL033532g1.t1-E1;Parent=HMEL033532g1.t1								
1635	Hmel219003	5055403	5056126	+	0	NA	Intergenic	Intergenic	2083	ID=HMEL016902g1.t1-E1;Parent=HMEL016902g1.t1								
1513	Hmel202006	2140417	2141287	+	0	NA	Intergenic	Intergenic	2972	ID=HMEL014363g1.t2-E2;Parent=HMEL014363g1.t2								
1264	Hmel216011	1784225	1784688	+	0	NA	Intergenic	Intergenic	2241	ID=HMEL010245g1.t1-E1;Parent=HMEL010245g1.t1								
747	Hmel201011	2612747	2613631	+	0	NA	Intergenic	Intergenic	1433	ID=HMEL033077g1.t1-E2;Parent=HMEL033077g1.t1								
159	Hmel207002	1377409	1378209	+	0	NA	TTS (ID=HMEL011222g1.t1-E1;Parent=HMEL011222g1.t1)	-TTS (ID=HMEL011222g1.t1-E1;Parent=HMEL011222g1.t1)	395	ID=HMEL011222g1.t1-E2;Parent=HMEL011222g1.t1								
1633	Hmel219003	4869823	4871044	+	0	NA	Intergenic	Intergenic	2445	ID=HMEL034653g1.t1-E2;Parent=HMEL034653g1.t1								
47	Hmel201009	605543	605898	+	0	NA	Intergenic	Intergenic	17592	ID=HMEL030129g1.t1-E2;Parent=HMEL030129g1.t1								
1427	Hmel218007	730524	731529	+	0	NA	Intergenic	Intergenic	-1109	ID=HMEL002563g1.t1-E2;Parent=HMEL002563g1.t1								
1942	Hmel203033	453569	454159	+	0	NA	Intergenic	Intergenic	-7053	ID=HMEL017477g1.t1-E1;Parent=HMEL017477g1.t1								
1484	Hmel218018	759694	759989	+	0	NA	Intergenic	Intergenic	-14598	ID=HMEL016237g1.t1-E1;Parent=HMEL016237g1.t1								
1017	Hmel213049	182881	184160	+	0	NA	Intergenic	Intergenic	-6152	ID=HMEL032062g1.t1-E2;Parent=HMEL032062g1.t1								
270	Hmel207021	744709	745524	+	0	NA	promoter-TSS (ID=HMEL037682g1.t1-E2;Parent=HMEL037682g1.t1)	-promoter-TSS (ID=HMEL037682g1.t1-E2;Parent=HMEL037682g1.t1)	-927	ID=HMEL037682g1.t1-E2;Parent=HMEL037682g1.t1								
1057	Hmel213065	696609	697086	+	0	NA	Intergenic	Intergenic	-13159	ID=HMEL014721g1.t1-E1;Parent=HMEL014721g1.t1								
2042	Hmel204017	2851597	2852061	+	0	NA	Intergenic	Intergenic	1959	ID=HMEL036500g1.t1-E2;Parent=HMEL036500g1.t1								
538	Hmel210011	170942	171539	+	0	NA	Intergenic	Intergenic	1371	ID=HMEL013312g2.t1-E3;Parent=HMEL013312g2.t1								
1602	Hmel219003	1928093	1928215	+	0	NA	Intergenic	Intergenic	-4829	ID=HMEL010669g1.t1-E1;Parent=HMEL010669g1.t1								
521	Hmel210009	2047	3524	+	0	NA	promoter-TSS (ID=HMEL030789g1.t1-E1;Parent=HMEL030789g1.t1)	-promoter-TSS (ID=HMEL030789g1.t1-E1;Parent=HMEL030789g1.t1)	-156	ID=HMEL030789g1.t1-E1;Parent=HMEL030789g1.t1								
2007	Hmel204003	205933	206147	+	0	NA	Intergenic	Intergenic	5272	ID=HMEL036354g1.t1-E1;Parent=HMEL036354g1.t1								
1332	Hmel217004	1875658	1876696	+	0	NA	Intergenic	Intergenic	-3135	ID=HMEL016695g1.t2-E1;Parent=HMEL016695g1.t2								
162	Hmel207002	1450921	1451869	+	0	NA	promoter-TSS (ID=HMEL011229g1.t1-E1;Parent=HMEL011229g1.t1)	-promoter-TSS (ID=HMEL011229g1.t1-E1;Parent=HMEL011229g1.t1)	-408	ID=HMEL011229g1.t1-E1;Parent=HMEL011229g1.t1								
1923	Hmel203030	8578	9360	+	0	NA	promoter-TSS (ID=HMEL036014g1.t1-E1;Parent=HMEL036014g1.t1)	-promoter-TSS (ID=HMEL036014g1.t1-E1;Parent=HMEL036014g1.t1)	-217	ID=HMEL036014g1.t1-E1;Parent=HMEL036014g1.t1								
880	Hmel212013	212275	212570	+	0	NA	Intergenic	Intergenic	18272	ID=HMEL017584g1.t1-E7;Parent=HMEL017584g1.t1								
433	Hmel209007	1061771	1062243	+	0	NA	TTS (ID=HMEL014632g1.t1-E3;Parent=HMEL014632g1.t1)	-TTS (ID=HMEL014632g1.t1-E3;Parent=HMEL014632g1.t1)	233	ID=HMEL014632g1.t1-E3;Parent=HMEL014632g1.t1								
1399	Hmel218004	43408	43656	+	0	NA	Intergenic	Intergenic	-8846	ID=HMEL014190g1.t1-E1;Parent=HMEL014190g1.t1								
1912	Hmel221030	310688	311301	+	0	NA	promoter-TSS (ID=HMEL009806g1.t1-E1;Parent=HMEL009806g1.t1)	-promoter-TSS (ID=HMEL009806g1.t1-E1;Parent=HMEL009806g1.t1)	-337	ID=HMEL009806g1.t1-E1;Parent=HMEL009806g1.t1								
986	Hmel213022	15864	16611	+	0	NA	Intergenic	Intergenic	2925	ID=HMEL014213g1.t1-E1;Parent=HMEL014213g1.t1								
786	Hmel212001	2669843	2670320	+	0	NA	Intergenic	Intergenic	5723	ID=HMEL016834g1.t1-E3;Parent=HMEL016834g1.t1								
740	Hmel201011	2522839	2523234	+	0	NA	Intergenic	Intergenic	7995	ID=HMEL033075g1.t1-E4;Parent=HMEL033075g1.t1								
1117	Hmel214019	174266	175729	+	0	NA	TTS (ID=HMEL020812g1.t1-E2;Parent=HMEL020812g1.t1)	-TTS (ID=HMEL020812g1.t1-E2;Parent=HMEL020812g1.t1)	752	ID=HMEL020811g1.t1-E1;Parent=HMEL020811g1.t1								
1008	Hmel213044	492975	493483	+	0	NA	Intergenic	Intergenic	-7032	ID=HMEL032034g1.t1-E1;Parent=HMEL032034g1.t1								
103	Hmel206009	3965178	3965628	+	0	NA	Intergenic	Intergenic	-3724	ID=HMEL037068g1.t1-E5;Parent=HMEL037068g1.t1								
201	Hmel207002	3717699	3718657	+	0	NA	Intergenic	Intergenic	4232	ID=HMEL015861g1.t1-E2;Parent=HMEL015861g1.t1								
871	Hmel212011	963287	963650	+	0	NA	Intergenic	Intergenic	-19637	ID=HMEL012672g1.t1-E1;Parent=HMEL012672g1.t1								
1401	Hmel218004	146059	147305	+	0	NA	TTS (ID=HMEL034235g1.t1-E1;Parent=HMEL034235g1.t1)	-TTS (ID=HMEL034235g1.t1-E1;Parent=HMEL034235g1.t1)	371	ID=HMEL034235g1.t1-E2;Parent=HMEL034235g1.t1								
719	Hmel201002	1333273	1333764	+	0	NA	Intergenic	Intergenic	-9025	ID=HMEL011296g1.t1-E3;Parent=HMEL011296g1.t1								
1529	Hmel218018	5676520	5676908	+	0	NA	Intergenic	Intergenic	20398	ID=HMEL034451g1.t1-E2;Parent=HMEL034451g1.t1								
902	Hmel201019	887374	887987	+	0	NA	Intergenic	Intergenic	6807	ID=HMEL006986g1.t1-E1;Parent=HMEL006986g1.t1								
827	Hmel212004	1469746	1470845	+	0	NA	Intergenic	Intergenic	2952	ID=HMEL012600g1.t1-E2;Parent=HMEL012600g1.t1								
266	Hmel207021	664314	664741	+	0	NA	promoter-TSS (ID=HMEL037679g1.t1-E3;Parent=HMEL037679g1.t1)	-promoter-TSS (ID=HMEL037679g1.t1-E3;Parent=HMEL037679g1.t1)	-452	ID=HMEL037679g1.t1-E3;Parent=HMEL037679g1.t1								
2039	Hmel204017	2643721	2644026	+	0	NA	Intergenic	Intergenic	5138	ID=HMEL036490g1.t1-E2;Parent=HMEL036490g1.t1								
1353	Hmel217014	347231	347556	+	0	NA	Intergenic	Intergenic	-5104	ID=HMEL021822g6.t1-E1;Parent=HMEL021822g6.t1								
1742	Hmel220003	1570361	1571238	+	0	NA	Intergenic	Intergenic	1680	ID=HMEL034999g1.t1-E1;Parent=HMEL034999g1.t1								
1624	Hmel219003	4323450	4324206	+	0	NA	Intergenic	Intergenic	-10142	ID=HMEL013154g1.t1-E1;Parent=HMEL013154g1.t1								
1219	Hmel215047	1988842	1989004	+	0	NA	Intergenic	Intergenic	29013	ID=HMEL032922g1.t1-E3;Parent=HMEL032922g1.t1								
1695	Hmel219016	145423	145673	+	0	NA	promoter-TSS (ID=HMEL034856g1.t1-E1;Parent=HMEL034856g1.t1)	-promoter-TSS (ID=HMEL034856g1.t1-E1;Parent=HMEL034856g1.t1)	-89	ID=HMEL034856g1.t1-E1;Parent=HMEL034856g1.t1								
97	Hmel206009	2943788	2943976	+	0	NA	promoter-TSS (ID=HMEL003208-RA-E2;Parent=HMEL003208-RA)	-promoter-TSS (ID=HMEL003208-RA-E2;Parent=HMEL003208-RA)	-9	ID=HMEL003208-RA-E2;Parent=HMEL003208-RA								
1704	Hmel219018	1272597	1273575	+	0	NA	Intergenic	Intergenic	8873	ID=HMEL034911g1.t1-E2;Parent=HMEL034911g1.t1								
668	Hmel211004	1737756	1737925	+	0	NA	Intergenic	Intergenic	-4166	ID=HMEL015171g1.t1-E1;Parent=HMEL015171g1.t1								
750	Hmel211016	108112	108269	+	0	NA	Intergenic	Intergenic	-1695	ID=HMEL031258g1.t1-E1;Parent=HMEL031258g1.t1								
688	Hmel211004	3355444	3356140	+	0	NA	promoter-TSS (ID=HMEL006248g1.t1-E3;Parent=HMEL006248g1.t1)	-promoter-TSS (ID=HMEL006248g1.t1-E3;Parent=HMEL006248g1.t1)	738	ID=HMEL006248g1.t1-E2;Parent=HMEL006248g1.t1								
1749	Hmel220003	2238375	2238871	+	0	NA	Intergenic	Intergenic	6454	ID=HMEL035019g1.t1-E2;Parent=HMEL035019g1.t1								
774	Hmel212001	2016843	2018406	+	0	NA	TTS (ID=HMEL016806g3.t1-E4;Parent=HMEL016806g3.t1)	-TTS (ID=HMEL016806g3.t1-E4;Parent=HMEL016806g3.t1)	840	ID=HMEL016806g3.t1-E4;Parent=HMEL016806g3.t1								
1126	Hmel214023	117952	118235	+	0	NA	Intergenic	Intergenic	29646	ID=HMEL032494g1.t1-E10;Parent=HMEL032494g1.t1								
910	Hmel212013	2400727	2401830	+	0	NA	Intergenic	Intergenic	13451	ID=HMEL031692g1.t1-E2;Parent=HMEL031692g1.t1								
693	Hmel211004	3740193	3740419	+	0	NA	Intergenic	Intergenic	17691	ID=HMEL031132g1.t1-E1;Parent=HMEL031132g1.t1								
1341	Hmel217004	3098674	3098870	+	0	NA	Intergenic	Intergenic	13050	ID=HMEL005246g1.t1-E5;Parent=HMEL005246g1.t1								
1534	Hmel218018	6110267	6110753	+	0	NA	Intergenic	Intergenic	2392	ID=HMEL007354g1.t1-E149;Parent=HMEL007354g1.t1								
893	Hmel212013	1148644	1149596	+	0	NA	TTS (ID=HMEL015301g1.t1-E2;Parent=HMEL015301g1.t1)	-TTS (ID=HMEL015301g1.t1-E2;Parent=HMEL015301g1.t1)	398	ID=HMEL015301g1.t1-E2;Parent=HMEL015301g1.t1								
1915	Hmel221035	18041	18329	+	0	NA	Intergenic	Intergenic	-4983	ID=HMEL035743g1.t1-E1;Parent=HMEL035743g1.t1								
804	Hmel212001	4631421	4631967	+	0	NA	promoter-TSS (ID=HMEL005535g1.t1-E7;Parent=HMEL005535g1.t1)	-promoter-TSS (ID=HMEL005535g1.t1-E7;Parent=HMEL005535g1.t1)	-13	ID=HMEL005535g1.t1-E7;Parent=HMEL005535g1.t1								
83	Hmel206009	2496448	2497173	+	0	NA	Intergenic	Intergenic	-7384	ID=HMEL005357g1.t1-E1;Parent=HMEL005357g1.t1								
1385	Hmel217020	2446144	2447526	+	0	NA	Intergenic	Intergenic	8521	ID=HMEL013462g1.t1-E1;Parent=HMEL013462g1.t1								
1818	Hmel220009	218394	218634	+	0	NA	Intergenic	Intergenic	2493	ID=HMEL035257g1.t1-E4;Parent=HMEL035257g1.t1								
2094	Hmel205013	117629	118883	+	0	NA	Intergenic	Intergenic	3754	ID=HMEL008930g1.t1-E1;Parent=HMEL008930g1.t1								
962	Hmel213005	49278	49925	+	0	NA	promoter-TSS (ID=HMEL009897-RA-E1;Parent=HMEL009897-RA)	-promoter-TSS (ID=HMEL009897-RA-E1;Parent=HMEL009897-RA)	-97	ID=HMEL009897-RA-E1;Parent=HMEL009897-RA								
755	Hmel212001	748877	749514	+	0	NA	Intergenic	Intergenic	5131	ID=HMEL005312g1.t1-E1;Parent=HMEL005312g1.t1								
1085	Hmel213069	1236502	1236765	+	0	NA	Intergenic	Intergenic	-1950	ID=HMEL016098g1.t1-E1;Parent=HMEL016098g1.t1								
1714	Hmel220003	256423	256918	+	0	NA	Intergenic	Intergenic	14589	ID=HMEL034980g1.t1-E2;Parent=HMEL034980g1.t1								
1837	Hmel220014	1002151	1002750	+	0	NA	promoter-TSS (ID=HMEL022279g1.t1-E1;Parent=HMEL022279g1.t1)	-promoter-TSS (ID=HMEL022279g1.t1-E1;Parent=HMEL022279g1.t1)	-160	ID=HMEL035331g1.t1-E1;Parent=HMEL035331g1.t1								
143	Hmel201009	1751365	1753035	+	0	NA	Intergenic	Intergenic	21488	ID=HMEL030156g1.t1-E1;Parent=HMEL030156g1.t1								
1403	Hmel218004	248922	249683	+	0	NA	promoter-TSS (ID=HmIR25a_1-E7;Parent=HmIR25a_1)	-promoter-TSS (ID=HmIR25a_1-E7;Parent=HmIR25a_1)	231	ID=HmIR25a_1-E6;Parent=HmIR25a_1								
1051	Hmel213065	241311	241621	+	0	NA	Intergenic	Intergenic	-13317	ID=HMEL032140g1.t1-E1;Parent=HMEL032140g1.t1								
1497	Hmel218018	2490005	2490484	+	0	NA	Intergenic	Intergenic	-10188	ID=HMEL034391g1.t1-E4;Parent=HMEL034391g1.t1								
518	Hmel210005	951579	952651	+	0	NA	Intergenic	Intergenic	5009	ID=HMEL008529g1.t1-E7;Parent=HMEL008529g1.t1								
497	Hmel210004	6847516	6847855	+	0	NA	Intergenic	Intergenic	15104	ID=HMEL030728g1.t1-E4;Parent=HMEL030728g1.t1								
1211	Hmel215047	541475	542109	+	0	NA	Intergenic	Intergenic	-5819	ID=HMEL032869g1.t1-E1;Parent=HMEL032869g1.t1								
169	Hmel201009	1906483	1907151	+	0	NA	promoter-TSS (ID=HMEL015812g1.t1-E1;Parent=HMEL015812g1.t1)	-promoter-TSS (ID=HMEL015812g1.t1-E1;Parent=HMEL015812g1.t1)	-164	ID=HMEL015812g1.t1-E1;Parent=HMEL015812g1.t1								
411	Hmel209005	296191	296400	+	0	NA	Intergenic	Intergenic	-17769	ID=HMEL018069g1.t1-E1;Parent=HMEL018069g1.t1								
1542	Hmel218018	6541197	6541751	+	0	NA	Intergenic	Intergenic	14610	ID=HMEL034461g1.t1-E3;Parent=HMEL034461g1.t1								
1711	Hmel220001	69736	70740	+	0	NA	promoter-TSS (ID=HMEL034955g1.t1-E2;Parent=HMEL034955g1.t1)	-promoter-TSS (ID=HMEL034955g1.t1-E2;Parent=HMEL034955g1.t1)	-19	ID=HMEL034955g1.t1-E2;Parent=HMEL034955g1.t1								
2102	Hmel205017	236335	237152	+	0	NA	Intergenic	Intergenic	-1320	ID=HMEL036734g1.t1-E3;Parent=HMEL036734g1.t1								
478	Hmel210004	2729969	2730283	+	0	NA	Intergenic	Intergenic	2275	ID=HmelUGT33G1-E4;Parent=HmelUGT33G1								
384	Hmel208051	815468	815804	+	0	NA	Intergenic	Intergenic	26137	ID=HMEL038156g1.t1-E1;Parent=HMEL038156g1.t1								
398	Hmel209001	1200893	1201132	+	0	NA	Intergenic	Intergenic	-10848	ID=HMEL007609g1.t1-E1;Parent=HMEL007609g1.t1								
836	Hmel212006	179824	180366	+	0	NA	Intergenic	Intergenic	6835	ID=HMEL002722g1.t1-E2;Parent=HMEL002722g1.t1								
2016	Hmel204013	1153233	1154029	+	0	NA	promoter-TSS (ID=HMEL007911g1.t1-E3;Parent=HMEL007911g1.t1)	-promoter-TSS (ID=HMEL007911g1.t1-E3;Parent=HMEL007911g1.t1)	-67	ID=HMEL007911g1.t2-E4;Parent=HMEL007911g1.t2								
955	Hmel213004	1401269	1401671	+	0	NA	promoter-TSS (ID=HMEL031784g1.t1-E4;Parent=HMEL031784g1.t1)	-promoter-TSS (ID=HMEL031784g1.t1-E4;Parent=HMEL031784g1.t1)	-844	ID=HMEL031784g1.t1-E4;Parent=HMEL031784g1.t1								
942	Hmel213004	654431	655096	+	0	NA	Intergenic	Intergenic	-17519	ID=HMEL011789g1.t1-E1;Parent=HMEL011789g1.t1								
1735	Hmel220003	1346452	1347100	+	0	NA	Intergenic	Intergenic	7219	ID=HMEL017020g1.t1-E7;Parent=HMEL017020g1.t1								
1376	Hmel217018	1281653	1282181	+	0	NA	Intergenic	Intergenic	-5525	ID=HMEL002937g1.t1-E1;Parent=HMEL002937g1.t1								
1888	Hmel201005	119112	119585	+	0	NA	Intergenic	Intergenic	-13715	ID=HMEL030066g1.t1-E1;Parent=HMEL030066g1.t1								
2030	Hmel201007	565244	565583	+	0	NA	Intergenic	Intergenic	-26407	ID=HMEL014538g1.t1-E1;Parent=HMEL014538g1.t1								
1595	Hmel219003	1629230	1629841	+	0	NA	Intergenic	Intergenic	-6876	ID=HMEL008613g1.t1-E1;Parent=HMEL008613g1.t1								
190	Hmel207002	2265901	2266173	+	0	NA	Intergenic	Intergenic	24193	ID=HMEL037399g1.t1-E2;Parent=HMEL037399g1.t1								
1750	Hmel220003	2287699	2288828	+	0	NA	Intergenic	Intergenic	-1555	ID=HMEL012564g1.t1-E1;Parent=HMEL012564g1.t1								
1808	Hmel220005	5658474	5659761	+	0	NA	Intergenic	Intergenic	-55477	ID=HMEL035242g1.t1-E1;Parent=HMEL035242g1.t1								
822	Hmel212004	338818	339147	+	0	NA	Intergenic	Intergenic	-1036	ID=HMEL018017g1.t1-E3;Parent=HMEL018017g1.t1								
601	Hmel210011	4034552	4037005	+	0	NA	TTS (ID=HMEL030908g1.t1-E2;Parent=HMEL030908g1.t1)	-TTS (ID=HMEL030908g1.t1-E2;Parent=HMEL030908g1.t1)	400	ID=HMEL030908g1.t1-E2;Parent=HMEL030908g1.t1								
1739	Hmel220003	1483472	1483874	+	0	NA	Intergenic	Intergenic	-1432	ID=HMEL017034g1.t1-E1;Parent=HMEL017034g1.t1								
231	Hmel207008	59486	60289	+	0	NA	Intergenic	Intergenic	37320	ID=HmGr15_1-E3;Parent=HmGr15_1								
1610	Hmel219003	2078294	2079047	+	0	NA	Intergenic	Intergenic	15334	ID=HMEL010686g1.t1-E3;Parent=HMEL010686g1.t1								
779	Hmel212001	2143010	2143974	+	0	NA	Intergenic	Intergenic	7767	ID=HMEL016810g2.t1-E1;Parent=HMEL016810g2.t1								
551	Hmel210011	1687415	1688449	+	0	NA	promoter-TSS (ID=HMEL030860g1.t1-E4;Parent=HMEL030860g1.t1)	-promoter-TSS (ID=HMEL030860g1.t1-E4;Parent=HMEL030860g1.t1)	-699	ID=HMEL030860g1.t3-E4;Parent=HMEL030860g1.t3								
343	Hmel208019	232218	232544	+	0	NA	Intergenic	Intergenic	10189	ID=HMEL037907g1.t1-E1;Parent=HMEL037907g1.t1								
504	Hmel201011	335580	336422	+	0	NA	Intergenic	Intergenic	4409	ID=HMEL006790g1.t1-E13;Parent=HMEL006790g1.t1								
981	Hmel213020	952774	953510	+	0	NA	promoter-TSS (ID=HMEL002519g2.t1-E2;Parent=HMEL002519g2.t1)	-promoter-TSS (ID=HMEL002519g2.t1-E2;Parent=HMEL002519g2.t1)	-948	ID=HMEL002519g2.t1-E2;Parent=HMEL002519g2.t1								
697	Hmel211004	3959131	3959422	+	0	NA	promoter-TSS (ID=HMEL015692-RA-E2;Parent=HMEL015692-RA)	-promoter-TSS (ID=HMEL015692-RA-E2;Parent=HMEL015692-RA)	127	ID=HMEL015692-RA-E1;Parent=HMEL015692-RA								
857	Hmel212011	207909	208124	+	0	NA	promoter-TSS (ID=HMEL012714g1.t1-E3;Parent=HMEL012714g1.t1)	-promoter-TSS (ID=HMEL012714g1.t1-E3;Parent=HMEL012714g1.t1)	-795	ID=HMEL012714g1.t1-E3;Parent=HMEL012714g1.t1								
1010	Hmel213044	607998	608427	+	0	NA	Intergenic	Intergenic	-2091	ID=HMEL032040g1.t1-E1;Parent=HMEL032040g1.t1								
707	Hmel201011	2247273	2247969	+	0	NA	TTS (ID=HMEL011434-RA-E2;Parent=HMEL011434-RA)	-TTS (ID=HMEL011434-RA-E2;Parent=HMEL011434-RA)	947	ID=HMEL011434-RA-E2;Parent=HMEL011434-RA								
1966	Hmel203048	417640	418477	+	0	NA	Intergenic	Intergenic	-8937	ID=HMEL036097g1.t1-E1;Parent=HMEL036097g1.t1								
1665	Hmel219011	104227	104647	+	0	NA	Intergenic	Intergenic	2337	ID=HMEL003361g1.t1-E1;Parent=HMEL003361g1.t1								
261	Hmel207021	509684	510670	+	0	NA	Intergenic	Intergenic	-11215	ID=HMEL037666g1.t1-E1;Parent=HMEL037666g1.t1								
1782	Hmel220005	2747323	2748880	+	0	NA	Intergenic	Intergenic	1863	ID=HMEL020094g1.t1-E11;Parent=HMEL020094g1.t1								
321	Hmel207028	94888	95408	+	0	NA	Intergenic	Intergenic	-5526	ID=HMEL010451g1.t1-E2;Parent=HMEL010451g1.t1								
792	Hmel212001	2952951	2954074	+	0	NA	Intergenic	Intergenic	-5905	ID=HMEL031377g1.t1-E1;Parent=HMEL031377g1.t1								
1079	Hmel213069	875667	876707	+	0	NA	promoter-TSS (ID=HMEL010402g1.t1-E1;Parent=HMEL010402g1.t1)	-promoter-TSS (ID=HMEL010402g1.t1-E1;Parent=HMEL010402g1.t1)	-205	ID=HMEL010402g1.t1-E1;Parent=HMEL010402g1.t1								
1248	Hmel216011	984804	985308	+	0	NA	Intergenic	Intergenic	-2934	ID=HMEL033547g1.t1-E2;Parent=HMEL033547g1.t1								
1590	Hmel219003	1026699	1026991	+	0	NA	Intergenic	Intergenic	1526	ID=HMEL016951g1.t1-E1;Parent=HMEL016951g1.t1								
1652	Hmel219003	7053804	7054555	+	0	NA	Intergenic	Intergenic	-31249	ID=HMEL034705g1.t1-E1;Parent=HMEL034705g1.t1								
1516	Hmel218018	4658428	4658612	+	0	NA	Intergenic	Intergenic	-1970	ID=HMEL034429g1.t1-E1;Parent=HMEL034429g1.t1								
2053	Hmel205001	373890	374342	+	0	NA	Intergenic	Intergenic	-11976	ID=HMEL036596g1.t1-E1;Parent=HMEL036596g1.t1								
924	Hmel212013	3254037	3254564	+	0	NA	Intergenic	Intergenic	-44457	ID=HMEL031706g1.t1-E1;Parent=HMEL031706g1.t1								
760	Hmel212001	1036673	1036949	+	0	NA	Intergenic	Intergenic	12021	ID=HMEL010993g1.t1-E2;Parent=HMEL010993g1.t1								
863	Hmel212011	762464	762954	+	0	NA	Intergenic	Intergenic	-2339	ID=HMEL031607g1.t1-E1;Parent=HMEL031607g1.t1								
531	Hmel210009	358328	358810	+	0	NA	Intergenic	Intergenic	-7613	ID=HMEL005948g1.t1-E1;Parent=HMEL005948g1.t1								
2027	Hmel204017	786899	787591	+	0	NA	Intergenic	Intergenic	-4309	ID=HMEL008385g1.t1-E3;Parent=HMEL008385g1.t1								
172	Hmel207002	1599905	1600269	+	0	NA	Intergenic	Intergenic	-12648	ID=HMEL011239g1.t1-E1;Parent=HMEL011239g1.t1								
1745	Hmel220003	1651384	1653544	+	0	NA	Intergenic	Intergenic	4348	ID=HMEL035003g1.t1-E2;Parent=HMEL035003g1.t1								
2111	Hmel205020	298405	299029	+	0	NA	Intergenic	Intergenic	40525	ID=HMEL036792g1.t1-E2;Parent=HMEL036792g1.t1								
1366	Hmel217018	574411	574928	+	0	NA	Intergenic	Intergenic	3903	ID=HMEL033969g1.t1-E1;Parent=HMEL033969g1.t1								
223	Hmel201009	2328842	2329112	+	0	NA	Intergenic	Intergenic	-6170	ID=HMEL017258g1.t1-E1;Parent=HMEL017258g1.t1								
721	Hmel211012	128596	129065	+	0	NA	TTS (ID=HMEL031201g1.t1-E1;Parent=HMEL031201g1.t1)	-TTS (ID=HMEL031201g1.t1-E1;Parent=HMEL031201g1.t1)	835	ID=HMEL031201g1.t1-E1;Parent=HMEL031201g1.t1								
1897	Hmel221015	23243	23805	+	0	NA	promoter-TSS (ID=HMEL002170g1.t1-E1;Parent=HMEL002170g1.t1)	-promoter-TSS (ID=HMEL002170g1.t1-E1;Parent=HMEL002170g1.t1)	-731	ID=HMEL002170g1.t1-E1;Parent=HMEL002170g1.t1								
1043	Hmel213062	1044158	1044791	+	0	NA	Intergenic	Intergenic	-3342	ID=HMEL032127g1.t1-E1;Parent=HMEL032127g1.t1								
1255	Hmel216011	1127469	1127968	+	0	NA	Intergenic	Intergenic	4158	ID=HMEL033553g1.t1-E3;Parent=HMEL033553g1.t1								
669	Hmel211004	1739914	1740484	+	0	NA	Intergenic	Intergenic	4703	ID=HMEL015171g2.t1-E1;Parent=HMEL015171g2.t1								
282	Hmel207021	966655	967094	+	0	NA	Intergenic	Intergenic	-23418	ID=HMEL037686g1.t1-E1;Parent=HMEL037686g1.t1								
420	Hmel209005	934199	934787	+	0	NA	Intergenic	Intergenic	-4009	ID=HMEL012970g1.t1-E1;Parent=HMEL012970g1.t1								
1852	Hmel221001	642043	642226	+	0	NA	Intergenic	Intergenic	-4212	ID=HMEL011029g2.t1-E1;Parent=HMEL011029g2.t1								
639	Hmel201011	1377702	1378294	+	0	NA	TTS (ID=HMEL011381g1.t1-E5;Parent=HMEL011381g1.t1)	-TTS (ID=HMEL011381g1.t1-E5;Parent=HMEL011381g1.t1)	319	ID=HMEL033041g1.t1-E4;Parent=HMEL033041g1.t1								
989	Hmel213022	29657	30759	+	0	NA	Intergenic	Intergenic	2573	ID=HMEL031907g1.t1-E2;Parent=HMEL031907g1.t1								
1505	Hmel218018	2595012	2595263	+	0	NA	Intergenic	Intergenic	41955	ID=HMEL034393g1.t1-E2;Parent=HMEL034393g1.t1								
1348	Hmel217004	4342326	4342743	+	0	NA	promoter-TSS (ID=HMEL017758g1.t1-E2;Parent=HMEL017758g1.t1)	-promoter-TSS (ID=HMEL017758g1.t1-E2;Parent=HMEL017758g1.t1)	40	ID=HMEL017758g1.t1-E2;Parent=HMEL017758g1.t1								
577	Hmel210011	2772720	2773265	+	0	NA	Intergenic	Intergenic	-10919	ID=HMEL030881g1.t1-E1;Parent=HMEL030881g1.t1								
1137	Hmel202004	1249813	1250000	+	0	NA	Intergenic	Intergenic	-4417	ID=HMEL033211g1.t1-E1;Parent=HMEL033211g1.t1								
