PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_melpUnique_5thdown.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_melpUnique_5thdown_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1045	Hmel206006	1678965	1679544	+	0	NA	Intergenic	Intergenic	2673	ID=HMEL008984g1.t1-E1;Parent=HMEL008984g1.t1								
1619	Hmel208014	70791	71878	+	0	NA	promoter-TSS (ID=HMEL037848g1.t1-E3;Parent=HMEL037848g1.t1)	-promoter-TSS (ID=HMEL037848g1.t1-E3;Parent=HMEL037848g1.t1)	-343	ID=HMEL037848g1.t1-E3;Parent=HMEL037848g1.t1								
4265	Hmel218018	286947	287309	+	0	NA	Intergenic	Intergenic	87321	ID=HMEL017493-RA-E1;Parent=HMEL017493-RA								
5219	Hmel221028	29401	29878	+	0	NA	Intergenic	Intergenic	3427	ID=HMEL035710g1.t1-E5;Parent=HMEL035710g1.t1								
1069	Hmel206006	2366526	2366893	+	0	NA	Intergenic	Intergenic	4208	ID=HMEL002537g1.t1-E4;Parent=HMEL002537g1.t1								
1224	Hmel206015	91844	92125	+	0	NA	Intergenic	Intergenic	3144	ID=HMEL037166g1.t1-E2;Parent=HMEL037166g1.t1								
368	Hmel202006	1119982	1120472	+	0	NA	Intergenic	Intergenic	-2086	ID=HMEL033277g1.t1-E1;Parent=HMEL033277g1.t1								
3078	Hmel213049	735588	735778	+	0	NA	Intergenic	Intergenic	-6708	ID=HMEL004352g1.t1-E1;Parent=HMEL004352g1.t1								
4007	Hmel217014	812278	812512	+	0	NA	Intergenic	Intergenic	10472	ID=HMEL033922g1.t1-E10;Parent=HMEL033922g1.t1								
4705	Hmel219012	133032	133252	+	0	NA	Intergenic	Intergenic	24529	ID=HMEL006580g2.t1-E1;Parent=HMEL006580g2.t1								
611	Hmel203067	1104532	1104728	+	0	NA	Intergenic	Intergenic	2082	ID=HMEL036157g1.t1-E1;Parent=HMEL036157g1.t1								
1849	Hmel209006	343692	344432	+	0	NA	Intergenic	Intergenic	2178	ID=HMEL013610g2.t1-E2;Parent=HMEL013610g2.t1								
849	Hmel205005	1009813	1010390	+	0	NA	Intergenic	Intergenic	-1260	ID=HMEL016256g2.t1-E1;Parent=HMEL016256g2.t1								
4680	Hmel219009	62591	62857	+	0	NA	Intergenic	Intergenic	-2301	ID=HMEL034733g1.t1-E1;Parent=HMEL034733g1.t1								
492	Hmel202006	6538215	6538578	+	0	NA	Intergenic	Intergenic	-3632	ID=HMEL003596g3.t1-E1;Parent=HMEL003596g3.t1								
2740	Hmel212009	1057905	1058606	+	0	NA	Intergenic	Intergenic	6601	ID=HMEL011931g1.t1-E1;Parent=HMEL011931g1.t1								
208	Hmel201009	4322100	4322307	+	0	NA	Intergenic	Intergenic	-3231	ID=HMEL030245g1.t1-E1;Parent=HMEL030245g1.t1								
2271	Hmel210011	4417069	4418358	+	0	NA	Intergenic	Intergenic	13316	ID=HMEL009079g1.t1-E5;Parent=HMEL009079g1.t1								
3225	Hmel213065	556191	556350	+	0	NA	Intergenic	Intergenic	-5861	ID=HMEL032151g1.t1-E9;Parent=HMEL032151g1.t1								
292	Hmel201013	27730	27871	+	0	NA	NA	NA	NA	NA								
2773	Hmel212013	594211	594442	+	0	NA	TTS (ID=HMEL011955g1.t1-E2;Parent=HMEL011955g1.t1)	-TTS (ID=HMEL011955g1.t1-E2;Parent=HMEL011955g1.t1)	890	ID=HMEL011955g1.t1-E2;Parent=HMEL011955g1.t1								
2445	Hmel211012	563908	564115	+	0	NA	Intergenic	Intergenic	2790	ID=HMEL010323g2.t1-E4;Parent=HMEL010323g2.t1								
4039	Hmel217018	911697	911856	+	0	NA	Intergenic	Intergenic	14536	ID=HMEL033979g1.t1-E3;Parent=HMEL033979g1.t1								
291	Hmel201013	16037	16247	+	0	NA	NA	NA	NA	NA								
3071	Hmel213049	543123	543636	+	0	NA	Intergenic	Intergenic	-23734	ID=HMEL032072g1.t1-E1;Parent=HMEL032072g1.t1								
3703	Hmel216007	263846	264058	+	0	NA	Intergenic	Intergenic	7265	ID=HMEL012649g1.t1-E3;Parent=HMEL012649g1.t1								
114	Hmel201007	1281887	1282068	+	0	NA	Intergenic	Intergenic	12600	ID=HMEL004272g1.t1-E2;Parent=HMEL004272g1.t1								
3272	Hmel213069	523328	523662	+	0	NA	Intergenic	Intergenic	6647	ID=HMEL032219g1.t1-E2;Parent=HMEL032219g1.t1								
1939	Hmel209007	5049338	5050378	+	0	NA	TTS (ID=HMEL014901g1.t1-E2;Parent=HMEL014901g1.t1)	-TTS (ID=HMEL014901g1.t1-E2;Parent=HMEL014901g1.t1)	1868	ID=HMEL014901g1.t1-E2;Parent=HMEL014901g1.t1								
4879	Hmel220005	296205	297304	+	0	NA	TTS (ID=HMEL003817g2.t1-E2;Parent=HMEL003817g2.t1)	-TTS (ID=HMEL003817g2.t1-E2;Parent=HMEL003817g2.t1)	139	ID=HMEL003817g2.t1-E3;Parent=HMEL003817g2.t1								
5054	Hmel220012	297576	298964	+	0	NA	Intergenic	Intergenic	-1070	ID=HMEL035296g1.t1-E4;Parent=HMEL035296g1.t1								
4894	Hmel220005	829601	829747	+	0	NA	Intergenic	Intergenic	-18074	ID=HMEL012268g1.t1-E1;Parent=HMEL012268g1.t1								
73	Hmel201005	401747	401906	+	0	NA	Intergenic	Intergenic	13836	ID=HMEL030071g1.t1-E2;Parent=HMEL030071g1.t1								
67	Hmel201005	110871	111628	+	0	NA	Intergenic	Intergenic	-21814	ID=HMEL030066g1.t1-E1;Parent=HMEL030066g1.t1								
3335	Hmel214008	409260	409516	+	0	NA	Intergenic	Intergenic	-2254	ID=HMEL008012g1.t1-E1;Parent=HMEL008012g1.t1								
3636	Hmel215047	2293384	2293750	+	0	NA	TTS (ID=HMEL032927g1.t1-E2;Parent=HMEL032927g1.t1)	-TTS (ID=HMEL032927g1.t1-E2;Parent=HMEL032927g1.t1)	810	ID=HMEL032927g1.t1-E2;Parent=HMEL032927g1.t1								
241	Hmel201011	172148	173187	+	0	NA	promoter-TSS (ID=HMEL006803g1.t1-E9;Parent=HMEL006803g1.t1)	-promoter-TSS (ID=HMEL006803g1.t1-E9;Parent=HMEL006803g1.t1)	-648	ID=HMEL006803g1.t1-E9;Parent=HMEL006803g1.t1								
2561	Hmel212001	381345	381950	+	0	NA	Intergenic	Intergenic	-6994	ID=HMEL031327g1.t1-E1;Parent=HMEL031327g1.t1								
3133	Hmel213054	200306	200815	+	0	NA	Intergenic	Intergenic	33437	ID=HMEL007986g1.t1-E2;Parent=HMEL007986g1.t1								
327	Hmel202004	203510	204709	+	0	NA	Intergenic	Intergenic	2347	ID=HMEL014157g1.t1-E4;Parent=HMEL014157g1.t1								
4697	Hmel219013	131383	131617	+	0	NA	Intergenic	Intergenic	-4805	ID=HMEL034771g1.t1-E2;Parent=HMEL034771g1.t1								
1970	Hmel210001	1264441	1264746	+	0	NA	promoter-TSS (ID=HMEL017339g1.t1-E4;Parent=HMEL017339g1.t1)	-promoter-TSS (ID=HMEL017339g1.t1-E4;Parent=HMEL017339g1.t1)	-964	ID=HMEL017339g1.t1-E4;Parent=HMEL017339g1.t1								
4125	Hmel218003	825303	825565	+	0	NA	Intergenic	Intergenic	-6110	ID=HMEL001014g1.t1-E1;Parent=HMEL001014g1.t1								
2391	Hmel211004	4198315	4198954	+	0	NA	Intergenic	Intergenic	-2675	ID=HMEL005212g1.t1-E1;Parent=HMEL005212g1.t1								
4559	Hmel219003	3209383	3210049	+	0	NA	Intergenic	Intergenic	18363	ID=HMEL006178g2.t1-E3;Parent=HMEL006178g2.t1								
1281	Hmel207002	515685	515865	+	0	NA	Intergenic	Intergenic	15372	ID=HMEL009519g1.t1-E4;Parent=HMEL009519g1.t1								
1864	Hmel209007	709362	709530	+	0	NA	Intergenic	Intergenic	-1520	ID=HMEL009498g2.t1-E1;Parent=HMEL009498g2.t1								
3214	Hmel213065	58531	58698	+	0	NA	Intergenic	Intergenic	2596	ID=HMEL032136g1.t1-E2;Parent=HMEL032136g1.t1								
4554	Hmel219003	3155638	3156750	+	0	NA	Intergenic	Intergenic	16255	ID=HMEL006178g1.t1-E2;Parent=HMEL006178g1.t1								
4765	Hmel219015	133313	134082	+	0	NA	promoter-TSS (ID=HMEL008758g1.t1-E4;Parent=HMEL008758g1.t1)	-promoter-TSS (ID=HMEL008758g1.t1-E4;Parent=HMEL008758g1.t1)	-868	ID=HMEL008758g1.t1-E4;Parent=HMEL008758g1.t1								
3675	Hmel216001	637751	638268	+	0	NA	Intergenic	Intergenic	-3197	ID=HMEL014308g1.t1-E1;Parent=HMEL014308g1.t1								
3491	Hmel215002	45981	46397	+	0	NA	Intergenic	Intergenic	-4099	ID=HMEL032647g1.t1-E1;Parent=HMEL032647g1.t1								
1603	Hmel208008	180116	180579	+	0	NA	Intergenic	Intergenic	-2790	ID=HMEL037823g1.t1-E1;Parent=HMEL037823g1.t1								
1881	Hmel209007	2053207	2053786	+	0	NA	Intergenic	Intergenic	4264	ID=HMEL030417g1.t1-E2;Parent=HMEL030417g1.t1								
4403	Hmel218018	5783874	5784101	+	0	NA	Intergenic	Intergenic	5030	ID=HMEL005850g1.t1-E2;Parent=HMEL005850g1.t1								
3952	Hmel217004	2484712	2485487	+	0	NA	Intergenic	Intergenic	-2264	ID=HMEL033813g1.t1-E4;Parent=HMEL033813g1.t1								
24	Hmel201002	1318628	1319490	+	0	NA	Intergenic	Intergenic	-4579	ID=HMEL011296g1.t1-E5;Parent=HMEL011296g1.t1								
2375	Hmel211004	3376549	3376897	+	0	NA	promoter-TSS (ID=HMEL031121g1.t1-E1;Parent=HMEL031121g1.t1)	-promoter-TSS (ID=HMEL031121g1.t1-E1;Parent=HMEL031121g1.t1)	-494	ID=HMEL031121g1.t1-E1;Parent=HMEL031121g1.t1								
2759	Hmel212011	1348483	1349077	+	0	NA	TTS (ID=HMEL012954-RA-E9;Parent=HMEL012954-RA)	-TTS (ID=HMEL012954-RA-E9;Parent=HMEL012954-RA)	1774	ID=HMEL012954-RA-E9;Parent=HMEL012954-RA								
2049	Hmel210004	4442759	4443878	+	0	NA	Intergenic	Intergenic	34721	ID=HMEL030676g1.t1-E2;Parent=HMEL030676g1.t1								
3321	Hmel213071	958711	959325	+	0	NA	Intergenic	Intergenic	14541	ID=HMEL032259g1.t1-E2;Parent=HMEL032259g1.t1								
104	Hmel201007	868499	868836	+	0	NA	Intergenic	Intergenic	-4318	ID=HMEL030098g1.t1-E1;Parent=HMEL030098g1.t1								
3197	Hmel213062	923160	923356	+	0	NA	promoter-TSS (ID=HMEL032122g1.t1-E5;Parent=HMEL032122g1.t1)	-promoter-TSS (ID=HMEL032122g1.t1-E5;Parent=HMEL032122g1.t1)	106	ID=HMEL032122g1.t1-E4;Parent=HMEL032122g1.t1								
4241	Hmel218011	342308	342519	+	0	NA	Intergenic	Intergenic	8619	ID=HMEL034336g1.t1-E1;Parent=HMEL034336g1.t1								
1558	Hmel207021	2326612	2327783	+	0	NA	Intergenic	Intergenic	-6638	ID=HMEL037719g1.t1-E3;Parent=HMEL037719g1.t1								
3370	Hmel214010	238756	238963	+	0	NA	Intergenic	Intergenic	5427	ID=HMEL032396g1.t1-E5;Parent=HMEL032396g1.t1								
5239	Hmel221045	57970	58623	+	0	NA	Intergenic	Intergenic	7846	ID=HMEL035806g1.t1-E1;Parent=HMEL035806g1.t1								
3493	Hmel215006	33008	33744	+	0	NA	Intergenic	Intergenic	-1667	ID=HMEL013368g1.t1-E7;Parent=HMEL013368g1.t1								
4881	Hmel220005	320421	320595	+	0	NA	Intergenic	Intergenic	-1288	ID=HMEL003819g1.t1-E1;Parent=HMEL003819g1.t1								
4371	Hmel218018	4406191	4406423	+	0	NA	Intergenic	Intergenic	-4811	ID=HMEL034424g1.t1-E1;Parent=HMEL034424g1.t1								
1513	Hmel207017	68137	68693	+	0	NA	Intergenic	Intergenic	3088	ID=HMEL037646g1.t1-E2;Parent=HMEL037646g1.t1								
2175	Hmel210010	255223	255889	+	0	NA	Intergenic	Intergenic	-40941	ID=HMEL012513g1.t1-E1;Parent=HMEL012513g1.t1								
1264	Hmel206022	614655	615053	+	0	NA	Intergenic	Intergenic	-4601	ID=HMEL014433g1.t1-E1;Parent=HMEL014433g1.t1								
4468	Hmel218018	7988666	7989670	+	0	NA	Intergenic	Intergenic	3213	ID=HMEL034484g1.t1-E1;Parent=HMEL034484g1.t1								
159	Hmel201009	2166364	2166827	+	0	NA	Intergenic	Intergenic	4489	ID=HMEL013861g1.t1-E10;Parent=HMEL013861g1.t1								
747	Hmel204017	1494099	1494813	+	0	NA	promoter-TSS (ID=HMEL007430g1.t1-E8;Parent=HMEL007430g1.t1)	-promoter-TSS (ID=HMEL007430g1.t1-E8;Parent=HMEL007430g1.t1)	-431	ID=HMEL007430g1.t1-E8;Parent=HMEL007430g1.t1								
4905	Hmel220005	1284018	1284360	+	0	NA	Intergenic	Intergenic	-1872	ID=HMEL016159g2.t1-E1;Parent=HMEL016159g2.t1								
1633	Hmel208019	56020	56245	+	0	NA	Intergenic	Intergenic	7157	ID=HMEL013427g1.t1-E2;Parent=HMEL013427g1.t1								
47	Hmel201002	2323372	2323916	+	0	NA	Intergenic	Intergenic	-7181	ID=HMEL014985g1.t1-E2;Parent=HMEL014985g1.t1								
5332	Hmel219003	2271262	2271924	+	0	NA	Intergenic	Intergenic	-1626	ID=HMEL022586g1.t1-E1;Parent=HMEL022586g1.t1								
4540	Hmel219003	1954123	1954882	+	0	NA	Intergenic	Intergenic	2643	ID=HMEL010671g1.t1-E2;Parent=HMEL010671g1.t1								
1942	Hmel209007	5199546	5200404	+	0	NA	Intergenic	Intergenic	-2144	ID=HMEL011590g1.t1-E2;Parent=HMEL011590g1.t1								
1427	Hmel207002	6470368	6470676	+	0	NA	Intergenic	Intergenic	-19576	ID=HMEL037499g1.t1-E1;Parent=HMEL037499g1.t1								
4217	Hmel218007	727027	727592	+	0	NA	Intergenic	Intergenic	1509	ID=HMEL002563g1.t1-E6;Parent=HMEL002563g1.t1								
1484	Hmel207011	244025	244491	+	0	NA	Intergenic	Intergenic	-12026	ID=HMEL007904g1.t1-E1;Parent=HMEL007904g1.t1								
1017	Hmel205028	31613	32150	+	0	NA	Intergenic	Intergenic	23141	ID=HMEL036880g1.t1-E2;Parent=HMEL036880g1.t1								
3619	Hmel215047	995544	996793	+	0	NA	Intergenic	Intergenic	-17375	ID=HMEL009118g1.t1-E2;Parent=HMEL009118g1.t1								
2042	Hmel210004	3871807	3872149	+	0	NA	Intergenic	Intergenic	-8613	ID=HMEL030665g1.t1-E16;Parent=HMEL030665g1.t1								
1057	Hmel206006	1899723	1900831	+	0	NA	Intergenic	Intergenic	4870	ID=HMEL036961g1.t1-E1;Parent=HMEL036961g1.t1								
538	Hmel203034	15664	16042	+	0	NA	promoter-TSS (ID=HMEL007693g1.t1-E7;Parent=HMEL007693g1.t1)	-promoter-TSS (ID=HMEL007693g1.t1-E7;Parent=HMEL007693g1.t1)	-619	ID=HMEL007693g1.t1-E7;Parent=HMEL007693g1.t1								
3748	Hmel216009	1531865	1532105	+	0	NA	Intergenic	Intergenic	3746	ID=HMEL008833g1.t1-E1;Parent=HMEL008833g1.t1								
4711	Hmel219012	216595	217032	+	0	NA	Intergenic	Intergenic	3198	ID=HMEL009568g1.t1-E1;Parent=HMEL009568g1.t1								
521	Hmel203001	237734	238061	+	0	NA	Intergenic	Intergenic	-6149	ID=HMEL020200g1.t1-E1;Parent=HMEL020200g1.t1								
1923	Hmel209007	4263215	4263355	+	0	NA	Intergenic	Intergenic	-12037	ID=HMEL009261g4.t1-E1;Parent=HMEL009261g4.t1								
162	Hmel201009	2339852	2339994	+	0	NA	promoter-TSS (ID=HMEL017258g2.t1-E3;Parent=HMEL017258g2.t1)	-promoter-TSS (ID=HMEL017258g2.t1-E3;Parent=HMEL017258g2.t1)	81	ID=HMEL017258g2.t1-E3;Parent=HMEL017258g2.t1								
433	Hmel202006	2644973	2645781	+	0	NA	Intergenic	Intergenic	2482	ID=HMEL002112g1.t1-E1;Parent=HMEL002112g1.t1								
880	Hmel205011	85340	85790	+	0	NA	Intergenic	Intergenic	-1416	ID=HMEL016056g1.t1-E1;Parent=HMEL016056g1.t1								
3461	Hmel214025	45754	45942	+	0	NA	Intergenic	Intergenic	13959	ID=HMEL032548g1.t1-E3;Parent=HMEL032548g1.t1								
1912	Hmel209007	3819990	3820132	+	0	NA	promoter-TSS (ID=HMEL030463g1.t1-E1;Parent=HMEL030463g1.t1)	-promoter-TSS (ID=HMEL030463g1.t1-E1;Parent=HMEL030463g1.t1)	-432	ID=HMEL030463g1.t1-E1;Parent=HMEL030463g1.t1								
2164	Hmel210009	749265	749437	+	0	NA	Intergenic	Intergenic	1337	ID=HMEL002389g1.t1-E24;Parent=HMEL002389g1.t1								
786	Hmel204036	139868	140067	+	0	NA	Intergenic	Intergenic	-1431	ID=HMEL036555g1.t1-E2;Parent=HMEL036555g1.t1								
986	Hmel205020	896062	896536	+	0	NA	Intergenic	Intergenic	27585	ID=HMEL036807g1.t1-E1;Parent=HMEL036807g1.t1								
3293	Hmel213069	1263198	1263460	+	0	NA	Intergenic	Intergenic	10112	ID=HMEL032236g1.t1-E18;Parent=HMEL032236g1.t1								
1008	Hmel205024	175643	175795	+	0	NA	Intergenic	Intergenic	4473	ID=HMEL036849g1.t1-E1;Parent=HMEL036849g1.t1								
4530	Hmel219003	1479509	1479834	+	0	NA	Intergenic	Intergenic	2399	ID=HMEL016978g1.t1-E2;Parent=HMEL016978g1.t1								
4148	Hmel218003	1870798	1871322	+	0	NA	Intergenic	Intergenic	-39026	ID=HMEL034231g1.t1-E1;Parent=HMEL034231g1.t1								
3022	Hmel213030	76287	76533	+	0	NA	Intergenic	Intergenic	-50834	ID=HMEL031987g1.t1-E1;Parent=HMEL031987g1.t1								
201	Hmel201009	3881212	3881767	+	0	NA	promoter-TSS (ID=HMEL012433g1.t1-E5;Parent=HMEL012433g1.t1)	-promoter-TSS (ID=HMEL012433g1.t1-E5;Parent=HMEL012433g1.t1)	-523	ID=HMEL012433g1.t1-E5;Parent=HMEL012433g1.t1								
4082	Hmel217020	1441595	1442093	+	0	NA	Intergenic	Intergenic	4861	ID=HMEL034117g1.t1-E3;Parent=HMEL034117g1.t1								
4297	Hmel218018	827288	827622	+	0	NA	Intergenic	Intergenic	-18169	ID=HMEL034356g1.t1-E1;Parent=HMEL034356g1.t1								
1401	Hmel207002	5771245	5771884	+	0	NA	Intergenic	Intergenic	-4786	ID=HMEL008244g1.t1-E1;Parent=HMEL008244g1.t1								
719	Hmel204013	627838	628493	+	0	NA	TTS (ID=HMEL036398g1.t1-E4;Parent=HMEL036398g1.t1)	-TTS (ID=HMEL036398g1.t1-E4;Parent=HMEL036398g1.t1)	980	ID=HMEL036398g1.t1-E4;Parent=HMEL036398g1.t1								
4645	Hmel219003	7021602	7022078	+	0	NA	Intergenic	Intergenic	54437	ID=HMEL005995g1.t1-E1;Parent=HMEL005995g1.t1								
4305	Hmel218018	1058937	1059952	+	0	NA	Intergenic	Intergenic	9746	ID=HMEL034360g1.t1-E2;Parent=HMEL034360g1.t1								
1529	Hmel207021	437739	438041	+	0	NA	Intergenic	Intergenic	28322	ID=HMEL021999g2.t1-E1;Parent=HMEL021999g2.t1								
5163	Hmel221012	894260	894568	+	0	NA	Intergenic	Intergenic	10400	ID=HMEL035571g1.t1-E2;Parent=HMEL035571g1.t1								
4289	Hmel218018	761160	761609	+	0	NA	Intergenic	Intergenic	-16141	ID=HMEL016237g1.t1-E1;Parent=HMEL016237g1.t1								
902	Hmel205012	1029270	1029458	+	0	NA	promoter-TSS (ID=HMEL017894g4.t1-E2;Parent=HMEL017894g4.t1)	-promoter-TSS (ID=HMEL017894g4.t1-E2;Parent=HMEL017894g4.t1)	-368	ID=HMEL017894g4.t1-E2;Parent=HMEL017894g4.t1								
827	Hmel205005	323742	324015	+	0	NA	Intergenic	Intergenic	-6947	ID=HMEL016013g1.t1-E3;Parent=HMEL016013g1.t1								
266	Hmel201011	1788493	1788929	+	0	NA	Intergenic	Intergenic	-1412	ID=HMEL011409g1.t1-E1;Parent=HMEL011409g1.t1								
1742	Hmel208051	1198247	1198593	+	0	NA	Intergenic	Intergenic	-3933	ID=HMEL038165g1.t1-E1;Parent=HMEL038165g1.t1								
1353	Hmel207002	3199851	3200195	+	0	NA	Intergenic	Intergenic	-7067	ID=HMEL037421g1.t1-E1;Parent=HMEL037421g1.t1								
3128	Hmel213055	111049	111322	+	0	NA	promoter-TSS (ID=HMEL032098g1.t1-E1;Parent=HMEL032098g1.t1)	-promoter-TSS (ID=HMEL032098g1.t1-E1;Parent=HMEL032098g1.t1)	-723	ID=HMEL032098g1.t1-E1;Parent=HMEL032098g1.t1								
2585	Hmel212001	1716131	1716638	+	0	NA	Intergenic	Intergenic	18854	ID=HMEL005670g1.t1-E2;Parent=HMEL005670g1.t1								
4404	Hmel218018	5805760	5806356	+	0	NA	Intergenic	Intergenic	4562	ID=HMEL034453g1.t2-E1;Parent=HMEL034453g1.t2								
1624	Hmel208014	54079	54436	+	0	NA	TTS (ID=HMEL037848g1.t1-E1;Parent=HMEL037848g1.t1)	-TTS (ID=HMEL037848g1.t1-E1;Parent=HMEL037848g1.t1)	487	ID=HMEL037848g1.t1-E1;Parent=HMEL037848g1.t1								
4864	Hmel220003	2901825	2902868	+	0	NA	Intergenic	Intergenic	5771	ID=HMEL012521g1.t1-E6;Parent=HMEL012521g1.t1								
4440	Hmel218018	6865865	6866164	+	0	NA	Intergenic	Intergenic	3200	ID=HMEL015839g1.t1-E1;Parent=HMEL015839g1.t1								
2892	Hmel213004	1610847	1611658	+	0	NA	Intergenic	Intergenic	-24430	ID=HMEL031787g1.t1-E1;Parent=HMEL031787g1.t1								
1695	Hmel208026	72229	72764	+	0	NA	Intergenic	Intergenic	-1930	ID=HMEL002366g1.t1-E1;Parent=HMEL002366g1.t1								
97	Hmel201007	766314	766515	+	0	NA	Intergenic	Intergenic	27878	ID=HMEL030096g1.t1-E5;Parent=HMEL030096g1.t1								
2378	Hmel211004	3577077	3577766	+	0	NA	promoter-TSS (ID=HMEL006268g1.t1-E6;Parent=HMEL006268g1.t1)	-promoter-TSS (ID=HMEL006268g1.t1-E6;Parent=HMEL006268g1.t1)	-334	ID=HMEL006268g1.t1-E6;Parent=HMEL006268g1.t1								
2983	Hmel213025	664024	664261	+	0	NA	Intergenic	Intergenic	3634	ID=HMEL007752g1.t1-E1;Parent=HMEL007752g1.t1								
3645	Hmel215048	18443	20180	+	0	NA	promoter-TSS (ID=HMEL032952g1.t1-E2;Parent=HMEL032952g1.t1)	-promoter-TSS (ID=HMEL032952g1.t1-E2;Parent=HMEL032952g1.t1)	-374	ID=HMEL032952g1.t1-E2;Parent=HMEL032952g1.t1								
668	Hmel204001	1257877	1258603	+	0	NA	Intergenic	Intergenic	2381	ID=HMEL009715g1.t1-E3;Parent=HMEL009715g1.t1								
774	Hmel204019	246518	246911	+	0	NA	Intergenic	Intergenic	-9975	ID=HMEL022392g1.t1-E1;Parent=HMEL022392g1.t1								
5101	Hmel220022	285973	286275	+	0	NA	Intergenic	Intergenic	-4288	ID=HMEL004471g1.t1-E2;Parent=HMEL004471g1.t1								
4306	Hmel218018	1100524	1100696	+	0	NA	Intergenic	Intergenic	-32294	ID=HMEL016226-RA-E1;Parent=HMEL016226-RA								
910	Hmel205012	1285483	1285765	+	0	NA	Intergenic	Intergenic	2413	ID=HMEL017902g2.t1-E3;Parent=HMEL017902g2.t1								
3463	Hmel214025	237916	238439	+	0	NA	Intergenic	Intergenic	-8487	ID=HMEL032566g1.t1-E1;Parent=HMEL032566g1.t1								
1341	Hmel207002	2751835	2752689	+	0	NA	promoter-TSS (ID=HMEL007132g1.t1-E3;Parent=HMEL007132g1.t1)	-promoter-TSS (ID=HMEL007132g1.t1-E3;Parent=HMEL007132g1.t1)	416	ID=HMEL007132g1.t1-E2;Parent=HMEL007132g1.t1								
693	Hmel204003	519683	519867	+	0	NA	Intergenic	Intergenic	-22224	ID=HMEL036357g1.t1-E1;Parent=HMEL036357g1.t1								
2701	Hmel212004	1347215	1347684	+	0	NA	TTS (ID=HMEL012615g1.t1-E1;Parent=HMEL012615g1.t1)	-TTS (ID=HMEL012615g1.t1-E1;Parent=HMEL012615g1.t1)	734	ID=HMEL012615g1.t1-E1;Parent=HMEL012615g1.t1								
4601	Hmel219003	5593944	5594232	+	0	NA	Intergenic	Intergenic	-8705	ID=HMEL016877g1.t1-E1;Parent=HMEL016877g1.t1								
5098	Hmel220022	540530	542012	+	0	NA	Intergenic	Intergenic	-4752	ID=HMEL005588g1.t1-E1;Parent=HMEL005588g1.t1								
4123	Hmel218003	790318	791305	+	0	NA	Intergenic	Intergenic	-9395	ID=HMEL034216g1.t1-E1;Parent=HMEL034216g1.t1								
2684	Hmel212001	6486826	6487422	+	0	NA	Intergenic	Intergenic	1200	ID=HMEL005761g1.t1-E2;Parent=HMEL005761g1.t1								
4799	Hmel219018	1706276	1706899	+	0	NA	TTS (ID=HMEL034919g1.t1-E3;Parent=HMEL034919g1.t1)	-TTS (ID=HMEL034919g1.t1-E3;Parent=HMEL034919g1.t1)	2407	ID=HMEL034919g1.t1-E3;Parent=HMEL034919g1.t1								
3424	Hmel214019	975274	976033	+	0	NA	Intergenic	Intergenic	-17583	ID=HMEL032473g1.t1-E1;Parent=HMEL032473g1.t1								
893	Hmel205012	401246	401728	+	0	NA	Intergenic	Intergenic	-1427	ID=HMEL007222g1.t1-E2;Parent=HMEL007222g1.t1								
2309	Hmel212015	26160	26411	+	0	NA	Intergenic	Intergenic	2235	ID=HMEL031724g1.t1-E1;Parent=HMEL031724g1.t1								
3979	Hmel217004	3796525	3796745	+	0	NA	promoter-TSS (ID=HMEL018044g1.t1-E7;Parent=HMEL018044g1.t1)	-promoter-TSS (ID=HMEL018044g1.t1-E7;Parent=HMEL018044g1.t1)	-868	ID=HMEL018044g1.t1-E7;Parent=HMEL018044g1.t1								
3959	Hmel217004	2848132	2848619	+	0	NA	promoter-TSS (ID=HMEL033823g1.t1-E3;Parent=HMEL033823g1.t1)	-promoter-TSS (ID=HMEL033823g1.t1-E3;Parent=HMEL033823g1.t1)	-499	ID=HMEL033823g1.t1-E3;Parent=HMEL033823g1.t1								
4348	Hmel218018	3662391	3663243	+	0	NA	Intergenic	Intergenic	-1155	ID=HMEL003246g1.t1-E1;Parent=HMEL003246g1.t1								
4414	Hmel218018	6323256	6323429	+	0	NA	Intergenic	Intergenic	-45205	ID=HMEL034459g1.t1-E1;Parent=HMEL034459g1.t1								
5065	Hmel220014	213639	214567	+	0	NA	Intergenic	Intergenic	12582	ID=HMEL035305g1.t1-E2;Parent=HMEL035305g1.t1								
4859	Hmel220003	2328275	2328485	+	0	NA	Intergenic	Intergenic	1395	ID=HMEL012561g1.t1-E12;Parent=HMEL012561g1.t1								
2558	Hmel212001	351255	352597	+	0	NA	Intergenic	Intergenic	11463	ID=HMEL017980g1.t1-E1;Parent=HMEL017980g1.t1								
5210	Hmel221019	23933	24142	+	0	NA	Intergenic	Intergenic	-1860	ID=HMEL010547g1.t1-E1;Parent=HMEL010547g1.t1								
4851	Hmel220003	1711980	1712587	+	0	NA	Intergenic	Intergenic	-5893	ID=HMEL017043g1.t1-E1;Parent=HMEL017043g1.t1								
